date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,50.0,50.0,21.0,0.0,64.0,33.0,47.0,66.0,41.0,0.0,52.32067510548524
2020-02-02,0.0,24.0,0.0,0.0,20.0,16.0,0.0,0.0,0.0,26.0,12.09563994374121
2020-02-03,22.0,87.0,0.0,15.0,18.0,43.0,20.0,57.0,18.0,70.0,49.226441631504926
2020-02-04,24.0,100.0,84.0,34.0,62.0,33.0,68.0,22.0,40.0,81.0,77.07454289732772
2020-02-05,48.0,73.0,0.0,34.0,82.0,0.0,69.0,65.0,40.0,53.0,65.26019690576653
2020-02-06,52.0,78.0,64.0,0.0,22.0,33.0,73.0,69.0,43.0,28.0,64.9789029535865
2020-02-07,78.0,54.0,22.0,75.0,22.0,35.0,49.0,23.0,22.0,86.0,65.54149085794656
2020-02-08,25.0,50.0,21.0,34.0,0.0,33.0,23.0,22.0,0.0,54.0,36.849507735583686
2020-02-09,67.0,92.0,19.0,31.0,19.0,15.0,21.0,40.0,19.0,50.0,52.46132208157525
2020-02-10,0.0,70.0,20.0,80.0,39.0,15.0,0.0,41.0,38.0,100.0,56.680731364275665
2020-02-11,24.0,0.0,21.0,17.0,41.0,0.0,23.0,22.0,59.0,0.0,29.113924050632914
2020-02-12,23.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,38.0,26.0,19.69057665260197
2020-02-13,0.0,24.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.18846694796062
2020-02-14,26.0,26.0,22.0,18.0,21.0,0.0,24.0,45.0,84.0,0.0,37.41209563994374
2020-02-15,0.0,0.0,22.0,18.0,22.0,0.0,25.0,0.0,22.0,0.0,15.330520393811534
2020-02-16,24.0,74.0,62.0,35.0,0.0,16.0,46.0,0.0,40.0,79.0,52.883263009845294
2020-02-17,25.0,25.0,21.0,53.0,21.0,17.0,23.0,45.0,21.0,0.0,35.30239099859353
2020-02-18,71.0,72.0,41.0,100.0,60.0,32.0,67.0,84.0,100.0,52.0,95.49929676511957
2020-02-19,25.0,25.0,21.0,17.0,0.0,0.0,0.0,66.0,20.0,54.0,32.06751054852321
2020-02-20,77.0,26.0,22.0,18.0,22.0,17.0,48.0,45.0,42.0,0.0,44.58509142053446
2020-02-21,26.0,26.0,22.0,0.0,0.0,34.0,24.0,0.0,22.0,28.0,25.59774964838256
2020-02-22,0.0,0.0,0.0,18.0,0.0,35.0,25.0,0.0,0.0,29.0,15.049226441631506
2020-02-23,25.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,0.0,0.0,9.704641350210972
2020-02-24,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.032348804500704
2020-02-25,24.0,49.0,41.0,0.0,21.0,16.0,23.0,21.0,0.0,0.0,27.426160337552744
2020-02-26,70.0,47.0,0.0,33.0,39.0,15.0,67.0,0.0,20.0,74.0,51.33614627285514
2020-02-27,69.0,70.0,19.0,16.0,19.0,0.0,0.0,0.0,58.0,0.0,35.30239099859353
2020-02-28,49.0,0.0,0.0,0.0,20.0,0.0,23.0,42.0,0.0,27.0,22.64416315049227
2020-02-29,96.0,0.0,40.0,16.0,0.0,0.0,0.0,0.0,20.0,26.0,27.848101265822788
2020-03-01,0.0,23.0,0.0,32.0,19.0,30.0,21.0,20.0,38.0,25.0,29.254571026722928
2020-03-02,43.0,22.0,37.0,0.0,18.0,15.0,61.0,39.0,37.0,24.0,41.63150492264417
2020-03-03,47.0,23.0,39.0,65.0,20.0,47.0,22.0,40.0,58.0,51.0,57.9465541490858
2020-03-04,23.0,45.0,96.0,32.0,19.0,15.0,65.0,20.0,93.0,25.0,60.9001406469761
2020-03-05,0.0,23.0,20.0,16.0,0.0,0.0,43.0,21.0,19.0,0.0,19.971870604781998
2020-03-06,46.0,0.0,39.0,65.0,0.0,31.0,65.0,21.0,58.0,50.0,52.742616033755276
2020-03-07,0.0,0.0,21.0,17.0,0.0,0.0,0.0,21.0,20.0,0.0,11.111111111111112
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,24.0,9.142053445850914
2020-03-09,0.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.6258790436005635
2020-03-10,67.0,65.0,92.0,47.0,75.0,74.0,62.0,59.0,71.0,99.0,100.0
2020-03-11,44.0,22.0,56.0,15.0,38.0,29.0,61.0,19.0,55.0,72.0,57.80590717299579
2020-03-12,22.0,45.0,56.0,31.0,19.0,30.0,42.0,0.0,37.0,48.0,46.413502109704645
2020-03-13,72.0,24.0,60.0,17.0,20.0,32.0,0.0,21.0,59.0,52.0,50.21097046413503
2020-03-14,48.0,24.0,20.0,16.0,0.0,47.0,44.0,21.0,0.0,52.0,38.25597749648383
2020-03-15,43.0,45.0,37.0,30.0,18.0,0.0,83.0,57.0,54.0,0.0,51.617440225035175
2020-03-16,100.0,60.0,50.0,28.0,66.0,39.0,19.0,71.0,33.0,22.0,68.63572433192687
2020-03-17,41.0,41.0,34.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.143459915611817
2020-03-18,84.0,42.0,53.0,30.0,53.0,28.0,59.0,54.0,34.0,23.0,64.69760900140648
2020-03-19,21.0,0.0,36.0,29.0,0.0,14.0,0.0,19.0,0.0,0.0,16.736990154711673
2020-03-20,40.0,60.0,17.0,27.0,33.0,27.0,37.0,53.0,33.0,44.0,52.180028129395225
2020-03-21,0.0,0.0,18.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.485232067510549
2020-03-22,45.0,23.0,19.0,32.0,39.0,0.0,22.0,20.0,19.0,74.0,41.20956399437412
2020-03-23,54.0,0.0,31.0,25.0,15.0,24.0,17.0,16.0,30.0,39.0,35.30239099859353
2020-03-24,20.0,41.0,50.0,42.0,34.0,27.0,19.0,52.0,0.0,21.0,43.037974683544306
2020-03-25,0.0,59.0,33.0,14.0,33.0,52.0,37.0,35.0,33.0,42.0,47.53867791842475
2020-03-26,20.0,60.0,17.0,28.0,50.0,13.0,19.0,18.0,33.0,22.0,39.38115330520394
2020-03-27,75.0,39.0,80.0,27.0,97.0,100.0,54.0,100.0,47.0,84.0,98.8748241912799
2020-03-28,22.0,67.0,38.0,47.0,19.0,29.0,21.0,39.0,55.0,48.0,54.14908579465542
2020-03-29,22.0,0.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,0.0,7.735583684950774
2020-03-30,57.0,38.0,32.0,0.0,16.0,37.0,18.0,34.0,31.0,20.0,39.803094233473985
2020-03-31,75.0,19.0,31.0,27.0,16.0,0.0,35.0,33.0,0.0,41.0,38.9592123769339
2020-04-01,39.0,59.0,66.0,27.0,49.0,39.0,92.0,35.0,32.0,42.0,67.51054852320675
2020-04-02,19.0,38.0,32.0,0.0,16.0,37.0,35.0,0.0,31.0,20.0,32.06751054852321
2020-04-03,97.0,59.0,100.0,41.0,32.0,0.0,55.0,17.0,64.0,21.0,68.35443037974684
2020-04-04,45.0,23.0,38.0,16.0,0.0,0.0,43.0,40.0,57.0,50.0,43.88185654008439
2020-04-05,0.0,0.0,20.0,16.0,40.0,15.0,45.0,21.0,0.0,25.0,25.59774964838256
2020-04-06,35.0,0.0,15.0,0.0,0.0,24.0,51.0,31.0,58.0,20.0,32.911392405063296
2020-04-07,19.0,76.0,16.0,13.0,63.0,37.0,53.0,0.0,31.0,41.0,49.085794655414915
2020-04-08,0.0,42.0,34.0,14.0,34.0,13.0,0.0,18.0,0.0,44.0,27.9887482419128
2020-04-09,0.0,40.0,17.0,28.0,50.0,39.0,37.0,35.0,17.0,43.0,43.037974683544306
2020-04-10,40.0,0.0,17.0,14.0,17.0,27.0,19.0,53.0,17.0,23.0,31.926863572433195
2020-04-11,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.282700421940929
2020-04-12,22.0,22.0,38.0,32.0,38.0,45.0,21.0,20.0,0.0,0.0,33.47398030942335
2020-04-13,21.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0,22.0,10.548523206751055
2020-04-14,60.0,60.0,33.0,41.0,100.0,66.0,37.0,87.0,65.0,64.0,86.21659634317862
2020-04-15,62.0,84.0,35.0,58.0,70.0,14.0,39.0,55.0,35.0,23.0,66.80731364275668
2020-04-16,21.0,21.0,18.0,30.0,36.0,14.0,100.0,19.0,87.0,23.0,51.898734177215196
