date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,34.0,52.0,0.0,0.0,0.0,0.0,22.0,18.0,27.36842105263158,0.0,19.530881446899997
2021-04-19,65.0,100.0,0.0,73.0,92.0,62.0,41.0,51.0,51.578947368421055,50.0,74.57123780995516
2021-04-20,47.0,49.0,47.5,0.0,0.0,80.0,20.0,50.0,75.78947368421052,71.7948717948718,56.17040327147333
2021-04-21,0.0,23.0,22.5,23.0,22.0,40.0,40.0,32.0,25.263157894736842,0.0,29.004766458977258
2021-04-22,17.0,0.0,0.0,52.0,26.0,0.0,22.0,18.0,54.73684210526316,0.0,24.162260678131258
2021-04-23,34.0,54.0,0.0,53.0,50.0,65.0,22.0,36.0,0.0,26.923076923076923,43.415249059726385
2021-04-24,19.0,56.0,55.0,28.0,26.0,24.0,47.0,0.0,58.94736842105263,28.205128205128204,43.571810953661284
2021-04-25,35.0,27.0,52.5,27.0,26.0,22.0,22.0,0.0,27.36842105263158,26.923076923076923,33.84753002559813
2021-04-26,29.0,23.0,0.0,45.0,0.0,0.0,18.0,0.0,46.31578947368421,0.0,20.542948399021444
2021-04-27,15.0,0.0,68.75,47.0,91.0,39.0,0.0,16.0,24.210526315789473,67.94871794871794,46.97918036153596
2021-04-28,28.0,22.0,42.5,22.0,42.0,19.0,0.0,0.0,23.157894736842106,21.794871794871796,28.073816097346782
2021-04-29,0.0,0.0,0.0,0.0,44.0,19.0,19.0,0.0,47.36842105263158,0.0,16.474573300096154
2021-04-30,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9101925917524019
2021-05-01,15.0,23.0,22.5,45.0,22.0,57.0,19.0,15.0,23.157894736842106,23.076923076923077,33.712965851118405
2021-05-02,16.0,25.0,47.5,48.0,48.0,60.0,41.0,33.0,50.526315789473685,74.35897435897436,56.46341976890365
2021-05-03,0.0,25.0,25.0,25.0,0.0,21.0,41.0,0.0,0.0,0.0,17.446425671338602
2021-05-04,30.0,48.0,46.25,24.0,0.0,39.0,20.0,16.0,48.421052631578945,23.076923076923077,37.535026642159835
2021-05-05,15.0,72.0,46.25,47.0,23.0,78.0,39.0,32.0,96.84210526315789,23.076923076923077,60.12891866601018
2021-05-06,16.0,48.0,23.75,46.0,23.0,0.0,0.0,16.0,49.473684210526315,47.43589743589744,34.34011567707004
2021-05-07,50.0,51.0,50.0,100.0,47.0,42.0,41.0,17.0,76.84210526315789,0.0,60.4693247817199
2021-05-08,18.0,84.0,55.0,0.0,54.0,69.0,45.0,19.0,0.0,83.33333333333333,54.419264502812865
2021-05-09,33.0,26.0,0.0,25.0,50.0,21.0,21.0,0.0,0.0,0.0,22.41292640989485
2021-05-10,30.0,46.0,22.5,46.0,67.0,58.0,58.0,15.0,23.157894736842106,23.076923076923077,49.50389127627159
2021-05-11,15.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,0.0,23.076923076923077,10.070143509340868
2021-05-12,47.0,74.0,47.5,24.0,94.0,100.0,41.0,100.0,100.0,0.0,79.90972342164214
2021-05-13,0.0,0.0,26.25,0.0,25.0,0.0,22.0,18.0,0.0,26.923076923076923,15.048889072203215
2021-05-14,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,26.923076923076923,6.230166606946295
2021-05-15,48.0,0.0,23.75,24.0,70.0,0.0,0.0,33.0,0.0,47.43589743589744,31.350831831731195
2021-05-16,16.0,25.0,25.0,25.0,73.0,21.0,61.0,18.0,25.263157894736842,50.0,43.20386472433678
2021-05-17,46.0,95.0,92.5,95.0,93.0,100.0,100.0,67.0,73.6842105263158,23.076923076923077,100.0
2021-05-18,32.0,0.0,71.25,49.0,0.0,61.0,0.0,34.0,51.578947368421055,0.0,38.05472276428842
2021-05-19,0.0,48.0,0.0,24.0,23.0,20.0,39.0,17.0,0.0,24.358974358974358,24.878217703524015
2021-05-20,18.0,28.0,27.5,27.0,27.0,24.0,47.0,20.0,87.36842105263158,57.69230769230769,46.29806738004583
2021-05-21,17.0,52.0,50.0,26.0,25.0,64.0,21.0,0.0,52.63157894736842,76.92307692307692,48.9715636511746
2021-05-22,18.0,83.0,27.5,27.0,0.0,0.0,0.0,0.0,28.42105263157895,28.205128205128204,27.013457276733885
2021-05-23,0.0,0.0,0.0,0.0,29.0,25.0,25.0,0.0,0.0,58.97435897435897,17.57050655764047
2021-05-24,49.0,25.0,25.0,0.0,71.0,21.0,42.0,34.0,52.63157894736842,50.0,47.071166918867085
2021-05-25,100.0,0.0,100.0,76.0,100.0,42.0,82.0,52.0,53.68421052631579,100.0,89.86618340426737
2021-05-26,51.0,53.0,51.25,52.0,75.0,42.0,43.0,35.0,81.05263157894737,25.641025641025642,64.81202690939774
2021-05-27,0.0,0.0,26.25,26.0,26.0,22.0,22.0,0.0,27.36842105263158,0.0,19.053333298961896
2021-05-28,18.0,29.0,27.5,29.0,55.0,73.0,47.0,20.0,88.42105263157895,84.61538461538461,60.04836061136474
2021-05-29,0.0,31.0,58.75,30.0,30.0,26.0,51.0,41.0,0.0,29.487179487179485,37.85201721665262
2021-05-30,39.0,62.0,57.5,0.0,28.0,75.0,0.0,0.0,0.0,60.256410256410255,40.974447414709424
2021-05-31,34.0,26.0,50.0,26.0,24.0,64.0,42.0,17.0,51.578947368421055,51.282051282051285,49.13792140455438
