date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,18.0,10.0,12.0,19.0,23.0,18.0,13.0,29.0,18.0,13.0,25.0,16.0,26.0,19.0,17.0,20.0,26.0,23.0,14.0,12.0,19.8077949813134
2020-01-30,29.0,12.0,22.0,22.0,29.0,31.0,19.0,30.0,26.0,25.0,32.0,21.0,33.0,30.0,33.0,20.0,34.0,21.0,22.0,30.0,27.81633742658836
2020-01-31,5.0,11.0,10.0,10.0,8.0,13.0,11.0,16.0,7.0,9.0,11.0,8.0,13.0,13.0,13.0,11.0,8.0,11.0,13.0,13.0,11.425520555258942
2020-02-01,14.0,15.0,8.0,15.0,17.0,8.0,17.0,28.0,17.0,20.0,11.0,11.0,20.0,13.0,19.0,22.0,14.0,27.0,13.0,13.0,17.191671115856916
2020-02-02,9.0,12.0,19.0,12.0,16.0,18.0,5.0,21.0,20.0,19.0,15.0,10.0,12.0,14.0,10.0,10.0,29.0,15.0,28.0,5.0,15.963694607581418
2020-02-03,14.0,17.0,15.0,15.0,18.0,11.0,9.0,10.0,16.0,12.0,7.0,16.0,10.0,9.0,13.0,11.0,11.0,5.0,13.0,9.0,12.867058195408434
2020-02-04,13.0,21.0,7.0,15.0,16.0,16.0,16.0,21.0,19.0,28.0,21.0,13.0,24.0,15.0,20.0,16.0,13.0,16.0,22.0,17.0,18.633208756006407
2020-02-05,4.0,8.0,5.0,5.0,0.0,8.0,3.0,9.0,7.0,8.0,0.0,0.0,5.0,2.0,5.0,3.0,10.0,10.0,22.0,5.0,6.353443673251467
2020-02-06,5.0,4.0,8.0,7.0,3.0,13.0,8.0,3.0,9.0,6.0,11.0,8.0,3.0,10.0,13.0,8.0,5.0,3.0,15.0,8.0,8.00854244527496
2020-02-07,9.0,7.0,10.0,10.0,5.0,3.0,11.0,13.0,10.0,14.0,17.0,5.0,7.0,3.0,8.0,16.0,14.0,3.0,8.0,8.0,9.663641217298453
2020-02-08,12.0,11.0,17.0,10.0,8.0,21.0,11.0,18.0,17.0,17.0,8.0,13.0,18.0,13.0,20.0,19.0,19.0,16.0,13.0,15.0,15.80352375867592
2020-02-09,9.0,6.0,0.0,0.0,3.0,7.0,5.0,3.0,9.0,3.0,3.0,2.0,9.0,2.0,7.0,5.0,5.0,7.0,12.0,5.0,5.445808862786972
2020-02-10,6.0,6.0,9.0,7.0,7.0,7.0,8.0,6.0,4.0,5.0,8.0,10.0,7.0,9.0,7.0,5.0,8.0,7.0,9.0,7.0,7.581420181526962
2020-02-11,15.0,8.0,7.0,2.0,8.0,10.0,21.0,20.0,9.0,8.0,8.0,13.0,7.0,7.0,7.0,12.0,10.0,17.0,7.0,2.0,10.571276027762947
2020-02-12,11.0,12.0,14.0,23.0,15.0,12.0,18.0,9.0,16.0,18.0,15.0,20.0,16.0,18.0,10.0,12.0,18.0,20.0,7.0,14.0,15.91030432461292
2020-02-13,11.0,8.0,0.0,10.0,8.0,5.0,5.0,6.0,7.0,5.0,5.0,8.0,7.0,5.0,2.0,13.0,10.0,8.0,12.0,12.0,7.848371596369461
