date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,59.0,44.0,15.0,23.0,89.0,34.0,100.0,13.0,100.0,74.0,67.0316301703163
2021-04-19,26.0,53.0,53.0,51.0,68.0,91.0,45.0,59.0,44.0,40.0,64.47688564476886
2021-04-20,40.0,52.0,13.0,10.0,52.0,46.0,33.0,11.0,0.0,65.0,39.1727493917275
2021-04-21,0.0,27.0,26.0,40.0,26.0,45.0,22.0,12.0,29.0,26.0,30.778588807785887
2021-04-22,81.0,54.0,41.0,21.0,54.0,47.0,46.0,48.0,76.0,68.0,65.20681265206812
2021-04-23,42.0,56.0,28.0,64.0,42.0,32.0,36.0,12.0,16.0,85.0,50.24330900243309
2021-04-24,15.0,29.0,30.0,23.0,30.0,0.0,13.0,26.0,50.0,30.0,29.927007299270073
2021-04-25,28.0,28.0,29.0,22.0,71.0,16.0,48.0,25.0,64.0,43.0,45.49878345498783
2021-04-26,12.0,59.0,60.0,9.0,49.0,28.0,50.0,43.0,53.0,36.0,48.54014598540146
2021-04-27,24.0,24.0,50.0,9.0,12.0,14.0,21.0,33.0,14.0,24.0,27.37226277372263
2021-04-28,25.0,25.0,13.0,38.0,25.0,28.0,10.0,0.0,27.0,24.0,26.155717761557177
2021-04-29,25.0,50.0,25.0,19.0,50.0,29.0,31.0,33.0,28.0,62.0,42.82238442822385
2021-04-30,87.0,25.0,49.0,29.0,73.0,87.0,31.0,55.0,55.0,62.0,67.27493917274938
2021-05-01,26.0,26.0,13.0,31.0,13.0,30.0,33.0,12.0,14.0,26.0,27.25060827250608
2021-05-02,57.0,70.0,70.0,33.0,28.0,82.0,48.0,12.0,32.0,28.0,55.961070559610704
2021-05-03,40.0,13.0,27.0,31.0,0.0,31.0,22.0,12.0,15.0,13.0,24.81751824817518
2021-05-04,76.0,12.0,76.0,48.0,13.0,72.0,53.0,23.0,70.0,63.0,61.557177615571774
2021-05-05,13.0,13.0,25.0,10.0,26.0,44.0,33.0,11.0,58.0,13.0,29.927007299270073
2021-05-06,51.0,13.0,13.0,20.0,0.0,44.0,11.0,0.0,14.0,38.0,24.81751824817518
2021-05-07,13.0,66.0,41.0,10.0,40.0,0.0,11.0,36.0,60.0,27.0,36.982968369829685
2021-05-08,61.0,31.0,46.0,23.0,30.0,18.0,38.0,27.0,35.0,15.0,39.41605839416058
2021-05-09,67.0,13.0,40.0,62.0,81.0,62.0,33.0,59.0,59.0,53.0,64.3552311435523
2021-05-10,62.0,25.0,25.0,29.0,25.0,44.0,21.0,34.0,28.0,25.0,38.68613138686131
2021-05-11,0.0,24.0,49.0,9.0,24.0,0.0,20.0,0.0,13.0,12.0,18.369829683698295
2021-05-12,12.0,12.0,12.0,0.0,24.0,28.0,21.0,32.0,14.0,0.0,18.856447688564476
2021-05-13,26.0,0.0,26.0,10.0,39.0,30.0,22.0,35.0,59.0,52.0,36.37469586374696
2021-05-14,40.0,27.0,54.0,42.0,40.0,47.0,56.0,12.0,75.0,27.0,51.0948905109489
2021-05-15,39.0,39.0,0.0,71.0,39.0,61.0,33.0,23.0,88.0,26.0,50.97323600973236
2021-05-16,26.0,0.0,26.0,20.0,39.0,30.0,22.0,23.0,29.0,39.0,30.90024330900243
2021-05-17,63.0,75.0,38.0,29.0,0.0,73.0,53.0,33.0,84.0,51.0,60.70559610705596
2021-05-18,12.0,38.0,25.0,19.0,25.0,29.0,32.0,22.0,42.0,50.0,35.76642335766423
2021-05-19,38.0,39.0,39.0,30.0,13.0,15.0,33.0,34.0,0.0,26.0,32.481751824817515
2021-05-20,27.0,27.0,14.0,21.0,70.0,48.0,23.0,36.0,31.0,27.0,39.41605839416058
2021-05-21,50.0,100.0,62.0,57.0,63.0,43.0,52.0,67.0,69.0,63.0,76.15571776155717
2021-05-22,13.0,26.0,0.0,0.0,13.0,16.0,23.0,12.0,0.0,40.0,17.396593673965935
2021-05-23,0.0,43.0,43.0,33.0,29.0,50.0,24.0,0.0,0.0,0.0,27.00729927007299
2021-05-24,37.0,25.0,62.0,29.0,49.0,57.0,42.0,44.0,28.0,50.0,51.45985401459854
2021-05-25,0.0,13.0,0.0,0.0,38.0,0.0,21.0,23.0,0.0,26.0,14.720194647201946
2021-05-26,25.0,51.0,65.0,49.0,26.0,44.0,22.0,0.0,29.0,13.0,39.41605839416058
2021-05-27,13.0,26.0,13.0,50.0,39.0,30.0,33.0,34.0,73.0,40.0,42.700729927007295
2021-05-28,40.0,53.0,27.0,62.0,93.0,15.0,45.0,12.0,59.0,67.0,57.54257907542579
2021-05-29,69.0,70.0,84.0,87.0,84.0,97.0,70.0,98.0,47.0,42.0,90.99756690997566
2021-05-30,85.0,99.0,29.0,100.0,100.0,100.0,61.0,51.0,97.0,100.0,100.0
2021-05-31,100.0,74.0,100.0,86.0,87.0,86.0,52.0,100.0,41.0,88.0,99.02676399026765
