date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,23.0,25.0,33.0,28.0,30.0,29.0,29.0,35.0,23.0,26.0,28.1
2021-04-19,34.0,47.0,36.0,38.0,36.0,36.0,27.0,35.0,36.0,36.0,36.1
2021-04-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-04-21,27.0,25.0,34.0,29.0,28.0,27.0,34.0,25.0,20.0,23.0,27.2
2021-04-22,29.0,32.0,34.0,34.0,28.0,35.0,25.0,27.0,23.0,31.0,29.8
2021-04-23,25.0,30.0,19.0,33.0,22.0,26.0,21.0,21.0,17.0,32.0,24.6
2021-04-24,29.0,33.0,38.0,30.0,35.0,33.0,24.0,33.0,28.0,29.0,31.2
2021-04-25,23.0,28.0,26.0,23.0,23.0,19.0,26.0,26.0,23.0,21.0,23.8
2021-04-26,20.0,24.0,28.0,33.0,31.0,31.0,29.0,23.0,22.0,28.0,26.9
2021-04-27,27.0,23.0,38.0,29.0,38.0,35.0,31.0,31.0,37.0,35.0,32.4
2021-04-28,32.0,37.0,43.0,32.0,38.0,43.0,26.0,30.0,28.0,39.0,34.8
2021-04-29,29.0,29.0,24.0,25.0,32.0,28.0,24.0,28.0,19.0,36.0,27.4
2021-04-30,35.0,31.0,33.0,42.0,27.0,28.0,30.0,25.0,30.0,40.0,32.1
2021-05-01,29.0,36.0,45.0,32.0,32.0,42.0,38.0,27.0,35.0,33.0,34.9
2021-05-02,31.0,35.0,23.0,29.0,31.0,33.0,26.0,26.0,23.0,39.0,29.6
2021-05-03,40.0,35.0,32.0,40.0,42.0,41.0,41.0,36.0,36.0,43.0,38.6
2021-05-04,30.0,37.0,38.0,28.0,37.0,42.0,34.0,32.0,35.0,41.0,35.4
2021-05-05,33.0,33.0,39.0,40.0,49.0,47.0,34.0,36.0,28.0,38.0,37.7
2021-05-06,33.0,38.0,43.0,34.0,32.0,29.0,31.0,37.0,23.0,35.0,33.5
2021-05-07,39.0,32.0,39.0,36.0,43.0,44.0,32.0,50.0,37.0,43.0,39.5
2021-05-08,23.0,18.0,24.0,27.0,25.0,26.0,15.0,27.0,22.0,16.0,22.3
2021-05-09,42.0,27.0,31.0,27.0,33.0,29.0,25.0,29.0,27.0,30.0,30.0
2021-05-10,30.0,33.0,30.0,33.0,31.0,31.0,34.0,29.0,29.0,35.0,31.5
2021-05-11,36.0,32.0,46.0,42.0,37.0,41.0,37.0,33.0,21.0,31.0,35.6
2021-05-12,36.0,34.0,37.0,39.0,32.0,33.0,35.0,33.0,33.0,32.0,34.4
2021-05-13,23.0,27.0,39.0,22.0,31.0,34.0,34.0,26.0,33.0,27.0,29.6
2021-05-14,27.0,31.0,29.0,34.0,36.0,37.0,30.0,41.0,25.0,34.0,32.4
2021-05-15,21.0,22.0,22.0,23.0,23.0,26.0,25.0,19.0,28.0,25.0,23.4
2021-05-16,29.0,35.0,33.0,34.0,26.0,25.0,20.0,32.0,19.0,26.0,27.9
2021-05-17,39.0,40.0,45.0,46.0,35.0,51.0,34.0,43.0,42.0,42.0,41.7
2021-05-18,25.0,31.0,30.0,33.0,36.0,43.0,29.0,36.0,21.0,37.0,32.1
2021-05-19,35.0,34.0,33.0,26.0,31.0,30.0,24.0,31.0,26.0,26.0,29.6
2021-05-20,35.0,27.0,22.0,28.0,29.0,26.0,27.0,25.0,22.0,26.0,26.7
2021-05-21,28.0,22.0,37.0,31.0,28.0,33.0,33.0,27.0,25.0,35.0,29.9
2021-05-22,27.0,33.0,29.0,31.0,31.0,30.0,26.0,19.0,20.0,23.0,26.9
2021-05-23,25.0,27.0,31.0,24.0,25.0,26.0,28.0,25.0,30.0,40.0,28.1
2021-05-24,34.0,37.0,37.0,39.0,29.0,37.0,28.0,26.0,27.0,30.0,32.4
2021-05-25,28.0,35.0,30.0,33.0,18.0,28.0,14.0,24.0,27.0,27.0,26.4
2021-05-26,37.0,38.0,39.0,37.0,33.0,37.0,33.0,31.0,25.0,42.0,35.2
2021-05-27,31.0,35.0,42.0,35.0,35.0,43.0,43.0,44.0,30.0,43.0,38.1
2021-05-28,24.0,33.0,33.0,37.0,27.0,34.0,24.0,37.0,28.0,37.0,31.4
2021-05-29,15.0,25.0,21.0,23.0,27.0,29.0,19.0,19.0,21.0,23.0,22.2
2021-05-30,20.0,29.0,34.0,33.0,31.0,26.0,21.0,23.0,23.0,27.0,26.7
2021-05-31,27.0,37.0,39.0,45.0,31.0,39.0,34.0,27.0,39.0,39.0,35.7
