date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-25,18.0,18.0,23.0,9.0,14.0,15.0,22.0,20.0,21.0,15.0,11.0,17.0,32.0,12.0,19.0,16.0,15.0,12.0,21.0,27.0,18.908898305084747
2020-01-26,27.0,22.0,17.0,21.0,27.0,35.0,29.0,17.0,28.0,16.0,19.0,19.0,16.0,28.0,27.0,26.0,23.0,22.0,16.0,31.0,24.68220338983051
2020-01-27,46.0,32.0,41.0,35.0,41.0,27.0,38.0,40.0,37.0,37.0,43.0,43.0,40.0,32.0,33.0,44.0,25.0,38.0,35.0,37.0,39.40677966101695
2020-01-28,33.0,37.0,39.0,36.0,31.0,25.0,31.0,33.0,39.0,29.0,28.0,32.0,34.0,30.0,33.0,38.0,15.0,26.0,40.0,30.0,33.845338983050844
2020-01-29,25.0,31.0,31.0,23.0,33.0,26.0,42.0,17.0,26.0,13.0,25.0,40.0,38.0,38.0,15.0,38.0,23.0,17.0,22.0,35.0,29.55508474576271
2020-01-30,32.0,27.0,29.0,21.0,30.0,38.0,35.0,20.0,41.0,15.0,31.0,29.0,35.0,33.0,26.0,42.0,20.0,34.0,23.0,36.0,31.620762711864405
2020-01-31,31.0,30.0,23.0,34.0,29.0,34.0,23.0,27.0,30.0,23.0,22.0,32.0,32.0,32.0,24.0,50.0,27.0,28.0,23.0,30.0,30.932203389830505
2020-02-01,38.0,17.0,35.0,19.0,42.0,39.0,36.0,29.0,37.0,25.0,26.0,30.0,31.0,32.0,28.0,33.0,22.0,33.0,29.0,34.0,32.57415254237288
2020-02-02,31.0,45.0,31.0,22.0,44.0,41.0,36.0,27.0,32.0,29.0,24.0,28.0,43.0,36.0,33.0,43.0,37.0,46.0,29.0,30.0,36.387711864406775
2020-02-03,29.0,24.0,22.0,22.0,32.0,19.0,34.0,27.0,19.0,29.0,17.0,28.0,25.0,28.0,32.0,28.0,31.0,23.0,27.0,22.0,27.4364406779661
