date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,55.0,41.0,69.0,13.0,55.0,43.0,22.0,0.0,19.0,37.0,43.013365735115435
2021-04-19,17.0,0.0,20.0,24.0,0.0,19.0,20.0,0.0,17.0,17.0,16.281895504252734
2021-04-20,33.0,37.0,61.0,49.0,17.0,38.0,59.0,14.0,34.0,17.0,43.62089914945322
2021-04-21,33.0,18.0,41.0,24.0,16.0,57.0,20.0,0.0,0.0,50.0,31.47023086269745
2021-04-22,0.0,0.0,21.0,0.0,0.0,19.0,20.0,14.0,17.0,34.0,15.188335358444714
2021-04-23,70.0,19.0,64.0,13.0,35.0,0.0,62.0,15.0,18.0,18.0,38.15309842041312
2021-04-24,55.0,100.0,23.0,13.0,91.0,21.0,65.0,62.0,56.0,18.0,61.23936816524909
2021-04-25,35.0,39.0,22.0,25.0,35.0,41.0,21.0,29.0,0.0,35.0,34.264884568651276
2021-04-26,31.0,68.0,38.0,45.0,31.0,18.0,0.0,13.0,16.0,15.0,33.41433778857837
2021-04-27,32.0,53.0,59.0,34.0,32.0,73.0,57.0,27.0,16.0,32.0,50.42527339003645
2021-04-28,46.0,17.0,57.0,45.0,93.0,53.0,55.0,39.0,31.0,16.0,54.921020656136086
2021-04-29,0.0,0.0,0.0,0.0,15.0,0.0,18.0,13.0,15.0,15.0,9.234507897934387
2021-04-30,16.0,35.0,0.0,23.0,15.0,36.0,19.0,26.0,32.0,16.0,26.48845686512758
2021-05-01,32.0,18.0,58.0,35.0,16.0,37.0,38.0,14.0,16.0,49.0,38.03159173754557
2021-05-02,17.0,92.0,41.0,47.0,51.0,58.0,0.0,56.0,34.0,33.0,52.12636695018226
2021-05-03,16.0,17.0,19.0,0.0,15.0,18.0,19.0,27.0,16.0,16.0,19.805589307411907
2021-05-04,29.0,16.0,36.0,43.0,44.0,85.0,0.0,50.0,45.0,0.0,42.28432563791008
2021-05-05,31.0,34.0,38.0,45.0,0.0,0.0,0.0,26.0,16.0,31.0,26.852976913730256
2021-05-06,0.0,18.0,19.0,0.0,16.0,18.0,19.0,14.0,32.0,16.0,18.469015795868774
2021-05-07,65.0,55.0,60.0,36.0,33.0,57.0,59.0,28.0,34.0,100.0,64.03402187120292
2021-05-08,0.0,37.0,41.0,12.0,33.0,58.0,20.0,14.0,33.0,33.0,34.14337788578372
2021-05-09,34.0,76.0,84.0,25.0,35.0,59.0,41.0,15.0,52.0,35.0,55.40704738760632
2021-05-10,0.0,0.0,0.0,0.0,31.0,0.0,37.0,13.0,0.0,31.0,13.608748481166465
2021-05-11,0.0,17.0,38.0,11.0,0.0,18.0,37.0,13.0,31.0,15.0,21.87120291616039
2021-05-12,32.0,53.0,20.0,12.0,16.0,73.0,19.0,14.0,33.0,0.0,33.0498177399757
2021-05-13,100.0,56.0,41.0,24.0,100.0,97.0,100.0,58.0,69.0,68.0,86.63426488456865
2021-05-14,17.0,0.0,21.0,12.0,34.0,0.0,81.0,0.0,17.0,34.0,26.24544349939247
2021-05-15,34.0,19.0,83.0,25.0,51.0,39.0,40.0,43.0,51.0,51.0,52.97691373025516
2021-05-16,32.0,91.0,100.0,36.0,99.0,76.0,98.0,55.0,100.0,67.0,91.61603888213853
2021-05-17,47.0,35.0,38.0,11.0,31.0,71.0,56.0,27.0,16.0,47.0,46.05103280680438
2021-05-18,16.0,18.0,39.0,23.0,48.0,0.0,19.0,14.0,49.0,0.0,27.460510328068043
2021-05-19,16.0,52.0,39.0,23.0,0.0,18.0,19.0,0.0,16.0,31.0,26.002430133657352
2021-05-20,33.0,56.0,62.0,12.0,0.0,97.0,40.0,28.0,68.0,17.0,50.182260024301335
2021-05-21,33.0,0.0,0.0,24.0,33.0,0.0,20.0,14.0,0.0,17.0,17.132442284325638
2021-05-22,69.0,38.0,43.0,50.0,17.0,100.0,21.0,15.0,35.0,35.0,51.39732685297692
2021-05-23,51.0,19.0,85.0,25.0,52.0,99.0,61.0,0.0,70.0,52.0,62.45443499392467
2021-05-24,32.0,54.0,60.0,12.0,0.0,93.0,19.0,41.0,16.0,65.0,47.63061968408263
2021-05-25,48.0,54.0,59.0,24.0,48.0,93.0,58.0,27.0,33.0,81.0,63.7910085054678
2021-05-26,80.0,54.0,58.0,71.0,64.0,55.0,38.0,68.0,32.0,32.0,67.07168894289187
2021-05-27,50.0,19.0,21.0,49.0,34.0,39.0,20.0,14.0,34.0,34.0,38.15309842041312
2021-05-28,17.0,0.0,22.0,26.0,0.0,20.0,0.0,0.0,0.0,18.0,12.515188335358445
2021-05-29,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4301336573511545
2021-05-30,79.0,88.0,96.0,100.0,40.0,67.0,94.0,100.0,80.0,79.0,100.0
2021-05-31,0.0,18.0,21.0,12.0,33.0,19.0,0.0,14.0,17.0,0.0,16.281895504252734
