date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,40.0,46.0,8.0,46.0,14.0,14.0,16.0,46.0,39.0,54.0,38.54415274463007
2020-02-02,9.0,17.0,0.0,26.0,6.0,7.0,23.0,7.0,37.0,25.0,18.735083532219573
2020-02-03,17.0,24.0,29.0,32.0,29.0,12.0,7.0,26.0,42.0,39.0,30.668257756563246
2020-02-04,73.0,51.0,31.0,8.0,19.0,33.0,30.0,21.0,45.0,25.0,40.095465393794754
2020-02-05,9.0,17.0,16.0,43.0,44.0,13.0,30.0,21.0,45.0,25.0,31.384248210023866
2020-02-06,19.0,9.0,32.0,18.0,32.0,7.0,23.0,7.0,55.0,26.0,27.207637231503583
2020-02-07,61.0,65.0,51.0,45.0,34.0,29.0,41.0,46.0,49.0,45.0,55.60859188544153
2020-02-08,62.0,58.0,70.0,57.0,49.0,51.0,42.0,39.0,100.0,85.0,73.15035799522673
2020-02-09,49.0,100.0,100.0,63.0,100.0,49.0,63.0,83.0,66.0,53.0,86.63484486873507
2020-02-10,44.0,58.0,75.0,41.0,79.0,51.0,43.0,61.0,78.0,73.0,71.95704057279237
2020-02-11,53.0,49.0,7.0,32.0,24.0,44.0,21.0,27.0,34.0,32.0,38.54415274463007
2020-02-12,63.0,50.0,46.0,50.0,67.0,26.0,36.0,41.0,43.0,40.0,55.131264916467785
2020-02-13,18.0,34.0,15.0,33.0,6.0,19.0,29.0,28.0,26.0,32.0,28.639618138424822
2020-02-14,19.0,17.0,31.0,26.0,19.0,20.0,15.0,43.0,45.0,25.0,31.026252983293556
2020-02-15,71.0,28.0,17.0,64.0,34.0,36.0,41.0,46.0,69.0,64.0,56.085918854415276
2020-02-16,67.0,62.0,64.0,35.0,38.0,41.0,69.0,65.0,37.0,59.0,64.08114558472553
2020-02-17,52.0,16.0,37.0,32.0,18.0,19.0,21.0,13.0,17.0,47.0,32.4582338902148
2020-02-18,71.0,41.0,30.0,56.0,18.0,6.0,28.0,20.0,43.0,32.0,41.169451073985684
2020-02-19,0.0,31.0,0.0,31.0,23.0,37.0,21.0,26.0,17.0,31.0,25.894988066825775
2020-02-20,28.0,43.0,8.0,25.0,25.0,34.0,23.0,14.0,27.0,25.0,30.071599045346062
2020-02-21,28.0,53.0,8.0,0.0,32.0,35.0,15.0,36.0,37.0,26.0,32.21957040572792
2020-02-22,31.0,38.0,35.0,65.0,14.0,22.0,66.0,39.0,60.0,56.0,50.83532219570406
2020-02-23,94.0,87.0,62.0,47.0,55.0,44.0,100.0,32.0,90.0,65.0,80.66825775656324
2020-02-24,37.0,17.0,31.0,67.0,37.0,20.0,22.0,35.0,44.0,8.0,37.94749403341289
2020-02-25,26.0,16.0,15.0,16.0,23.0,25.0,21.0,60.0,42.0,24.0,31.98090692124105
2020-02-26,58.0,38.0,56.0,53.0,28.0,36.0,61.0,51.0,57.0,97.0,63.84248210023866
2020-02-27,70.0,64.0,29.0,32.0,24.0,49.0,84.0,33.0,84.0,71.0,64.43914081145584
2020-02-28,66.0,35.0,95.0,43.0,19.0,61.0,39.0,58.0,64.0,60.0,64.43914081145584
