date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-11-18,49.0,95.0,48.0,0.0,48.0,0.0,0.0,0.0,45.0,46.0,45.0,0.0,0.0,32.0,51.0,0.0,0.0,0.0,47.0,0.0,48.3251885042845
2020-11-19,48.0,0.0,0.0,0.0,0.0,0.0,48.529411764705884,0.0,44.0,0.0,0.0,0.0,0.0,0.0,50.0,43.0,45.0,0.0,0.0,0.0,26.600763493116368
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,49.39759036144578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.492899784759919
2020-11-21,51.0,50.0,0.0,50.0,0.0,0.0,0.0,49.0,46.0,0.0,0.0,50.602409638554214,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,34.63009841480418
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7752162553640805
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,0.0,0.0,0.0,46.0,46.0,47.058823529411775,0.0,0.0,44.0,0.0,46.98795180722892,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.931096099958033
2020-11-26,49.0,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,49.39759036144578,0.0,32.0,0.0,0.0,0.0,32.0,0.0,45.0,33.559989711794884
2020-11-27,0.0,0.0,0.0,47.0,0.0,47.0,48.529411764705884,0.0,0.0,0.0,0.0,48.19277108433735,0.0,0.0,0.0,43.0,0.0,31.0,0.0,0.0,25.282113413924268
2020-11-28,48.0,47.0,46.0,94.0,94.0,0.0,48.529411764705884,46.0,43.0,89.0,0.0,72.28915662650603,31.0,0.0,100.0,0.0,44.0,0.0,92.0,44.0,89.66123377238699
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,96.0,46.0,47.0,47.0,46.0,93.0,0.0,0.0,87.0,0.0,44.0,48.19277108433735,31.0,31.0,100.0,43.0,88.0,31.0,0.0,87.0,92.18008420083656
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,46.0,0.0,47.0,0.0,0.0,0.0,0.0,44.0,43.0,46.98795180722892,31.0,63.0,0.0,0.0,0.0,31.0,46.0,44.0,42.211761042899106
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,48.529411764705884,0.0,45.0,0.0,44.0,48.19277108433735,32.0,0.0,0.0,0.0,0.0,31.0,47.0,0.0,28.242747492250004
2020-12-04,46.0,45.0,45.0,0.0,0.0,0.0,0.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,44.0,43.0,34.09504406329954
2020-12-05,47.0,46.0,0.0,0.0,0.0,46.0,0.0,45.0,0.0,44.0,0.0,48.19277108433735,31.0,32.0,0.0,0.0,0.0,0.0,45.0,0.0,36.69207131350598
2020-12-06,97.0,95.0,0.0,0.0,47.0,0.0,0.0,47.0,45.0,45.0,44.0,98.79518072289156,32.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,61.198711266938325
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,47.058823529411775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.494321181519135
2020-12-08,0.0,94.0,0.0,47.0,94.0,47.0,0.0,0.0,0.0,89.0,44.0,48.19277108433735,0.0,63.0,50.0,0.0,44.0,31.0,46.0,0.0,66.58492507208511
2020-12-09,0.0,47.0,47.0,0.0,0.0,47.0,48.529411764705884,45.0,0.0,44.0,43.0,48.19277108433735,0.0,0.0,0.0,42.0,0.0,31.0,46.0,0.0,46.67508223795535
2020-12-10,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.690893584762629
