date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,9.0,8.0,18.0,0.0,7.0,0.0,0.0,9.0,0.0,8.0,6.441048034934498
2020-02-02,0.0,22.0,8.0,11.0,7.0,0.0,7.0,0.0,15.0,8.0,8.51528384279476
2020-02-03,15.0,38.0,30.0,30.0,12.0,6.0,0.0,22.0,33.0,21.0,22.598253275109172
2020-02-04,9.0,22.0,25.0,22.0,14.0,14.0,22.0,34.0,29.0,23.0,23.362445414847162
2020-02-05,9.0,7.0,0.0,33.0,0.0,7.0,15.0,17.0,0.0,0.0,9.60698689956332
2020-02-06,0.0,8.0,17.0,35.0,0.0,23.0,15.0,26.0,8.0,41.0,18.886462882096072
2020-02-07,36.0,31.0,9.0,70.0,22.0,15.0,39.0,26.0,23.0,33.0,33.18777292576419
2020-02-08,0.0,0.0,0.0,23.0,7.0,0.0,0.0,9.0,15.0,0.0,5.895196506550219
2020-02-09,8.0,21.0,8.0,21.0,13.0,21.0,14.0,8.0,0.0,15.0,14.082969432314412
2020-02-10,25.0,14.0,16.0,32.0,0.0,7.0,21.0,8.0,28.0,8.0,17.35807860262009
2020-02-11,17.0,7.0,33.0,33.0,7.0,22.0,7.0,17.0,14.0,16.0,18.886462882096072
2020-02-12,16.0,14.0,32.0,44.0,13.0,14.0,29.0,33.0,21.0,15.0,25.218340611353714
2020-02-13,8.0,7.0,0.0,0.0,21.0,28.0,14.0,17.0,7.0,16.0,12.882096069868997
2020-02-14,52.0,15.0,42.0,57.0,21.0,22.0,15.0,17.0,15.0,8.0,28.82096069868996
2020-02-15,28.0,16.0,9.0,24.0,8.0,8.0,16.0,9.0,8.0,26.0,16.593886462882097
2020-02-16,26.0,22.0,8.0,34.0,7.0,15.0,15.0,9.0,22.0,8.0,18.122270742358083
2020-02-17,8.0,7.0,16.0,22.0,7.0,7.0,14.0,8.0,7.0,0.0,10.480349344978167
2020-02-18,0.0,21.0,8.0,22.0,0.0,7.0,0.0,8.0,14.0,15.0,10.37117903930131
2020-02-19,17.0,36.0,16.0,11.0,14.0,21.0,29.0,17.0,14.0,16.0,20.85152838427948
2020-02-20,9.0,7.0,25.0,23.0,21.0,14.0,22.0,17.0,15.0,16.0,18.449781659388645
2020-02-21,56.0,39.0,35.0,48.0,37.0,31.0,31.0,27.0,24.0,17.0,37.66375545851528
2020-02-22,29.0,25.0,10.0,65.0,40.0,25.0,41.0,49.0,8.0,9.0,32.86026200873363
2020-02-23,18.0,15.0,0.0,0.0,15.0,15.0,0.0,18.0,8.0,17.0,11.572052401746726
2020-02-24,17.0,21.0,8.0,11.0,14.0,7.0,29.0,25.0,7.0,23.0,17.685589519650655
2020-02-25,8.0,21.0,16.0,11.0,0.0,7.0,22.0,17.0,7.0,8.0,12.77292576419214
2020-02-26,25.0,21.0,16.0,22.0,27.0,7.0,22.0,8.0,21.0,23.0,20.960698689956335
2020-02-27,8.0,29.0,16.0,22.0,7.0,7.0,22.0,16.0,35.0,31.0,21.06986899563319
2020-02-28,8.0,14.0,8.0,22.0,0.0,14.0,14.0,0.0,14.0,23.0,12.77292576419214
2020-02-29,0.0,15.0,26.0,12.0,7.0,0.0,7.0,0.0,8.0,16.0,9.934497816593886
2020-03-01,8.0,0.0,8.0,21.0,7.0,14.0,28.0,8.0,14.0,15.0,13.427947598253276
2020-03-02,0.0,0.0,0.0,10.0,0.0,0.0,7.0,8.0,7.0,7.0,4.25764192139738
2020-03-03,16.0,34.0,8.0,42.0,33.0,20.0,21.0,16.0,34.0,22.0,26.85589519650655
2020-03-04,8.0,0.0,15.0,10.0,6.0,13.0,7.0,0.0,0.0,14.0,7.969432314410481
2020-03-05,0.0,7.0,8.0,11.0,7.0,14.0,7.0,0.0,0.0,15.0,7.532751091703057
2020-03-06,24.0,14.0,8.0,22.0,7.0,28.0,0.0,16.0,14.0,15.0,16.157205240174672
2020-03-07,9.0,15.0,0.0,23.0,7.0,7.0,8.0,9.0,0.0,8.0,9.388646288209607
2020-03-08,8.0,14.0,16.0,43.0,0.0,7.0,14.0,24.0,7.0,15.0,16.157205240174672
2020-03-09,47.0,27.0,61.0,41.0,38.0,26.0,47.0,62.0,20.0,44.0,45.08733624454149
2020-03-10,0.0,14.0,0.0,21.0,0.0,7.0,0.0,0.0,7.0,7.0,6.11353711790393
2020-03-11,8.0,13.0,15.0,10.0,0.0,7.0,14.0,8.0,13.0,22.0,12.00873362445415
2020-03-12,16.0,7.0,15.0,11.0,19.0,0.0,14.0,8.0,13.0,7.0,12.00873362445415
2020-03-13,26.0,22.0,8.0,11.0,7.0,14.0,22.0,17.0,15.0,0.0,15.502183406113538
2020-03-14,34.0,15.0,25.0,23.0,14.0,29.0,22.0,0.0,22.0,16.0,21.83406113537118
2020-03-15,8.0,7.0,8.0,10.0,0.0,0.0,13.0,15.0,13.0,7.0,8.842794759825328
2020-03-16,7.0,12.0,0.0,9.0,5.0,6.0,18.0,13.0,23.0,19.0,12.22707423580786
2020-03-17,20.0,17.0,20.0,9.0,11.0,17.0,17.0,7.0,12.0,12.0,15.502183406113538
2020-03-18,14.0,6.0,7.0,9.0,0.0,6.0,12.0,0.0,6.0,13.0,7.969432314410481
2020-03-19,53.0,26.0,29.0,69.0,30.0,25.0,52.0,38.0,19.0,55.0,43.23144104803494
2020-03-20,22.0,31.0,28.0,47.0,24.0,36.0,43.0,50.0,12.0,40.0,36.353711790393014
2020-03-21,39.0,27.0,16.0,62.0,25.0,20.0,27.0,32.0,13.0,30.0,31.76855895196507
2020-03-22,23.0,13.0,22.0,30.0,18.0,13.0,33.0,30.0,26.0,21.0,25.0
2020-03-23,19.0,16.0,32.0,50.0,0.0,16.0,39.0,32.0,44.0,30.0,30.34934497816594
2020-03-24,28.0,18.0,7.0,18.0,28.0,18.0,30.0,27.0,30.0,19.0,24.344978165938866
2020-03-25,27.0,0.0,20.0,35.0,22.0,6.0,29.0,34.0,29.0,6.0,22.707423580786028
2020-03-26,0.0,24.0,13.0,37.0,11.0,18.0,30.0,7.0,12.0,25.0,19.323144104803493
2020-03-27,46.0,34.0,19.0,44.0,53.0,39.0,46.0,46.0,34.0,37.0,43.44978165938864
2020-03-28,24.0,20.0,46.0,21.0,25.0,40.0,27.0,23.0,34.0,29.0,31.550218340611355
2020-03-29,23.0,32.0,29.0,20.0,12.0,13.0,13.0,37.0,20.0,14.0,23.253275109170307
2020-03-30,13.0,22.0,13.0,9.0,16.0,6.0,11.0,6.0,17.0,6.0,12.991266375545852
2020-03-31,20.0,28.0,57.0,42.0,27.0,33.0,45.0,39.0,28.0,42.0,39.41048034934498
2020-04-01,48.0,23.0,20.0,27.0,27.0,34.0,29.0,47.0,41.0,0.0,32.314410480349345
2020-04-02,13.0,12.0,20.0,26.0,22.0,40.0,18.0,27.0,28.0,25.0,25.218340611353714
2020-04-03,14.0,18.0,7.0,9.0,22.0,23.0,12.0,7.0,12.0,6.0,14.192139737991267
2020-04-04,24.0,28.0,24.0,32.0,40.0,21.0,7.0,24.0,21.0,15.0,25.764192139737993
