date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,53.0,36.0,45.0,0.0,50.0,36.0,0.0,35.0,0.0,31.0,36.20253164556962
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,43.0,0.0,11.39240506329114
2020-10-14,0.0,0.0,41.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.354430379746836
2020-10-15,0.0,0.0,45.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,10.379746835443036
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,0.0,0.0,100.0,51.0,54.0,0.0,30.0,39.0,0.0,34.0,38.9873417721519
2020-10-19,0.0,0.0,43.0,46.0,48.0,35.0,0.0,34.0,43.0,0.0,31.518987341772153
2020-10-20,0.0,35.0,0.0,45.0,47.0,35.0,0.0,0.0,0.0,0.0,20.50632911392405
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,50.0,34.0,0.0,0.0,46.0,0.0,24.0,0.0,0.0,0.0,19.49367088607595
2020-10-23,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,29.0,12.531645569620252
2020-10-24,0.0,0.0,0.0,0.0,0.0,36.0,0.0,37.0,0.0,32.0,13.291139240506329
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,49.0,33.0,41.0,0.0,45.0,0.0,24.0,0.0,0.0,0.0,24.303797468354432
2020-10-27,0.0,35.0,41.0,43.0,48.0,33.0,0.0,0.0,84.0,0.0,35.949367088607595
2020-10-28,0.0,33.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,56.0,21.89873417721519
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.556962025316456
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,39.0,41.0,44.0,0.0,0.0,0.0,41.0,0.0,20.88607594936709
2020-11-02,46.0,0.0,0.0,0.0,86.0,0.0,46.0,31.0,40.0,27.0,34.936708860759495
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,44.0,0.0,73.0,0.0,0.0,0.0,22.0,0.0,37.0,26.0,25.569620253164558
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,45.0,30.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,0.0,18.354430379746834
2020-11-10,44.0,31.0,0.0,0.0,0.0,32.0,23.0,31.0,0.0,0.0,20.37974683544304
2020-11-11,45.0,32.0,39.0,0.0,0.0,31.0,23.0,62.0,39.0,0.0,34.30379746835443
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,27.0,6.329113924050633
2020-11-13,45.0,61.0,37.0,79.0,86.0,62.0,0.0,60.0,39.0,26.0,62.65822784810127
2020-11-14,0.0,0.0,38.0,0.0,0.0,31.0,22.0,0.0,80.0,52.0,28.227848101265824
2020-11-15,45.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,11.139240506329115
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-17,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,7.0886075949367084
2020-11-18,0.0,30.0,37.0,39.0,0.0,0.0,23.0,0.0,0.0,0.0,16.329113924050635
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,0.0,0.0,78.0,42.0,44.0,32.0,0.0,31.0,0.0,27.0,32.151898734177216
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,47.0,0.0,0.0,0.0,89.0,33.0,24.0,0.0,82.0,28.0,38.35443037974684
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,43.0,0.0,38.0,0.0,42.0,0.0,22.0,0.0,39.0,0.0,23.291139240506325
2020-11-26,0.0,0.0,39.0,0.0,42.0,0.0,0.0,0.0,38.0,0.0,15.063291139240507
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,62.0,38.0,40.0,42.0,31.0,23.0,0.0,76.0,26.0,42.78481012658227
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.936708860759493
2020-11-30,0.0,0.0,0.0,0.0,42.0,32.0,0.0,30.0,37.0,27.0,21.265822784810126
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0886075949367084
