date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,16.0,15.0,0.0,0.0,29.0,17.0,12.0,0.0,33.0,0.0,18.973561430793158
2021-02-27,17.0,16.0,18.0,34.0,0.0,18.0,0.0,16.0,18.0,0.0,21.30637636080871
2021-02-28,65.0,16.0,33.0,49.0,30.0,35.0,26.0,48.0,18.0,100.0,65.31881804043546
2021-03-01,15.0,15.0,32.0,32.0,14.0,34.0,12.0,15.0,16.0,30.0,33.43701399688958
2021-03-02,30.0,58.0,47.0,31.0,68.0,33.0,58.0,46.0,83.0,44.0,77.44945567651634
2021-03-03,46.0,73.0,16.0,62.0,27.0,33.0,71.0,57.0,81.0,29.0,76.98289269051322
2021-03-04,62.0,90.0,97.0,63.0,44.0,17.0,24.0,16.0,50.0,46.0,79.1601866251944
2021-03-05,0.0,0.0,16.0,16.0,15.0,17.0,24.0,0.0,0.0,15.0,16.018662519440124
2021-03-06,0.0,0.0,0.0,18.0,16.0,0.0,26.0,0.0,19.0,0.0,12.286158631415242
2021-03-07,32.0,16.0,17.0,17.0,45.0,0.0,37.0,16.0,33.0,32.0,38.102643856920686
2021-03-08,78.0,29.0,97.0,80.0,14.0,100.0,36.0,30.0,17.0,59.0,83.98133748055987
2021-03-09,33.0,15.0,0.0,32.0,14.0,34.0,12.0,31.0,34.0,46.0,39.03576982892691
2021-03-10,0.0,14.0,49.0,16.0,0.0,33.0,36.0,15.0,0.0,45.0,32.34836702954899
2021-03-11,31.0,58.0,79.0,62.0,42.0,49.0,0.0,44.0,66.0,73.0,78.38258164852256
2021-03-12,15.0,15.0,17.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,11.81959564541213
2021-03-13,31.0,31.0,16.0,49.0,43.0,0.0,12.0,30.0,67.0,0.0,43.39035769828927
2021-03-14,49.0,76.0,34.0,32.0,44.0,17.0,37.0,46.0,53.0,31.0,65.16329704510109
2021-03-15,24.0,23.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,23.0,20.21772939346812
2021-03-16,40.0,38.0,42.0,41.0,62.0,57.0,74.0,26.0,73.0,52.0,78.53810264385693
2021-03-17,31.0,74.0,32.0,64.0,43.0,67.0,35.0,74.0,51.0,30.0,77.91601866251945
2021-03-18,46.0,44.0,47.0,77.0,41.0,47.0,36.0,90.0,33.0,59.0,80.87091757387248
2021-03-19,0.0,15.0,33.0,0.0,0.0,17.0,12.0,0.0,17.0,15.0,16.951788491446347
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,16.0,35.0,0.0,15.0,17.0,26.0,32.0,56.0,32.0,35.614307931570764
2021-03-22,60.0,88.0,48.0,46.0,100.0,67.0,12.0,60.0,16.0,87.0,90.82426127527216
2021-03-23,63.0,15.0,33.0,32.0,44.0,51.0,25.0,15.0,17.0,47.0,53.1881804043546
2021-03-24,16.0,15.0,50.0,16.0,14.0,52.0,25.0,47.0,17.0,15.0,41.52410575427683
2021-03-25,48.0,31.0,16.0,48.0,29.0,35.0,12.0,61.0,0.0,15.0,45.878693623639194
2021-03-26,64.0,32.0,84.0,82.0,32.0,89.0,51.0,79.0,54.0,66.0,98.44479004665631
2021-03-27,73.0,52.0,56.0,75.0,51.0,96.0,84.0,52.0,38.0,17.0,92.37947122861587
2021-03-28,74.0,71.0,19.0,58.0,68.0,41.0,100.0,100.0,39.0,18.0,91.44634525660965
2021-03-29,31.0,30.0,0.0,16.0,15.0,17.0,35.0,46.0,17.0,15.0,34.52566096423017
2021-03-30,33.0,16.0,0.0,0.0,30.0,34.0,25.0,48.0,35.0,32.0,39.34681181959565
2021-03-31,47.0,45.0,49.0,33.0,29.0,67.0,59.0,45.0,86.0,15.0,73.87247278382581
2021-04-01,62.0,15.0,50.0,31.0,43.0,65.0,24.0,60.0,50.0,74.0,73.71695178849144
2021-04-02,49.0,47.0,34.0,33.0,15.0,35.0,51.0,47.0,51.0,48.0,63.76360808709176
2021-04-03,35.0,68.0,36.0,17.0,48.0,72.0,40.0,33.0,73.0,100.0,81.18195956454122
2021-04-04,70.0,50.0,73.0,85.0,46.0,18.0,13.0,83.0,55.0,17.0,79.31570762052877
2021-04-05,100.0,33.0,18.0,69.0,45.0,35.0,25.0,16.0,18.0,33.0,60.964230171073105
2021-04-06,53.0,25.0,28.0,27.0,50.0,42.0,52.0,63.0,56.0,26.0,65.6298600311042
2021-04-07,14.0,27.0,29.0,42.0,39.0,15.0,21.0,54.0,30.0,40.0,48.367029548989116
2021-04-08,72.0,56.0,46.0,47.0,27.0,63.0,46.0,58.0,78.0,28.0,81.02643856920685
2021-04-09,29.0,28.0,60.0,73.0,41.0,16.0,11.0,14.0,15.0,27.0,48.83359253499223
2021-04-10,44.0,14.0,16.0,30.0,42.0,16.0,11.0,0.0,48.0,29.0,38.88024883359254
2021-04-11,15.0,44.0,16.0,31.0,0.0,33.0,23.0,28.0,16.0,29.0,36.54743390357699
2021-04-12,0.0,0.0,16.0,16.0,14.0,33.0,23.0,15.0,32.0,44.0,30.015552099533437
2021-04-13,45.0,43.0,16.0,46.0,56.0,32.0,23.0,44.0,16.0,59.0,59.09797822706066
2021-04-14,44.0,43.0,16.0,92.0,41.0,48.0,58.0,29.0,93.0,44.0,79.00466562986003
2021-04-15,45.0,43.0,81.0,15.0,70.0,80.0,23.0,71.0,50.0,73.0,85.69206842923795
2021-04-16,15.0,0.0,32.0,76.0,43.0,17.0,47.0,29.0,66.0,44.0,57.38724727838258
2021-04-17,84.0,50.0,34.0,50.0,75.0,36.0,26.0,48.0,52.0,32.0,75.73872472783826
2021-04-18,33.0,16.0,18.0,51.0,31.0,54.0,13.0,49.0,36.0,32.0,51.788491446345255
2021-04-19,29.0,42.0,31.0,77.0,55.0,48.0,12.0,45.0,47.0,29.0,64.5412130637636
2021-04-20,29.0,14.0,15.0,60.0,14.0,16.0,11.0,0.0,16.0,28.0,31.57076205287714
2021-04-21,15.0,44.0,47.0,47.0,28.0,49.0,0.0,61.0,16.0,45.0,54.743390357698296
2021-04-22,49.0,78.0,50.0,33.0,30.0,50.0,12.0,32.0,51.0,31.0,64.69673405909798
2021-04-23,49.0,61.0,33.0,65.0,15.0,51.0,76.0,48.0,68.0,47.0,79.78227060653188
2021-04-24,35.0,33.0,55.0,36.0,49.0,37.0,42.0,17.0,37.0,17.0,55.676516329704505
2021-04-25,66.0,92.0,70.0,34.0,15.0,0.0,0.0,64.0,70.0,33.0,69.05132192846034
2021-04-26,40.0,52.0,86.0,97.0,64.0,85.0,43.0,40.0,57.0,27.0,91.91290824261276
2021-04-27,98.0,27.0,30.0,29.0,13.0,77.0,23.0,56.0,31.0,55.0,68.2737169517885
2021-04-28,54.0,65.0,29.0,28.0,49.0,43.0,11.0,26.0,59.0,26.0,60.653188180404356
2021-04-29,0.0,27.0,60.0,28.0,40.0,48.0,34.0,70.0,62.0,57.0,66.25194401244168
2021-04-30,55.0,54.0,29.0,0.0,13.0,46.0,73.0,41.0,29.0,41.0,59.25349922239503
