date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,31.0,25.0,34.0,51.0,32.0,0.0,33.0,24.0,65.0,44.83282674772037
2021-02-27,32.0,0.0,51.0,67.0,26.0,66.0,35.0,0.0,50.0,33.0,54.7112462006079
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,62.0,61.0,48.0,32.0,25.0,63.0,34.0,32.0,24.0,0.0,57.902735562310035
2021-03-02,0.0,0.0,48.0,32.0,100.0,63.0,100.0,32.0,0.0,32.0,61.854103343465056
2021-03-03,30.0,30.0,23.0,0.0,25.0,31.0,0.0,0.0,23.0,0.0,24.620060790273556
2021-03-04,0.0,30.0,0.0,0.0,0.0,31.0,0.0,0.0,24.0,32.0,17.78115501519757
2021-03-05,0.0,61.0,24.0,64.0,25.0,0.0,34.0,32.0,0.0,32.0,41.33738601823708
2021-03-06,32.0,31.0,24.0,33.0,0.0,32.0,35.0,33.0,48.0,33.0,45.74468085106383
2021-03-07,32.0,62.0,49.0,33.0,52.0,0.0,35.0,33.0,0.0,0.0,44.984802431610944
2021-03-08,30.0,59.0,0.0,31.0,73.0,59.0,0.0,31.0,23.0,0.0,46.50455927051672
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,29.0,0.0,46.0,30.0,24.0,60.0,32.0,62.0,22.0,30.0,50.911854103343465
2021-03-11,0.0,30.0,0.0,0.0,25.0,0.0,34.0,0.0,0.0,32.0,18.38905775075988
2021-03-12,63.0,0.0,49.0,32.0,25.0,31.0,34.0,0.0,24.0,32.0,44.07294832826748
2021-03-13,32.0,31.0,0.0,0.0,26.0,33.0,0.0,0.0,25.0,33.0,27.35562310030395
2021-03-14,30.0,0.0,0.0,31.0,0.0,61.0,33.0,32.0,23.0,0.0,31.914893617021278
2021-03-15,70.0,23.0,36.0,0.0,19.0,47.0,0.0,24.0,18.0,0.0,36.01823708206687
2021-03-16,0.0,0.0,20.0,27.0,0.0,27.0,29.0,28.0,0.0,27.0,24.012158054711247
