date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,25.0,6.0,30.0,41.0,28.0,8.0,20.0,41.0,15.0,24.0,27.07622298065984
2021-04-19,31.0,22.0,33.0,0.0,20.0,53.0,47.0,36.0,55.0,52.0,39.7042093287827
2021-04-20,22.0,16.0,7.0,22.0,10.0,22.0,17.0,7.0,27.0,29.0,20.364050056882817
2021-04-21,22.0,5.0,13.0,15.0,24.0,44.0,28.0,21.0,40.0,64.0,31.399317406143343
2021-04-22,38.0,33.0,27.0,38.0,15.0,46.0,24.0,45.0,29.0,44.0,38.56655290102389
2021-04-23,24.0,28.0,14.0,16.0,26.0,15.0,6.0,46.0,29.0,15.0,24.914675767918087
2021-04-24,25.0,18.0,22.0,26.0,11.0,25.0,13.0,8.0,16.0,16.0,20.477815699658702
2021-04-25,24.0,11.0,20.0,23.0,16.0,8.0,0.0,38.0,22.0,23.0,21.04664391353811
2021-04-26,53.0,34.0,35.0,59.0,35.0,32.0,21.0,19.0,24.0,39.0,39.931740614334466
2021-04-27,48.0,45.0,30.0,21.0,18.0,47.0,38.0,40.0,37.0,33.0,40.61433447098976
2021-04-28,20.0,15.0,12.0,20.0,13.0,26.0,16.0,13.0,6.0,20.0,18.316268486916954
2021-04-29,28.0,45.0,30.0,48.0,13.0,20.0,27.0,20.0,44.0,20.0,33.56086461888509
2021-04-30,41.0,20.0,42.0,41.0,32.0,54.0,37.0,53.0,50.0,27.0,45.164960182025034
2021-05-01,35.0,15.0,31.0,7.0,9.0,27.0,5.0,20.0,13.0,27.0,21.501706484641634
2021-05-02,47.0,34.0,60.0,38.0,31.0,54.0,49.0,15.0,65.0,99.0,55.972696245733786
2021-05-03,7.0,60.0,7.0,68.0,45.0,44.0,35.0,65.0,28.0,36.0,44.937428896473264
2021-05-04,29.0,36.0,64.0,57.0,63.0,99.0,68.0,49.0,73.0,71.0,69.28327645051193
2021-05-05,78.0,51.0,50.0,28.0,23.0,42.0,50.0,77.0,52.0,62.0,58.3617747440273
2021-05-06,67.0,43.0,33.0,66.0,50.0,73.0,47.0,57.0,54.0,65.0,63.13993174061433
2021-05-07,84.0,60.0,72.0,82.0,35.0,59.0,59.0,58.0,89.0,36.0,72.12741751990899
2021-05-08,87.0,44.0,69.0,78.0,35.0,78.0,48.0,51.0,80.0,51.0,70.64846416382252
2021-05-09,61.0,33.0,27.0,23.0,31.0,38.0,18.0,82.0,35.0,38.0,43.913538111490325
2021-05-10,85.0,46.0,68.0,78.0,28.0,69.0,45.0,68.0,59.0,75.0,70.64846416382252
2021-05-11,27.0,54.0,30.0,73.0,31.0,26.0,48.0,39.0,37.0,59.0,48.23663253697383
2021-05-12,95.0,100.0,100.0,93.0,43.0,100.0,73.0,90.0,53.0,78.0,93.85665529010238
2021-05-13,66.0,30.0,22.0,58.0,28.0,57.0,26.0,48.0,53.0,56.0,50.51194539249146
2021-05-14,56.0,29.0,49.0,39.0,47.0,47.0,25.0,39.0,51.0,47.0,48.805460750853236
2021-05-15,49.0,53.0,35.0,8.0,43.0,47.0,32.0,54.0,37.0,31.0,44.25483503981797
2021-05-16,60.0,86.0,92.0,66.0,44.0,74.0,57.0,65.0,82.0,73.0,79.52218430034131
2021-05-17,86.0,61.0,62.0,78.0,38.0,99.0,56.0,90.0,39.0,69.0,77.13310580204778
2021-05-18,42.0,56.0,25.0,49.0,37.0,74.0,78.0,68.0,58.0,41.0,60.06825938566553
2021-05-19,94.0,56.0,75.0,93.0,100.0,99.0,100.0,90.0,72.0,100.0,100.0
2021-05-20,64.0,75.0,70.0,31.0,59.0,31.0,56.0,92.0,74.0,86.0,72.58248009101251
2021-05-21,41.0,29.0,63.0,64.0,59.0,78.0,44.0,78.0,51.0,78.0,66.55290102389078
2021-05-22,18.0,38.0,54.0,26.0,35.0,35.0,35.0,33.0,24.0,51.0,39.7042093287827
2021-05-23,55.0,40.0,40.0,54.0,30.0,36.0,43.0,44.0,25.0,18.0,43.799772468714444
2021-05-24,100.0,73.0,82.0,100.0,56.0,99.0,55.0,74.0,100.0,98.0,95.22184300341296
2021-05-25,76.0,49.0,80.0,54.0,51.0,60.0,59.0,60.0,64.0,60.0,69.73833902161547
2021-05-26,85.0,73.0,54.0,77.0,82.0,53.0,92.0,90.0,71.0,82.0,86.3481228668942
2021-05-27,71.0,62.0,49.0,79.0,52.0,77.0,49.0,75.0,36.0,68.0,70.30716723549487
2021-05-28,81.0,29.0,36.0,49.0,22.0,40.0,44.0,40.0,45.0,23.0,46.5301478953356
2021-05-29,26.0,25.0,23.0,17.0,23.0,51.0,14.0,42.0,16.0,17.0,28.896473265073947
2021-05-30,69.0,50.0,23.0,26.0,34.0,59.0,14.0,50.0,31.0,51.0,46.30261660978385
2021-05-31,98.0,65.0,46.0,95.0,59.0,89.0,59.0,100.0,83.0,66.0,86.46188850967008
