date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2020-02-01,26.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,0.0,7.873090481786135
2020-02-02,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,25.0,0.0,7.285546415981199
2020-02-03,46.0,0.0,56.0,0.0,0.0,19.0,16.0,0.0,22.0,0.0,18.683901292596946
2020-02-04,25.0,0.0,0.0,24.0,0.0,20.0,0.0,0.0,0.0,16.0,9.988249118683902
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.9976498237367804
2020-02-07,27.0,0.0,0.0,26.0,18.0,0.0,0.0,23.0,0.0,17.0,13.043478260869566
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,47.0,32.0,39.0,0.0,16.0,19.0,0.0,20.0,0.0,0.0,20.329024676850764
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.8801410105757934
2020-02-14,0.0,34.0,62.0,49.0,16.0,20.0,34.0,0.0,25.0,33.0,32.07990599294947
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,23.0,16.0,19.0,0.0,15.0,0.0,0.0,20.0,0.0,15.0,12.690951821386605
2020-02-18,0.0,0.0,19.0,47.0,0.0,19.0,16.0,20.0,46.0,15.0,21.386603995299648
2020-02-19,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,15.0,5.287896592244419
2020-02-20,25.0,17.0,0.0,0.0,33.0,20.0,34.0,0.0,25.0,0.0,18.096357226792012
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,24.0,0.0,20.0,0.0,21.0,0.0,0.0,7.63807285546416
2020-02-25,23.0,0.0,19.0,0.0,15.0,19.0,32.0,20.0,46.0,30.0,23.97179788484136
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.7626321974148063
2020-02-27,68.0,16.0,38.0,46.0,15.0,0.0,31.0,39.0,45.0,30.0,38.542890716803754
2020-02-28,25.0,17.0,21.0,50.0,0.0,20.0,17.0,22.0,25.0,16.0,25.02937720329025
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,26.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.7555816686251475
2020-03-02,46.0,0.0,38.0,46.0,30.0,19.0,32.0,0.0,23.0,15.0,29.259694477085784
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,26.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,5.522914218566393
2020-03-09,0.0,16.0,19.0,45.0,15.0,38.0,16.0,20.0,0.0,30.0,23.384253819036427
2020-03-10,23.0,16.0,19.0,46.0,15.0,38.0,32.0,100.0,94.0,61.0,52.173913043478265
2020-03-11,23.0,32.0,0.0,47.0,0.0,0.0,16.0,0.0,47.0,31.0,23.03172737955347
2020-03-12,23.0,16.0,19.0,23.0,15.0,19.0,16.0,40.0,0.0,30.0,23.619271445358407
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,26.0,18.0,0.0,26.0,17.0,0.0,18.0,45.0,0.0,0.0,17.626321974148063
2020-03-15,23.0,0.0,19.0,23.0,15.0,39.0,32.0,20.0,0.0,0.0,20.094007050528795
2020-03-16,64.0,44.0,18.0,65.0,28.0,18.0,44.0,56.0,43.0,29.0,48.06110458284372
2020-03-17,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.7626321974148063
2020-03-18,23.0,0.0,19.0,23.0,15.0,19.0,32.0,20.0,23.0,15.0,22.209165687426555
2020-03-19,71.0,65.0,100.0,72.0,47.0,59.0,49.0,82.0,24.0,31.0,70.50528789659225
2020-03-20,0.0,0.0,0.0,23.0,15.0,19.0,48.0,0.0,0.0,0.0,12.338425381903644
2020-03-21,53.0,18.0,66.0,79.0,0.0,22.0,36.0,23.0,53.0,0.0,41.12808460634548
2020-03-22,50.0,34.0,62.0,25.0,0.0,20.0,68.0,43.0,50.0,33.0,45.24089306698003
2020-03-23,0.0,0.0,0.0,40.0,13.0,0.0,14.0,35.0,21.0,14.0,16.09870740305523
