date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,19.0,19.0,26.0,14.0,21.0,22.0,19.0,20.0,33.0,36.0,22.9
2021-04-19,24.0,28.0,33.0,30.0,22.0,35.0,37.0,31.0,31.0,29.0,30.0
2021-04-20,23.0,20.0,28.0,28.0,24.0,24.0,19.0,20.0,21.0,22.0,22.9
2021-04-21,21.0,18.0,27.0,27.0,26.0,18.0,16.0,18.0,27.0,25.0,22.3
2021-04-22,26.0,22.0,19.0,21.0,23.0,23.0,20.0,25.0,18.0,23.0,22.0
2021-04-23,22.0,23.0,18.0,15.0,18.0,17.0,21.0,21.0,25.0,24.0,20.4
2021-04-24,9.0,13.0,10.0,22.0,15.0,14.0,12.0,17.0,20.0,15.0,14.7
2021-04-25,17.0,14.0,15.0,19.0,11.0,15.0,13.0,15.0,18.0,16.0,15.3
2021-04-26,12.0,15.0,14.0,17.0,12.0,18.0,18.0,16.0,16.0,14.0,15.2
2021-04-27,13.0,20.0,18.0,16.0,13.0,13.0,20.0,22.0,17.0,18.0,17.0
2021-04-28,18.0,13.0,17.0,23.0,19.0,19.0,17.0,25.0,19.0,22.0,19.2
2021-04-29,17.0,19.0,26.0,23.0,22.0,20.0,22.0,19.0,19.0,22.0,20.9
2021-04-30,13.0,18.0,30.0,23.0,34.0,26.0,23.0,37.0,37.0,35.0,27.6
2021-05-01,22.0,25.0,28.0,26.0,20.0,22.0,24.0,32.0,24.0,18.0,24.1
2021-05-02,15.0,11.0,25.0,16.0,22.0,14.0,15.0,20.0,23.0,12.0,17.3
2021-05-03,22.0,26.0,28.0,37.0,35.0,37.0,25.0,34.0,35.0,40.0,31.9
2021-05-04,22.0,23.0,29.0,32.0,35.0,30.0,22.0,26.0,36.0,32.0,28.7
2021-05-05,14.0,21.0,21.0,21.0,21.0,16.0,19.0,14.0,20.0,22.0,18.9
2021-05-06,26.0,20.0,41.0,45.0,21.0,29.0,34.0,26.0,33.0,22.0,29.7
2021-05-07,27.0,24.0,29.0,24.0,25.0,33.0,33.0,27.0,37.0,26.0,28.5
2021-05-08,20.0,25.0,22.0,34.0,27.0,31.0,29.0,21.0,30.0,21.0,26.0
2021-05-09,30.0,14.0,27.0,27.0,21.0,23.0,32.0,20.0,25.0,24.0,24.3
2021-05-10,38.0,39.0,27.0,37.0,33.0,42.0,31.0,27.0,36.0,38.0,34.8
2021-05-11,47.0,42.0,51.0,45.0,44.0,37.0,40.0,49.0,38.0,46.0,43.9
2021-05-12,32.0,23.0,37.0,37.0,26.0,38.0,31.0,33.0,27.0,29.0,31.3
2021-05-13,23.0,29.0,35.0,40.0,27.0,31.0,28.0,38.0,40.0,29.0,32.0
2021-05-14,32.0,23.0,50.0,36.0,31.0,30.0,28.0,35.0,43.0,32.0,34.0
2021-05-15,36.0,29.0,35.0,38.0,22.0,34.0,39.0,38.0,35.0,40.0,34.6
2021-05-16,21.0,21.0,19.0,18.0,21.0,25.0,30.0,20.0,32.0,22.0,22.9
2021-05-17,31.0,33.0,29.0,29.0,32.0,36.0,31.0,20.0,33.0,31.0,30.5
2021-05-18,35.0,33.0,27.0,42.0,20.0,29.0,37.0,33.0,33.0,31.0,32.0
2021-05-19,23.0,25.0,25.0,25.0,28.0,25.0,17.0,24.0,25.0,30.0,24.7
2021-05-20,16.0,17.0,19.0,29.0,26.0,23.0,30.0,25.0,22.0,23.0,23.0
2021-05-21,23.0,27.0,24.0,35.0,34.0,28.0,28.0,27.0,29.0,29.0,28.4
2021-05-22,24.0,18.0,27.0,23.0,16.0,24.0,23.0,26.0,30.0,30.0,24.1
2021-05-23,18.0,20.0,16.0,13.0,19.0,18.0,16.0,20.0,20.0,22.0,18.2
2021-05-24,15.0,22.0,25.0,20.0,12.0,20.0,25.0,15.0,24.0,18.0,19.6
2021-05-25,28.0,27.0,28.0,28.0,27.0,34.0,33.0,24.0,30.0,29.0,28.8
2021-05-26,24.0,26.0,32.0,34.0,27.0,23.0,28.0,34.0,35.0,27.0,29.0
2021-05-27,24.0,30.0,34.0,42.0,36.0,37.0,36.0,29.0,41.0,43.0,35.2
2021-05-28,20.0,17.0,16.0,29.0,23.0,27.0,25.0,26.0,13.0,22.0,21.8
2021-05-29,22.0,22.0,23.0,22.0,23.0,34.0,29.0,24.0,30.0,22.0,25.1
2021-05-30,22.0,20.0,27.0,20.0,30.0,25.0,29.0,23.0,19.0,22.0,23.7
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
