date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2021-03-27,45.0,66.0,18.0,0.0,32.0,48.0,37.0,93.0,55.0,84.0,66.0,81.0,22.0,16.0,21.0,67.0,52.0,86.07594936708861,18.0,56.0,67.71661252280717
2021-03-28,15.0,46.0,38.0,37.0,50.0,25.0,77.0,73.0,77.0,29.0,23.0,27.0,0.0,32.0,44.0,70.0,18.0,59.49367088607595,77.0,38.0,60.152196163944645
2021-03-29,14.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,26.582278481012658,0.0,17.0,7.634729206532864
2021-03-30,42.0,20.0,34.0,33.0,15.0,45.0,68.0,65.0,51.0,76.0,20.0,100.0,20.0,28.0,99.0,42.0,0.0,53.164556962025316,0.0,17.0,58.23060833963776
2021-03-31,26.0,0.0,0.0,0.0,14.0,21.0,16.0,0.0,0.0,24.0,0.0,48.0,0.0,13.0,0.0,20.0,16.0,25.31645569620253,0.0,16.0,16.82702149437052
2021-04-01,100.0,42.0,34.0,51.0,76.0,91.0,84.0,87.0,17.0,53.0,20.0,51.0,0.0,71.0,100.0,63.0,100.0,54.43037974683544,53.0,35.0,83.14004717191047
2021-04-02,15.0,0.0,0.0,36.0,0.0,0.0,0.0,23.0,18.0,27.0,21.0,26.0,0.0,0.0,21.0,44.0,0.0,56.962025316455694,18.0,18.0,22.778692537047753
2021-04-03,46.0,91.0,57.0,18.0,49.0,50.0,19.0,48.0,19.0,29.0,68.0,55.0,69.0,0.0,43.0,93.0,18.0,88.60759493670886,19.0,56.0,65.78523430198923
2021-04-04,15.0,0.0,57.0,0.0,33.0,49.0,37.0,24.0,0.0,28.0,0.0,55.0,46.0,16.0,0.0,70.0,18.0,29.11392405063291,19.0,19.0,36.21912687463842
2021-04-05,27.0,41.0,33.0,100.0,59.0,66.0,100.0,84.0,33.0,76.0,100.0,97.0,40.0,14.0,39.0,61.0,16.0,78.48101265822785,100.0,100.0,88.90926082506343
2021-04-06,23.0,17.0,0.0,14.0,24.0,37.0,56.0,18.0,28.0,63.0,51.0,62.0,0.0,12.0,0.0,17.0,27.0,21.518987341772153,42.0,14.0,37.02104935249878
2021-04-07,12.0,35.0,14.0,29.0,25.0,38.0,43.0,0.0,29.0,0.0,18.0,21.0,18.0,12.0,17.0,0.0,28.0,0.0,15.0,14.0,25.875127942681676
2021-04-08,38.0,36.0,30.0,0.0,68.0,100.0,61.0,0.0,46.0,92.0,18.0,90.0,74.0,100.0,89.0,93.0,44.0,97.46835443037975,92.0,77.0,87.57242668328068
2021-04-09,13.0,37.0,31.0,45.0,40.0,60.0,30.0,38.0,31.0,0.0,37.0,44.0,18.0,0.0,0.0,19.0,14.0,48.10126582278481,15.0,0.0,36.56980107694363
2021-04-10,29.0,42.0,35.0,51.0,30.0,0.0,17.0,44.0,17.0,25.0,0.0,25.0,62.0,29.0,20.0,42.0,66.0,53.164556962025316,34.0,69.0,48.527435361132135
2021-04-11,55.0,59.0,50.0,64.0,100.0,44.0,82.0,84.0,100.0,74.0,80.0,48.0,100.0,55.0,38.0,100.0,96.0,77.21518987341773,50.0,66.0,100.0
2021-04-12,13.0,19.0,31.0,0.0,27.0,82.0,31.0,78.0,47.0,24.0,37.0,0.0,37.0,39.0,53.0,38.0,59.0,48.10126582278481,63.0,31.0,53.23394597481199
2021-04-13,0.0,38.0,15.0,0.0,27.0,41.0,63.0,39.0,32.0,47.0,0.0,23.0,18.0,39.0,18.0,38.0,15.0,24.050632911392405,31.0,16.0,36.8474923234391
2021-04-14,13.0,19.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,24.0,19.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,10.125050064527613
2021-04-15,26.0,40.0,50.0,16.0,29.0,43.0,49.0,62.0,49.0,50.0,79.0,24.0,20.0,0.0,19.0,40.0,47.0,25.31645569620253,17.0,33.0,50.5068755284589
2021-04-16,27.0,40.0,17.0,49.0,0.0,64.0,80.0,62.0,33.0,100.0,78.0,73.0,20.0,27.0,19.0,20.0,63.0,50.63291139240506,33.0,67.0,64.87294735436785
2021-04-17,30.0,22.0,36.0,18.0,31.0,0.0,36.0,23.0,18.0,55.0,43.0,27.0,0.0,30.0,21.0,44.0,17.0,56.962025316455694,55.0,0.0,39.58346313025678
