date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,43.0,34.0,66.0,44.0,51.0,50.602409638554214,73.0,71.0,44.0,43.42105263157895,30.0,62.0,33.0,43.0,68.0,67.0,42.0,41.0,61.0,53.0,67.34649105362385
2020-10-06,48.0,40.0,43.0,25.0,53.0,36.14457831325301,64.0,47.0,44.0,60.526315789473685,22.0,54.0,34.0,83.0,53.0,51.0,75.0,46.0,63.0,68.0,66.66296840413833
2020-10-07,63.0,49.0,53.0,49.0,66.0,81.92771084337348,69.0,31.0,44.0,43.42105263157895,48.0,43.0,49.0,61.0,69.0,69.0,70.0,46.0,40.0,38.0,71.46148496823751
2020-10-08,49.0,54.0,58.0,59.0,24.0,67.46987951807229,64.0,52.0,53.0,77.63157894736842,52.0,69.0,42.0,78.0,74.0,69.0,54.0,70.0,45.0,68.0,77.84952872273038
2020-10-09,37.0,54.0,57.0,48.0,46.0,50.602409638554214,54.0,56.0,29.0,72.36842105263158,70.0,63.0,25.0,54.0,80.0,69.0,35.0,55.0,39.0,47.0,68.72952959356653
2020-10-10,55.0,37.0,24.0,49.0,66.0,57.83132530120483,56.0,26.0,62.0,61.842105263157904,43.0,55.0,57.0,64.0,39.0,57.0,74.0,82.0,33.0,36.0,68.31374719542609
2020-10-11,35.0,42.0,29.0,30.0,75.0,25.30120481927711,61.0,63.0,32.0,60.526315789473685,32.0,24.0,23.0,53.0,58.0,49.0,45.0,23.0,49.0,41.0,56.10939711761604
2020-10-12,61.0,51.0,45.0,46.0,60.0,21.686746987951807,31.0,32.0,51.0,40.78947368421053,40.0,40.0,43.0,58.0,61.0,36.0,45.0,48.0,46.0,45.0,59.519474282910394
2020-10-13,55.0,55.0,35.0,45.0,59.0,53.01204819277108,81.0,75.0,55.0,34.21052631578947,35.0,50.0,31.0,63.0,38.0,65.0,82.0,48.0,18.0,35.0,66.83144170693936
2020-10-14,65.0,41.0,45.0,41.0,49.0,42.16867469879518,61.0,59.0,64.0,51.31578947368421,58.0,66.0,54.0,57.0,44.0,88.0,66.0,58.0,60.0,40.0,73.25310476117109
2020-10-15,37.0,43.0,73.0,65.0,46.0,72.28915662650603,53.0,78.0,29.0,65.78947368421052,42.0,57.0,45.0,47.0,80.0,80.0,17.0,50.0,53.0,57.0,71.97184519715019
2020-10-16,82.0,34.0,16.0,33.0,38.0,51.80722891566265,50.0,41.0,64.0,36.8421052631579,44.0,44.0,21.0,100.0,54.0,58.0,66.0,37.0,35.0,44.0,62.700077747247356
2020-10-17,68.0,44.0,49.0,63.0,36.0,66.26506024096386,75.0,39.0,40.0,55.26315789473684,61.0,75.0,38.0,35.0,54.0,44.0,20.0,65.0,51.0,62.0,68.70030634173871
2020-10-18,45.0,59.0,58.0,39.0,89.0,67.46987951807229,45.0,41.0,82.0,73.6842105263158,46.0,45.0,50.0,82.0,42.0,76.0,57.0,68.0,35.0,32.0,74.74985440707991
2020-10-19,43.0,43.0,47.0,33.0,63.0,56.62650602409639,70.0,28.0,49.0,60.526315789473685,24.0,53.0,41.0,49.0,58.0,25.0,53.0,40.0,49.0,63.0,62.601271337055884
2020-10-20,72.0,52.0,51.0,47.0,55.0,43.373493975903614,47.0,82.0,70.0,69.73684210526315,46.0,67.0,52.0,77.0,67.0,54.0,74.0,59.0,57.0,56.0,79.10457946777676
2020-10-21,47.0,70.0,47.0,70.0,46.0,100.0,96.0,83.0,43.0,72.36842105263158,66.0,32.0,49.0,84.0,40.0,81.0,52.0,71.0,68.0,68.0,84.86574679015236
2020-10-22,42.0,32.0,42.0,54.0,57.0,61.44578313253012,43.0,56.0,49.0,42.10526315789474,23.0,70.0,45.0,85.0,75.0,31.0,76.0,41.0,44.0,21.0,65.33456645966166
2020-10-23,100.0,69.0,49.0,45.0,76.0,59.036144578313255,79.0,100.0,51.0,88.15789473684212,54.0,83.0,55.0,64.0,54.0,72.0,73.0,100.0,56.0,71.0,92.3149965103753
2020-10-24,55.0,89.0,49.0,82.0,91.0,39.75903614457832,50.0,73.0,51.0,69.73684210526315,100.0,93.0,53.0,77.0,81.0,65.0,75.0,59.0,75.0,73.0,92.46697416672913
2020-10-25,79.0,81.0,67.0,74.0,89.0,45.783132530120476,75.0,91.0,66.0,56.57894736842106,55.0,86.0,38.0,91.0,100.0,36.0,86.0,47.0,56.0,67.0,91.53379786301832
2020-10-26,81.0,38.0,48.0,54.0,58.0,61.44578313253012,81.0,45.0,73.0,55.26315789473684,53.0,59.0,54.0,92.0,87.0,62.0,65.0,72.0,45.0,59.0,82.0491779599742
2020-10-27,41.0,73.0,67.0,36.0,50.0,32.53012048192771,47.0,65.0,42.0,81.57894736842105,60.0,41.0,32.0,76.0,61.0,55.0,56.0,49.0,42.0,66.0,70.85143911955116
2020-10-28,46.0,47.0,61.0,26.0,60.0,48.19277108433735,52.0,66.0,47.0,75.0,55.0,36.0,47.0,41.0,61.0,73.0,89.0,34.0,38.0,40.0,68.81020753951525
2020-10-29,65.0,36.0,50.0,56.0,98.0,32.53012048192771,41.0,43.0,27.0,51.31578947368421,58.0,40.0,47.0,23.0,66.0,53.0,55.0,53.0,37.0,25.0,63.17522772574858
2020-10-30,25.0,40.0,30.0,50.0,49.0,10.843373493975903,35.0,32.0,32.0,22.36842105263158,13.0,60.0,27.0,57.0,49.0,53.0,38.0,43.0,32.0,49.0,49.334249944212075
2020-10-31,66.0,51.0,60.0,56.0,54.0,75.90361445783131,56.0,41.0,50.0,56.57894736842106,39.0,44.0,42.0,57.0,66.0,52.0,61.0,58.0,41.0,55.0,71.40429447827077
2020-11-01,33.0,40.0,88.0,56.0,60.0,51.80722891566265,73.0,77.0,56.0,43.42105263157895,70.0,44.0,47.0,44.0,60.0,65.0,48.0,63.0,77.0,49.0,75.61307074832041
2020-11-02,54.0,51.0,59.0,60.0,53.0,73.49397590361446,40.0,63.0,27.0,72.36842105263158,44.0,69.0,49.0,50.0,69.0,64.0,49.0,71.0,68.0,63.0,75.85301123001838
2020-11-03,54.0,51.0,30.0,40.0,43.0,36.14457831325301,40.0,21.0,85.0,27.63157894736842,18.0,35.0,31.0,50.0,59.0,47.0,48.0,38.0,18.0,49.0,54.191296746212814
2020-11-04,23.0,23.0,36.0,59.0,39.0,56.62650602409639,50.0,57.0,45.0,40.78947368421053,52.0,49.0,24.0,62.0,68.0,26.0,44.0,34.0,25.0,44.0,56.6104209781081
2020-11-05,46.0,28.0,37.0,38.0,45.0,38.55421686746988,52.0,35.0,42.0,31.578947368421048,25.0,32.0,47.0,79.0,46.0,60.0,66.0,31.0,64.0,64.0,59.89297088685871
2020-11-06,49.0,64.0,58.0,79.0,67.0,40.96385542168674,69.0,87.0,40.0,88.15789473684212,69.0,92.0,37.0,56.0,53.0,85.0,64.0,56.0,76.0,43.0,84.05716704437789
2020-11-07,31.0,48.0,41.0,21.0,46.0,49.39759036144578,43.0,39.0,33.0,47.368421052631575,46.0,31.0,37.0,47.0,51.0,55.0,40.0,40.0,24.0,52.0,54.25665132515724
2020-11-08,43.0,39.0,38.0,33.0,59.0,51.80722891566265,44.0,35.0,29.0,42.10526315789474,29.0,32.0,13.0,31.0,47.0,58.0,54.0,5.0,30.0,43.0,49.9087087383803
2020-11-09,30.0,60.0,68.0,55.0,48.0,46.98795180722892,35.0,62.0,41.0,44.73684210526316,31.0,49.0,41.0,40.0,59.0,46.0,27.0,33.0,41.0,39.0,59.20576393055249
2020-11-10,30.0,41.0,40.0,56.0,54.0,63.85542168674698,76.0,63.0,41.0,78.94736842105263,54.0,100.0,58.0,51.0,98.0,100.0,44.0,62.0,55.0,100.0,83.57393671114491
2020-11-11,62.0,47.0,45.0,42.0,35.0,43.373493975903614,31.0,44.0,51.0,40.78947368421053,45.0,31.0,12.0,70.0,39.0,49.0,51.0,39.0,52.0,61.0,58.77252294213671
2020-11-12,60.0,36.0,25.0,46.0,59.0,15.662650602409636,46.0,37.0,45.0,34.21052631578947,41.0,55.0,27.0,63.0,49.0,59.0,49.0,15.0,33.0,30.0,54.46180022767343
2020-11-13,41.0,46.0,35.0,36.0,60.0,37.349397590361455,62.0,37.0,47.0,46.05263157894736,68.0,45.0,20.0,75.0,50.0,42.0,33.0,38.0,65.0,45.0,61.29723605814339
2020-11-14,44.0,57.0,44.0,68.0,32.0,40.96385542168674,28.0,59.0,45.0,69.73684210526315,50.0,67.0,39.0,63.0,62.0,72.0,72.0,85.0,56.0,44.0,72.47508801515923
2020-11-15,50.0,78.0,92.0,78.0,49.0,86.74698795180723,55.0,93.0,30.0,68.42105263157895,54.0,55.0,42.0,57.0,89.0,91.0,36.0,52.0,55.0,65.0,84.25829670308968
2020-11-16,65.0,30.0,49.0,55.0,43.0,42.16867469879518,60.0,58.0,46.0,50.0,53.0,40.0,42.0,51.0,59.0,53.0,44.0,52.0,32.0,30.0,62.998464732600965
2020-11-17,39.0,56.0,59.0,65.0,34.0,62.650602409638545,50.0,47.0,72.0,73.6842105263158,53.0,64.0,50.0,45.0,69.0,35.0,69.0,81.0,41.0,65.0,74.62973763130053
2020-11-18,45.0,77.0,50.0,61.0,40.0,42.16867469879518,46.0,58.0,37.0,80.26315789473685,36.0,75.0,54.0,58.0,49.0,59.0,56.0,48.0,37.0,55.0,70.21250495602068
2020-11-19,40.0,25.0,60.0,45.0,30.0,53.01204819277108,35.0,37.0,32.0,51.31578947368421,22.0,50.0,46.0,46.0,54.0,41.0,44.0,38.0,23.0,45.0,53.96362333154281
2020-11-20,41.0,48.0,52.0,37.0,30.0,49.39759036144578,43.0,50.0,28.0,71.05263157894737,42.0,36.0,28.0,53.0,34.0,55.0,62.0,44.0,53.0,41.0,59.25365991922158
2020-11-21,62.0,79.0,66.0,67.0,44.0,59.036144578313255,34.0,82.0,40.0,38.1578947368421,55.0,61.0,39.0,51.0,72.0,85.0,61.0,53.0,41.0,72.0,76.66720117026982
2020-11-22,55.0,52.0,61.0,40.0,66.0,83.13253012048195,63.0,24.0,46.0,51.31578947368421,40.0,40.0,35.0,90.0,55.0,52.0,73.0,64.0,36.0,50.0,71.0719113890716
2020-11-23,71.0,31.0,56.0,62.0,94.0,74.69879518072291,57.0,70.0,69.0,85.52631578947368,41.0,76.0,31.0,81.0,38.0,91.0,60.0,63.0,51.0,45.0,82.347355609713
2020-11-24,64.0,40.0,39.0,35.0,29.0,56.62650602409639,40.0,26.0,53.0,55.26315789473684,44.0,30.0,38.0,72.0,64.0,47.0,43.0,61.0,23.0,34.0,59.01857602378722
2020-11-25,53.0,40.0,48.0,58.0,24.0,60.24096385542168,39.0,51.0,35.0,71.05263157894737,60.0,49.0,37.0,22.0,42.0,63.0,26.0,46.0,36.0,24.0,58.385000851995954
2020-11-26,15.0,56.0,59.0,71.0,24.0,53.01204819277108,56.0,74.0,27.0,39.473684210526315,35.0,65.0,38.0,28.0,59.0,71.0,33.0,52.0,60.0,40.0,63.08542274699404
2020-11-27,49.0,60.0,59.0,61.0,49.0,46.98795180722892,60.0,69.0,58.0,68.42105263157895,57.0,55.0,38.0,74.0,49.0,59.0,38.0,38.0,32.0,69.0,71.9276335153018
2020-11-28,21.0,33.0,53.0,55.0,42.0,57.83132530120483,49.0,29.0,39.0,55.26315789473684,77.0,65.0,41.0,80.0,64.0,44.0,35.0,41.0,40.0,64.0,65.04032431948133
2020-11-29,82.0,44.0,38.0,49.0,64.0,28.915662650602414,22.0,46.0,100.0,25.0,15.0,27.0,17.0,68.0,29.0,32.0,60.0,36.0,15.0,22.0,54.134483060352714
2020-11-30,49.0,30.0,48.0,45.0,57.0,40.96385542168674,40.0,36.0,26.0,44.73684210526316,30.0,24.0,34.0,11.0,48.0,46.0,26.0,37.0,18.0,48.0,48.7723094198096
2020-12-01,48.0,20.0,29.0,35.0,62.0,40.96385542168674,44.0,31.0,62.0,50.0,22.0,34.0,23.0,50.0,42.0,40.0,53.0,37.0,22.0,19.0,50.44029559863497
2020-12-02,53.0,59.0,43.0,34.0,66.0,45.783132530120476,34.0,41.0,97.0,38.1578947368421,22.0,53.0,34.0,61.0,37.0,34.0,74.0,23.0,49.0,43.0,62.12511654760355
2020-12-03,19.0,24.0,24.0,24.0,42.0,15.662650602409636,20.0,10.0,35.0,27.63157894736842,30.0,29.0,19.0,60.0,26.0,51.0,37.0,14.0,18.0,29.0,36.59697325821255
2020-12-04,34.0,24.0,57.0,49.0,28.0,45.783132530120476,44.0,51.0,31.0,22.36842105263158,26.0,19.0,19.0,38.0,42.0,28.0,42.0,23.0,4.0,48.0,44.576511957878324
2020-12-05,47.0,65.0,42.0,43.0,31.0,27.710843373493976,32.0,28.0,39.0,59.21052631578947,42.0,32.0,21.0,18.0,52.0,50.0,46.0,41.0,34.0,31.0,51.559906200897714
2020-12-06,65.0,54.0,48.0,60.0,63.0,73.49397590361446,55.0,52.0,29.0,43.42105263157895,48.0,38.0,29.0,49.0,58.0,32.0,65.0,31.0,35.0,70.0,65.88679381153682
2020-12-07,29.0,20.0,38.0,34.0,33.0,40.96385542168674,19.0,31.0,22.0,32.89473684210526,39.0,34.0,11.0,50.0,36.0,46.0,32.0,32.0,27.0,19.0,41.321971154389615
2020-12-08,54.0,54.0,71.0,48.0,52.0,55.42168674698795,29.0,66.0,39.0,53.94736842105264,42.0,33.0,48.0,44.0,62.0,50.0,32.0,83.0,53.0,72.0,68.75582214678698
2020-12-09,38.0,58.0,48.0,49.0,57.0,61.44578313253012,59.0,66.0,48.0,43.42105263157895,39.0,33.0,48.0,49.0,41.0,68.0,64.0,28.0,44.0,72.0,66.94000315678107
2020-12-10,24.0,50.0,58.0,55.0,29.0,56.62650602409639,40.0,57.0,31.0,27.63157894736842,52.0,49.0,34.0,39.0,53.0,52.0,32.0,56.0,40.0,59.0,59.04290082222843
2020-12-11,41.0,89.0,77.0,73.0,25.0,43.373493975903614,63.0,71.0,14.0,81.57894736842105,55.0,62.0,24.0,35.0,56.0,84.0,34.0,49.0,66.0,51.0,72.227611451328
2020-12-12,39.0,51.0,61.0,39.0,48.0,34.93975903614458,33.0,65.0,55.0,50.0,79.0,50.0,51.0,37.0,48.0,85.0,30.0,58.0,51.0,55.0,67.34096459339278
2020-12-13,44.0,45.0,50.0,50.0,38.0,65.06024096385542,83.0,29.0,46.0,68.42105263157895,30.0,33.0,51.0,38.0,60.0,59.0,61.0,43.0,51.0,87.0,68.10298809843297
2020-12-14,69.0,50.0,68.0,50.0,63.0,46.98795180722892,54.0,94.0,62.0,82.89473684210526,30.0,98.0,57.0,79.0,74.0,69.0,96.0,75.0,45.0,43.0,86.2201900851117
2020-12-15,46.0,67.0,35.0,31.0,44.0,37.349397590361455,31.0,38.0,46.0,68.42105263157895,45.0,50.0,47.0,52.0,54.0,83.0,44.0,24.0,28.0,30.0,59.47287617505314
2020-12-16,10.0,26.0,66.0,26.0,50.0,48.19277108433735,31.0,44.0,23.0,11.842105263157894,50.0,72.0,43.0,64.0,33.0,54.0,56.0,34.0,42.0,30.0,53.74620736199864
2020-12-17,21.0,48.0,42.0,37.0,31.0,44.57831325301205,53.0,40.0,48.0,48.68421052631579,43.0,37.0,20.0,36.0,35.0,49.0,47.0,35.0,49.0,31.0,52.50677305381727
2020-12-18,45.0,51.0,72.0,63.0,44.0,42.16867469879518,75.0,48.0,31.0,38.1578947368421,30.0,67.0,26.0,51.0,31.0,53.0,55.0,43.0,31.0,62.0,63.27298745786597
