date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,30.0,0.0,0.0,35.0,0.0,0.0,0.0,37.0,0.0,0.0,14.36619718309859
2021-04-19,0.0,50.0,48.0,62.0,48.0,25.0,31.0,0.0,0.0,19.0,39.859154929577464
2021-04-20,0.0,0.0,49.0,32.0,0.0,0.0,33.0,0.0,0.0,0.0,16.056338028169016
2021-04-21,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,6.76056338028169
2021-04-22,58.0,51.0,99.0,65.0,99.0,52.0,33.0,34.0,26.0,79.0,83.94366197183099
2021-04-23,30.0,0.0,100.0,0.0,50.0,0.0,33.0,36.0,0.0,0.0,35.070422535211264
2021-04-24,0.0,55.0,0.0,0.0,0.0,29.0,36.0,0.0,28.0,22.0,23.943661971830984
2021-04-25,59.0,53.0,51.0,0.0,52.0,0.0,0.0,0.0,0.0,21.0,33.23943661971831
2021-04-26,26.0,0.0,0.0,58.0,45.0,0.0,29.0,0.0,0.0,36.0,27.32394366197183
2021-04-27,27.0,48.0,0.0,30.0,0.0,0.0,0.0,64.0,23.0,0.0,27.04225352112676
2021-04-28,0.0,0.0,88.0,29.0,44.0,0.0,0.0,31.0,0.0,17.0,29.43661971830986
2021-04-29,0.0,46.0,45.0,30.0,91.0,0.0,30.0,0.0,47.0,18.0,43.23943661971831
2021-04-30,100.0,0.0,42.0,28.0,86.0,0.0,0.0,60.0,90.0,0.0,57.183098591549296
2021-05-01,0.0,0.0,45.0,0.0,0.0,24.0,0.0,31.0,48.0,0.0,20.845070422535212
2021-05-02,28.0,49.0,0.0,31.0,48.0,0.0,64.0,0.0,25.0,0.0,34.50704225352113
2021-05-03,0.0,48.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,19.0,18.169014084507044
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,6.76056338028169
2021-05-05,50.0,45.0,0.0,0.0,45.0,23.0,29.0,0.0,23.0,18.0,32.816901408450704
2021-05-06,25.0,93.0,45.0,60.0,90.0,24.0,61.0,31.0,47.0,18.0,69.5774647887324
2021-05-07,0.0,0.0,49.0,0.0,50.0,25.0,0.0,34.0,0.0,0.0,22.253521126760564
2021-05-08,28.0,51.0,50.0,33.0,0.0,0.0,100.0,35.0,27.0,41.0,51.40845070422535
2021-05-09,29.0,51.0,99.0,65.0,98.0,51.0,0.0,34.0,26.0,20.0,66.61971830985915
2021-05-10,0.0,47.0,0.0,30.0,90.0,23.0,31.0,31.0,0.0,0.0,35.49295774647887
2021-05-11,51.0,47.0,91.0,0.0,91.0,24.0,0.0,63.0,47.0,74.0,68.73239436619718
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,0.0,50.0,49.0,0.0,0.0,0.0,0.0,34.0,26.0,0.0,22.3943661971831
2021-05-14,28.0,50.0,50.0,32.0,48.0,0.0,66.0,34.0,26.0,20.0,49.859154929577464
2021-05-15,0.0,51.0,99.0,100.0,100.0,52.0,34.0,70.0,26.0,21.0,77.88732394366197
2021-05-16,0.0,49.0,0.0,0.0,0.0,25.0,0.0,66.0,0.0,0.0,19.718309859154928
2021-05-17,26.0,47.0,90.0,30.0,47.0,24.0,62.0,32.0,0.0,37.0,55.63380281690141
2021-05-18,27.0,48.0,0.0,30.0,46.0,24.0,0.0,0.0,0.0,19.0,27.32394366197183
2021-05-19,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.295774647887324
2021-05-20,0.0,0.0,0.0,0.0,48.0,0.0,33.0,0.0,0.0,20.0,14.225352112676056
2021-05-21,56.0,51.0,51.0,32.0,0.0,0.0,66.0,34.0,26.0,20.0,47.32394366197183
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,0.0,53.0,52.0,0.0,0.0,0.0,35.0,73.0,27.0,41.0,39.57746478873239
2021-05-24,0.0,49.0,0.0,0.0,48.0,0.0,31.0,0.0,24.0,0.0,21.408450704225352
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,31.0,33.0,0.0,19.0,11.690140845070424
2021-05-26,82.0,50.0,0.0,64.0,48.0,100.0,66.0,100.0,100.0,100.0,100.0
2021-05-27,0.0,52.0,50.0,33.0,0.0,0.0,34.0,0.0,27.0,0.0,27.605633802816904
2021-05-28,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,27.0,0.0,11.408450704225352
2021-05-29,0.0,60.0,58.0,0.0,58.0,30.0,0.0,0.0,0.0,0.0,29.014084507042252
2021-05-30,0.0,0.0,0.0,0.0,57.0,0.0,39.0,0.0,0.0,22.0,16.619718309859156
2021-05-31,28.0,100.0,0.0,0.0,49.0,0.0,0.0,35.0,0.0,0.0,29.859154929577464
