date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,27.0,19.0,6.0,18.0,32.0,31.0,22.0,25.0,33.0,57.0,29.032258064516128
2020-11-16,9.0,26.0,27.0,28.0,26.0,0.0,34.0,25.0,8.0,23.0,22.150537634408604
2020-11-17,18.0,20.0,26.0,9.0,26.0,16.0,44.0,33.0,17.0,47.0,27.526881720430108
2020-11-18,9.0,20.0,20.0,9.0,0.0,16.0,0.0,8.0,8.0,46.0,14.623655913978494
2020-11-19,28.0,33.0,20.0,19.0,20.0,16.0,66.0,34.0,25.0,35.0,31.827956989247312
2020-11-20,28.0,7.0,0.0,9.0,7.0,8.0,11.0,34.0,9.0,12.0,13.440860215053764
2020-11-21,28.0,20.0,20.0,9.0,20.0,24.0,22.0,0.0,0.0,58.0,21.612903225806456
2020-11-22,19.0,33.0,27.0,37.0,26.0,8.0,44.0,42.0,51.0,70.0,38.38709677419355
2020-11-23,37.0,39.0,14.0,46.0,20.0,24.0,33.0,8.0,8.0,70.0,32.1505376344086
2020-11-24,62.0,32.0,20.0,27.0,19.0,47.0,53.0,41.0,49.0,34.0,41.29032258064516
2020-11-25,44.0,25.0,25.0,43.0,19.0,30.0,31.0,16.0,48.0,44.0,34.946236559139784
2020-11-26,47.0,13.0,27.0,0.0,13.0,32.0,33.0,0.0,43.0,70.0,29.892473118279568
2020-11-27,45.0,19.0,19.0,36.0,32.0,8.0,21.0,24.0,33.0,45.0,30.322580645161292
2020-11-28,9.0,12.0,26.0,35.0,25.0,23.0,53.0,16.0,8.0,34.0,25.913978494623656
2020-11-29,18.0,13.0,7.0,18.0,13.0,24.0,22.0,0.0,34.0,12.0,17.31182795698925
2020-11-30,18.0,25.0,26.0,27.0,19.0,8.0,0.0,8.0,32.0,11.0,18.709677419354836
2020-12-01,9.0,6.0,20.0,9.0,7.0,0.0,22.0,17.0,17.0,23.0,13.978494623655914
2020-12-02,18.0,13.0,6.0,27.0,13.0,15.0,32.0,41.0,33.0,0.0,21.29032258064516
2020-12-03,18.0,25.0,13.0,9.0,0.0,31.0,22.0,8.0,16.0,23.0,17.741935483870968
2020-12-04,9.0,19.0,19.0,9.0,19.0,23.0,11.0,24.0,24.0,23.0,19.35483870967742
2020-12-05,9.0,6.0,13.0,9.0,13.0,15.0,0.0,0.0,8.0,22.0,10.21505376344086
2020-12-06,36.0,31.0,6.0,27.0,38.0,23.0,32.0,41.0,24.0,34.0,31.397849462365592
2020-12-07,18.0,13.0,13.0,36.0,13.0,8.0,11.0,8.0,17.0,23.0,17.204301075268816
2020-12-08,18.0,7.0,20.0,0.0,13.0,32.0,22.0,8.0,26.0,46.0,20.64516129032258
2020-12-09,28.0,26.0,20.0,18.0,7.0,8.0,22.0,25.0,17.0,46.0,23.333333333333332
2020-12-10,29.0,13.0,7.0,38.0,7.0,8.0,45.0,43.0,35.0,48.0,29.35483870967742
2020-12-11,38.0,20.0,14.0,19.0,27.0,16.0,34.0,17.0,17.0,48.0,26.881720430107528
2020-12-12,9.0,20.0,7.0,9.0,14.0,25.0,23.0,0.0,17.0,24.0,15.913978494623656
2020-12-13,27.0,13.0,13.0,27.0,7.0,31.0,22.0,16.0,17.0,57.0,24.731182795698924
2020-12-14,0.0,19.0,20.0,36.0,13.0,31.0,44.0,0.0,17.0,23.0,21.827956989247312
2020-12-15,59.0,27.0,49.0,49.0,62.0,42.0,71.0,71.0,81.0,74.0,62.903225806451616
2020-12-16,10.0,20.0,28.0,48.0,7.0,25.0,11.0,35.0,17.0,36.0,25.483870967741936
2020-12-17,72.0,36.0,38.0,31.0,37.0,9.0,49.0,47.0,28.0,39.0,41.505376344086024
2020-12-18,43.0,7.0,23.0,11.0,23.0,27.0,13.0,49.0,29.0,13.0,25.591397849462364
2020-12-19,42.0,15.0,15.0,21.0,23.0,18.0,26.0,57.0,39.0,26.0,30.322580645161292
2020-12-20,75.0,45.0,100.0,84.0,38.0,100.0,76.0,95.0,58.0,93.0,82.15053763440861
2020-12-21,100.0,100.0,71.0,100.0,100.0,77.0,82.0,100.0,100.0,100.0,100.0
2020-12-22,79.0,21.0,28.0,50.0,44.0,34.0,84.0,63.0,55.0,37.0,53.225806451612904
