date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,63.0,59.0,62.0,62.0,66.0,64.0,60.0,65.0,65.0,63.0,62.9
2021-04-19,64.0,62.0,70.0,68.0,66.0,68.0,69.0,70.0,66.0,65.0,66.8
2021-04-20,65.0,64.0,65.0,65.0,64.0,66.0,71.0,69.0,65.0,62.0,65.6
2021-04-21,61.0,61.0,62.0,63.0,63.0,62.0,64.0,67.0,64.0,63.0,63.0
2021-04-22,63.0,62.0,68.0,66.0,65.0,67.0,67.0,67.0,67.0,67.0,65.9
2021-04-23,57.0,56.0,64.0,56.0,65.0,64.0,60.0,60.0,61.0,60.0,60.3
2021-04-24,51.0,52.0,56.0,54.0,54.0,50.0,54.0,57.0,58.0,54.0,54.0
2021-04-25,56.0,54.0,61.0,57.0,52.0,60.0,59.0,60.0,57.0,61.0,57.7
2021-04-26,59.0,55.0,60.0,66.0,58.0,56.0,57.0,57.0,59.0,58.0,58.5
2021-04-27,62.0,60.0,66.0,60.0,63.0,66.0,63.0,63.0,63.0,63.0,62.9
2021-04-28,64.0,61.0,62.0,61.0,62.0,68.0,66.0,66.0,61.0,62.0,63.3
2021-04-29,66.0,55.0,67.0,64.0,63.0,66.0,68.0,67.0,61.0,65.0,64.2
2021-04-30,69.0,64.0,75.0,69.0,70.0,71.0,73.0,73.0,73.0,73.0,71.0
2021-05-01,60.0,57.0,61.0,60.0,62.0,61.0,59.0,60.0,58.0,58.0,59.6
2021-05-02,55.0,56.0,63.0,55.0,58.0,59.0,59.0,59.0,57.0,58.0,57.9
2021-05-03,63.0,61.0,68.0,64.0,63.0,67.0,66.0,67.0,64.0,63.0,64.6
2021-05-04,57.0,52.0,60.0,58.0,59.0,60.0,64.0,56.0,55.0,58.0,57.9
2021-05-05,55.0,52.0,55.0,55.0,57.0,59.0,60.0,56.0,55.0,54.0,55.8
2021-05-06,58.0,53.0,66.0,64.0,61.0,63.0,62.0,63.0,63.0,62.0,61.5
2021-05-07,65.0,59.0,61.0,61.0,64.0,63.0,63.0,62.0,65.0,59.0,62.2
2021-05-08,52.0,51.0,59.0,54.0,53.0,52.0,58.0,54.0,53.0,55.0,54.1
2021-05-09,51.0,50.0,53.0,50.0,53.0,54.0,57.0,52.0,53.0,56.0,52.9
2021-05-10,66.0,60.0,68.0,64.0,63.0,67.0,65.0,69.0,66.0,61.0,64.9
2021-05-11,64.0,66.0,71.0,68.0,70.0,67.0,74.0,72.0,74.0,65.0,69.1
2021-05-12,65.0,62.0,69.0,65.0,66.0,69.0,71.0,69.0,70.0,69.0,67.5
2021-05-13,60.0,56.0,62.0,61.0,58.0,61.0,68.0,63.0,60.0,59.0,60.8
2021-05-14,57.0,56.0,61.0,62.0,57.0,59.0,59.0,60.0,62.0,59.0,59.2
2021-05-15,55.0,52.0,57.0,55.0,56.0,56.0,56.0,54.0,57.0,56.0,55.4
2021-05-16,54.0,50.0,56.0,54.0,55.0,53.0,58.0,58.0,57.0,57.0,55.2
2021-05-17,63.0,60.0,64.0,63.0,62.0,64.0,67.0,69.0,68.0,64.0,64.4
2021-05-18,58.0,54.0,63.0,59.0,58.0,63.0,64.0,62.0,61.0,61.0,60.3
2021-05-19,54.0,52.0,56.0,58.0,54.0,53.0,61.0,57.0,55.0,52.0,55.2
2021-05-20,60.0,49.0,58.0,56.0,54.0,58.0,56.0,60.0,58.0,55.0,56.4
2021-05-21,52.0,45.0,55.0,52.0,48.0,52.0,53.0,51.0,51.0,54.0,51.3
2021-05-22,43.0,42.0,51.0,47.0,44.0,46.0,48.0,49.0,46.0,46.0,46.2
2021-05-23,41.0,42.0,44.0,43.0,43.0,42.0,44.0,46.0,44.0,44.0,43.3
2021-05-24,47.0,45.0,51.0,46.0,51.0,53.0,52.0,48.0,49.0,50.0,49.2
2021-05-25,54.0,51.0,49.0,52.0,55.0,55.0,55.0,56.0,55.0,53.0,53.5
2021-05-26,47.0,42.0,47.0,48.0,48.0,48.0,51.0,52.0,49.0,47.0,47.9
2021-05-27,47.0,45.0,48.0,48.0,49.0,52.0,50.0,53.0,48.0,48.0,48.8
2021-05-28,47.0,48.0,49.0,50.0,49.0,51.0,52.0,50.0,46.0,47.0,48.9
2021-05-29,44.0,41.0,44.0,42.0,42.0,45.0,45.0,43.0,43.0,44.0,43.3
2021-05-30,47.0,44.0,47.0,49.0,42.0,45.0,48.0,50.0,43.0,47.0,46.2
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
