date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-27,42.0,32.0,33.0,26.0,0.0,0.0,41.0,0.0,42.0,69.0,37.84860557768924
2021-02-28,21.0,33.0,34.0,0.0,35.0,0.0,43.0,0.0,64.0,35.0,35.1925630810093
2021-03-01,41.0,63.0,34.0,25.0,68.0,100.0,40.0,79.0,21.0,67.0,71.44754316069057
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.0,0.0,32.0,24.0,33.0,25.0,20.0,79.0,21.0,33.0,35.45816733067729
2021-03-04,0.0,65.0,33.0,51.0,100.0,51.0,21.0,78.0,0.0,67.0,61.885790172642764
2021-03-05,20.0,0.0,0.0,51.0,34.0,0.0,21.0,40.0,21.0,0.0,24.833997343957503
2021-03-06,0.0,0.0,69.0,27.0,71.0,27.0,44.0,84.0,22.0,71.0,55.1128818061089
2021-03-07,21.0,33.0,0.0,26.0,35.0,26.0,21.0,42.0,0.0,35.0,31.739707835325365
2021-03-08,0.0,32.0,32.0,26.0,0.0,0.0,0.0,40.0,20.0,0.0,19.9203187250996
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,20.0,62.0,32.0,0.0,33.0,24.0,40.0,38.0,41.0,66.0,47.277556440903055
2021-03-11,0.0,32.0,97.0,0.0,0.0,51.0,40.0,79.0,84.0,99.0,64.01062416998673
2021-03-12,0.0,32.0,32.0,0.0,0.0,0.0,0.0,40.0,21.0,0.0,16.600265604249667
2021-03-13,61.0,62.0,96.0,75.0,33.0,75.0,20.0,39.0,100.0,99.0,87.64940239043825
2021-03-14,20.0,31.0,32.0,50.0,33.0,25.0,39.0,39.0,0.0,0.0,35.723771580345286
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,4.249667994687915
2021-03-16,35.0,0.0,28.0,0.0,59.0,0.0,0.0,34.0,18.0,29.0,26.95883134130146
2021-03-17,39.0,0.0,32.0,24.0,0.0,24.0,19.0,39.0,0.0,33.0,27.888446215139442
2021-03-18,81.0,62.0,32.0,100.0,99.0,75.0,60.0,77.0,61.0,33.0,90.3054448871182
2021-03-19,42.0,97.0,33.0,76.0,69.0,76.0,41.0,41.0,22.0,34.0,70.5179282868526
2021-03-20,22.0,68.0,0.0,0.0,0.0,55.0,0.0,42.0,44.0,37.0,35.59096945551129
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,21.0,0.0,0.0,50.0,67.0,25.0,61.0,0.0,41.0,100.0,48.472775564409034
2021-03-23,0.0,32.0,0.0,0.0,34.0,0.0,0.0,40.0,0.0,33.0,18.459495351925632
2021-03-24,20.0,32.0,0.0,25.0,0.0,0.0,20.0,39.0,0.0,0.0,18.06108897742364
2021-03-25,21.0,33.0,100.0,51.0,68.0,78.0,62.0,0.0,21.0,0.0,57.63612217795485
2021-03-26,21.0,66.0,33.0,26.0,35.0,26.0,21.0,42.0,0.0,0.0,35.85657370517929
2021-03-27,22.0,0.0,35.0,0.0,37.0,27.0,22.0,0.0,0.0,36.0,23.77158034528552
2021-03-28,23.0,0.0,0.0,58.0,39.0,0.0,70.0,0.0,23.0,77.0,38.51261620185923
2021-03-29,21.0,33.0,34.0,0.0,36.0,27.0,21.0,0.0,22.0,35.0,30.411686586985393
2021-03-30,0.0,33.0,0.0,0.0,36.0,27.0,0.0,0.0,22.0,0.0,15.670650730411687
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,22.0,0.0,35.0,53.0,0.0,27.0,42.0,41.0,0.0,35.0,33.864541832669325
2021-04-02,0.0,0.0,0.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,8.366533864541832
2021-04-03,0.0,34.0,35.0,0.0,0.0,0.0,0.0,42.0,0.0,36.0,19.52191235059761
2021-04-04,22.0,0.0,36.0,0.0,37.0,27.0,22.0,0.0,0.0,0.0,19.12350597609562
2021-04-05,0.0,31.0,0.0,25.0,0.0,0.0,0.0,38.0,20.0,33.0,19.52191235059761
2021-04-06,17.0,27.0,27.0,43.0,28.0,0.0,33.0,100.0,17.0,0.0,38.778220451527226
2021-04-07,0.0,28.0,0.0,44.0,29.0,0.0,17.0,68.0,18.0,29.0,30.942895086321382
2021-04-08,19.0,29.0,0.0,47.0,92.0,69.0,0.0,73.0,19.0,31.0,50.332005312084995
2021-04-09,0.0,0.0,0.0,23.0,0.0,24.0,18.0,36.0,39.0,31.0,22.70916334661355
2021-04-10,20.0,31.0,64.0,0.0,32.0,24.0,39.0,38.0,20.0,33.0,39.973439575033204
2021-04-11,39.0,0.0,90.0,71.0,0.0,47.0,0.0,75.0,19.0,94.0,57.76892430278885
2021-04-12,0.0,29.0,0.0,0.0,31.0,24.0,0.0,0.0,0.0,63.0,19.52191235059761
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,20.0,31.0,0.0,48.0,65.0,25.0,0.0,75.0,20.0,33.0,42.09827357237716
2021-04-15,20.0,30.0,0.0,0.0,66.0,24.0,0.0,0.0,20.0,32.0,25.498007968127492
2021-04-16,100.0,63.0,97.0,100.0,100.0,0.0,100.0,79.0,81.0,33.0,100.0
2021-04-17,0.0,0.0,65.0,0.0,0.0,26.0,20.0,39.0,21.0,0.0,22.70916334661355
2021-04-18,0.0,0.0,33.0,51.0,0.0,26.0,0.0,0.0,0.0,0.0,14.608233731739709
2021-04-19,40.0,31.0,61.0,0.0,97.0,73.0,38.0,37.0,60.0,64.0,66.53386454183267
2021-04-20,0.0,0.0,32.0,0.0,33.0,24.0,0.0,39.0,39.0,33.0,26.56042496679947
2021-04-21,20.0,62.0,31.0,0.0,33.0,0.0,0.0,0.0,20.0,33.0,26.42762284196547
2021-04-22,0.0,0.0,33.0,26.0,34.0,52.0,21.0,39.0,0.0,69.0,36.387782204515275
2021-04-23,21.0,100.0,33.0,52.0,35.0,53.0,41.0,41.0,0.0,70.0,59.22974767596282
2021-04-24,22.0,0.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.420982735723772
2021-04-25,0.0,0.0,36.0,0.0,36.0,28.0,22.0,43.0,44.0,0.0,27.755644090305445
2021-04-26,0.0,0.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,30.0,11.022576361221782
2021-04-27,0.0,0.0,30.0,23.0,31.0,0.0,19.0,36.0,19.0,31.0,25.099601593625497
2021-04-28,17.0,0.0,28.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.49136786188579
2021-04-29,56.0,29.0,89.0,46.0,63.0,23.0,18.0,0.0,37.0,92.0,60.1593625498008
2021-04-30,18.0,28.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,12.217795484727755
2021-05-01,19.0,58.0,0.0,23.0,0.0,23.0,18.0,72.0,0.0,0.0,28.286852589641434
2021-05-02,20.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.428950863213812
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,18.0,57.0,30.0,0.0,61.0,45.0,0.0,36.0,0.0,0.0,32.80212483399735
