date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-12-06,42.0,32.0,37.0,40.0,54.0,29.0,20.0,41.0,38.0,25.0,30.0,32.0,40.0,37.0,25.0,33.0,40.0,23.0,47.0,22.0,34.35
2020-12-07,37.0,38.0,33.0,21.0,23.0,39.0,21.0,31.0,55.0,37.0,33.0,38.0,33.0,31.0,22.0,39.0,53.0,24.0,31.0,40.0,33.95
2020-12-08,70.0,56.0,27.0,64.0,51.0,57.0,49.0,51.0,54.0,74.0,44.0,31.0,63.0,49.0,39.0,56.0,56.0,46.0,47.0,47.0,51.55
2020-12-09,64.0,48.0,45.0,58.0,42.0,23.0,36.0,32.0,41.0,63.0,57.0,51.0,36.0,28.0,45.0,42.0,36.0,38.0,56.0,46.0,44.35
2020-12-10,53.0,55.0,31.0,51.0,39.0,50.0,51.0,50.0,42.0,46.0,43.0,46.0,34.0,40.0,41.0,46.0,55.0,42.0,37.0,38.0,44.5
2020-12-11,46.0,42.0,22.0,29.0,36.0,39.0,40.0,24.0,45.0,42.0,21.0,26.0,31.0,45.0,26.0,37.0,36.0,27.0,49.0,32.0,34.75
2020-12-12,24.0,21.0,23.0,55.0,32.0,35.0,31.0,38.0,53.0,53.0,20.0,35.0,30.0,28.0,12.0,29.0,54.0,48.0,49.0,19.0,34.45
2020-12-13,65.0,42.0,39.0,67.0,56.0,28.0,28.0,28.0,30.0,41.0,33.0,45.0,37.0,40.0,46.0,36.0,43.0,45.0,52.0,25.0,41.3
2020-12-14,55.0,53.0,50.0,32.0,35.0,35.0,41.0,25.0,64.0,41.0,61.0,44.0,62.0,46.0,41.0,50.0,60.0,40.0,38.0,39.0,45.6
2020-12-15,26.0,35.0,24.0,47.0,29.0,32.0,31.0,43.0,35.0,30.0,48.0,29.0,27.0,25.0,28.0,18.0,39.0,18.0,22.0,37.0,31.15
2020-12-16,38.0,29.0,31.0,37.0,46.0,40.0,16.0,39.0,46.0,50.0,34.0,46.0,31.0,34.0,29.0,37.0,33.0,36.0,29.0,21.0,35.1
2020-12-17,38.0,13.0,31.0,41.0,39.0,30.0,19.0,27.0,14.0,54.0,31.0,16.0,34.0,37.0,26.0,18.0,26.0,33.0,29.0,21.0,28.85
