date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,73.0,68.0,71.0,73.0,71.0,67.0,66.0,77.0,74.0,79.0,71.9
2021-04-19,85.0,78.0,87.0,86.0,80.0,82.0,73.0,88.0,86.0,89.0,83.4
2021-04-20,86.0,76.0,80.0,84.0,80.0,80.0,75.0,86.0,79.0,90.0,81.6
2021-04-21,76.0,72.0,79.0,84.0,74.0,73.0,71.0,79.0,79.0,80.0,76.7
2021-04-22,83.0,82.0,86.0,91.0,84.0,86.0,70.0,86.0,89.0,86.0,84.3
2021-04-23,81.0,70.0,76.0,84.0,78.0,73.0,67.0,71.0,78.0,73.0,75.1
2021-04-24,68.0,64.0,71.0,77.0,77.0,70.0,64.0,75.0,74.0,74.0,71.4
2021-04-25,66.0,66.0,74.0,74.0,60.0,65.0,61.0,74.0,58.0,75.0,67.3
2021-04-26,69.0,68.0,80.0,77.0,74.0,70.0,71.0,77.0,72.0,78.0,73.6
2021-04-27,73.0,69.0,67.0,77.0,73.0,66.0,63.0,73.0,68.0,72.0,70.1
2021-04-28,76.0,68.0,70.0,72.0,68.0,78.0,68.0,77.0,68.0,77.0,72.2
2021-04-29,80.0,74.0,87.0,78.0,79.0,72.0,71.0,82.0,73.0,84.0,78.0
2021-04-30,82.0,74.0,80.0,87.0,76.0,80.0,72.0,80.0,75.0,84.0,79.0
2021-05-01,65.0,58.0,69.0,65.0,55.0,60.0,58.0,63.0,60.0,61.0,61.4
2021-05-02,65.0,59.0,68.0,61.0,63.0,58.0,55.0,62.0,61.0,66.0,61.8
2021-05-03,68.0,66.0,68.0,66.0,77.0,71.0,62.0,73.0,70.0,78.0,69.9
2021-05-04,66.0,59.0,66.0,67.0,65.0,64.0,61.0,66.0,60.0,66.0,64.0
2021-05-05,57.0,59.0,60.0,67.0,68.0,66.0,62.0,60.0,64.0,62.0,62.5
2021-05-06,69.0,62.0,62.0,75.0,67.0,57.0,61.0,63.0,68.0,72.0,65.6
2021-05-07,77.0,73.0,70.0,72.0,75.0,69.0,66.0,71.0,66.0,71.0,71.0
2021-05-08,62.0,62.0,59.0,68.0,62.0,71.0,60.0,70.0,64.0,66.0,64.4
2021-05-09,57.0,55.0,59.0,64.0,55.0,60.0,57.0,58.0,58.0,57.0,58.0
2021-05-10,70.0,62.0,68.0,70.0,61.0,64.0,63.0,69.0,71.0,72.0,67.0
2021-05-11,71.0,71.0,73.0,80.0,76.0,74.0,70.0,74.0,80.0,80.0,74.9
2021-05-12,73.0,72.0,69.0,74.0,67.0,72.0,66.0,70.0,72.0,71.0,70.6
2021-05-13,59.0,56.0,64.0,65.0,60.0,58.0,59.0,66.0,64.0,60.0,61.1
2021-05-14,64.0,61.0,75.0,71.0,68.0,69.0,60.0,66.0,64.0,66.0,66.4
2021-05-15,62.0,52.0,68.0,65.0,57.0,63.0,55.0,55.0,61.0,61.0,59.9
2021-05-16,62.0,60.0,71.0,65.0,60.0,59.0,60.0,63.0,64.0,59.0,62.3
2021-05-17,65.0,64.0,64.0,63.0,65.0,64.0,63.0,71.0,70.0,73.0,66.2
2021-05-18,64.0,61.0,66.0,66.0,63.0,70.0,60.0,67.0,61.0,62.0,64.0
2021-05-19,54.0,58.0,63.0,59.0,63.0,61.0,50.0,60.0,58.0,65.0,59.1
2021-05-20,66.0,56.0,63.0,64.0,59.0,65.0,58.0,68.0,66.0,67.0,63.2
2021-05-21,58.0,56.0,60.0,62.0,68.0,60.0,55.0,58.0,60.0,60.0,59.7
2021-05-22,49.0,49.0,58.0,54.0,46.0,47.0,53.0,56.0,51.0,50.0,51.3
2021-05-23,38.0,41.0,50.0,41.0,42.0,39.0,47.0,46.0,45.0,45.0,43.4
2021-05-24,50.0,47.0,51.0,52.0,57.0,51.0,43.0,54.0,47.0,54.0,50.6
2021-05-25,71.0,67.0,64.0,67.0,65.0,68.0,63.0,69.0,62.0,61.0,65.7
2021-05-26,56.0,51.0,62.0,59.0,55.0,55.0,52.0,53.0,61.0,61.0,56.5
2021-05-27,56.0,50.0,53.0,56.0,52.0,57.0,45.0,54.0,55.0,56.0,53.4
2021-05-28,52.0,54.0,54.0,51.0,55.0,49.0,51.0,52.0,56.0,56.0,53.0
2021-05-29,42.0,44.0,44.0,46.0,41.0,40.0,39.0,40.0,39.0,40.0,41.5
2021-05-30,45.0,46.0,44.0,58.0,46.0,43.0,45.0,48.0,48.0,43.0,46.6
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
