date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2021-03-05,51.0,54.0,29.0,43.0,45.0,46.0,60.0,48.0,50.0,47.0,49.0,45.0,33.0,60.0,38.0,58.24175824175824,53.0,70.0,40.0,28.0,56.21539484925361
2021-03-06,84.0,66.0,77.0,72.0,60.0,62.0,80.0,87.0,81.0,44.0,70.0,95.0,100.0,87.0,100.0,61.53846153846154,45.0,75.0,92.0,92.0,90.83195836621297
2021-03-07,60.0,74.0,87.0,68.0,68.0,60.0,61.0,100.0,55.0,62.0,68.0,72.0,73.0,76.0,64.0,74.72527472527473,77.0,71.0,78.0,98.0,85.85794687518342
2021-03-08,57.0,77.0,100.0,71.0,85.0,84.0,71.0,64.0,63.0,90.0,71.0,100.0,84.0,65.0,87.0,65.93406593406593,100.0,93.0,90.0,72.0,94.3568740747504
2021-03-09,57.0,38.0,52.0,67.0,38.0,36.0,62.0,69.0,51.0,65.0,62.0,37.0,44.0,49.0,67.0,50.54945054945055,33.0,57.0,63.0,44.0,61.812217533928525
2021-03-10,45.0,56.0,60.0,53.0,61.0,69.0,89.0,57.0,40.0,54.0,64.0,43.0,45.0,54.0,24.0,94.50549450549451,55.0,36.0,69.0,59.0,66.91339989695898
2021-03-11,63.0,65.0,37.0,56.0,60.0,61.0,49.0,56.0,65.0,53.0,60.0,98.0,77.0,66.0,49.0,71.42857142857143,68.0,54.0,69.0,69.0,73.97105721384925
2021-03-12,47.0,81.0,63.0,47.0,49.0,79.0,37.0,82.0,70.0,74.0,75.0,61.0,55.0,64.0,77.0,89.01098901098901,53.0,74.0,49.0,33.0,74.71777848790573
2021-03-13,50.0,48.0,72.0,46.0,57.0,63.0,65.0,88.0,80.0,41.0,62.0,57.0,58.0,64.0,80.0,79.12087912087912,71.0,50.0,58.0,50.0,73.53737193241032
2021-03-14,66.0,55.0,47.0,68.0,59.0,60.0,81.0,64.0,68.0,48.0,64.0,58.0,64.0,70.0,73.0,45.05494505494506,77.0,66.0,50.0,63.0,73.94888383103883
2021-03-15,55.0,67.0,69.0,47.0,66.0,50.0,28.0,69.0,53.0,44.0,56.0,82.0,53.0,63.0,81.0,73.62637362637362,52.0,80.0,56.0,78.0,72.55848229716246
2021-03-16,69.0,70.0,58.0,68.0,82.0,66.0,45.0,97.0,62.0,45.0,70.0,69.0,73.0,56.0,58.0,72.52747252747253,65.0,89.0,58.0,100.0,81.45457391236297
2021-03-17,64.0,31.0,41.0,50.0,26.0,41.0,36.0,43.0,45.0,38.0,65.0,43.0,62.0,34.0,29.0,24.175824175824175,47.0,45.0,35.0,42.0,49.92076276436868
2021-03-18,36.0,49.0,57.0,46.0,31.0,37.0,59.0,57.0,58.0,64.0,22.0,61.0,66.0,38.0,37.0,62.637362637362635,60.0,46.0,26.0,50.0,57.12906865270613
2021-03-19,51.0,59.0,47.0,32.0,54.0,51.0,60.0,44.0,55.0,43.0,40.0,58.0,42.0,39.0,42.0,69.23076923076923,49.0,51.0,36.0,53.0,57.87644208508058
2021-03-20,53.0,46.0,48.0,31.0,61.0,53.0,47.0,77.0,52.0,34.0,55.0,50.0,57.0,72.0,63.0,50.54945054945055,50.0,48.0,71.0,54.0,63.6519561488747
2021-03-21,65.0,68.0,54.0,51.0,100.0,58.0,45.0,78.0,58.0,60.0,62.0,70.0,59.0,50.0,68.0,79.12087912087912,80.0,80.0,77.0,86.0,80.00613028818877
2021-03-22,91.0,68.0,76.0,74.0,88.0,67.0,100.0,82.0,86.0,57.0,88.0,74.0,51.0,93.0,55.0,87.91208791208791,70.0,97.0,76.0,72.0,92.15975270156584
2021-03-23,56.0,75.0,59.0,43.0,61.0,54.0,52.0,63.0,70.0,59.0,54.0,57.0,74.0,63.0,73.0,45.05494505494506,57.0,73.0,74.0,57.0,72.34653084382765
2021-03-24,51.0,54.0,38.0,27.0,63.0,42.0,56.0,49.0,29.0,52.0,40.0,49.0,21.0,43.0,55.0,69.23076923076923,44.0,33.0,40.0,33.0,52.71330468184457
2021-03-25,71.0,100.0,68.0,63.0,99.0,64.0,66.0,64.0,55.0,69.0,67.0,71.0,77.0,39.0,85.0,100.0,80.0,94.0,82.0,62.0,87.59529663421092
2021-03-26,94.0,49.0,40.0,46.0,67.0,72.0,55.0,99.0,63.0,60.0,67.0,94.0,50.0,79.0,50.0,68.13186813186813,85.0,54.0,77.0,82.0,80.18482166730796
2021-03-27,36.0,25.0,38.0,39.0,54.0,19.0,26.0,50.0,19.0,39.0,40.0,54.0,33.0,48.0,33.0,54.94505494505494,45.0,36.0,20.0,58.0,45.51543332659436
2021-03-28,100.0,77.0,96.0,76.0,80.0,72.0,84.0,89.0,100.0,79.0,100.0,55.0,96.0,64.0,96.0,78.02197802197803,85.0,95.0,77.0,86.0,100.0
2021-03-29,67.0,79.0,66.0,56.0,41.0,100.0,58.0,71.0,69.0,80.0,74.0,74.0,57.0,66.0,56.0,97.8021978021978,74.0,72.0,46.0,68.0,81.41153146337805
2021-03-30,50.0,68.0,73.0,34.0,29.0,41.0,35.0,63.0,36.0,56.0,29.0,38.0,45.0,51.0,36.0,80.21978021978022,48.0,51.0,34.0,67.0,57.22297945049141
2021-03-31,82.0,75.0,80.0,52.0,39.0,66.0,67.0,69.0,83.0,48.0,59.0,59.0,47.0,43.0,61.0,59.34065934065934,59.0,93.0,49.0,79.0,75.33080730678181
2021-04-01,52.0,40.0,43.0,40.0,55.0,47.0,42.0,65.0,84.0,39.0,45.0,69.0,51.0,67.0,71.0,43.956043956043956,64.0,84.0,60.0,86.0,68.12706652667
