date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,24.0,11.0,17.0,45.0,46.0,15.0,16.666666666666668,12.0,30.864197530864196,30.0,30.278318911490658
2020-02-02,25.0,0.0,0.0,15.0,16.0,16.0,0.0,13.0,16.049382716049383,0.0,12.360500762621001
2020-02-03,0.0,20.0,74.0,38.0,26.0,26.0,28.333333333333332,21.0,65.4320987654321,25.0,39.60343707999215
2020-02-04,22.0,21.0,16.0,27.0,71.0,28.0,63.333333333333336,34.0,70.37037037037037,41.0,48.15838354550809
2020-02-05,12.0,21.0,16.0,0.0,15.0,28.0,0.0,12.0,14.814814814814815,14.0,16.246092511212794
2020-02-06,12.0,22.0,0.0,29.0,15.0,0.0,33.333333333333336,12.0,14.814814814814815,0.0,16.898473247859375
2020-02-07,36.0,22.0,68.0,59.0,31.0,46.0,51.666666666666664,12.0,91.35802469135803,30.0,54.68068077137982
2020-02-08,0.0,12.0,0.0,0.0,16.0,0.0,36.666666666666664,26.0,0.0,32.0,15.00475694287138
2020-02-09,25.0,0.0,72.0,15.0,16.0,47.0,53.333333333333336,26.0,16.049382716049383,47.0,38.82269439284797
2020-02-10,11.0,11.0,32.0,14.0,29.0,28.0,15.0,34.0,13.580246913580247,14.0,24.65757562029025
2020-02-11,22.0,40.0,47.0,13.0,28.0,41.0,76.66666666666667,44.0,83.95061728395062,27.0,51.69513281686525
2020-02-12,0.0,21.0,0.0,42.0,15.0,44.0,0.0,12.0,28.395061728395063,14.0,21.57688880834806
2020-02-13,23.0,32.0,17.0,69.0,29.0,29.0,16.666666666666668,23.0,0.0,28.0,32.61903683232909
2020-02-14,36.0,23.0,17.0,15.0,61.0,0.0,16.666666666666668,61.0,0.0,45.0,33.59760793729895
2020-02-15,0.0,37.0,74.0,33.0,51.0,67.0,36.666666666666664,27.0,33.333333333333336,16.0,45.87052054546278
2020-02-16,13.0,24.0,55.0,48.0,33.0,49.0,55.0,53.0,16.049382716049383,32.0,46.24352527220284
2020-02-17,0.0,0.0,16.0,14.0,29.0,28.0,0.0,11.0,28.395061728395063,28.0,18.885818269680907
2020-02-18,22.0,10.0,48.0,27.0,0.0,14.0,0.0,34.0,28.395061728395063,14.0,24.14563795889397
2020-02-19,34.0,31.0,16.0,55.0,43.0,28.0,63.333333333333336,58.0,56.79012345679013,42.0,52.24633413370784
2020-02-20,35.0,44.0,100.0,29.0,60.0,30.0,16.666666666666668,12.0,29.62962962962963,29.0,47.12997780093327
2020-02-21,23.0,11.0,16.0,14.0,15.0,15.0,16.666666666666668,12.0,29.62962962962963,14.0,20.341593802383002
2020-02-22,0.0,12.0,18.0,31.0,16.0,16.0,0.0,13.0,0.0,15.0,14.800887962669325
2020-02-23,37.0,34.0,88.0,0.0,32.0,31.0,16.666666666666668,38.0,30.864197530864196,15.0,39.45242302058321
2020-02-24,11.0,10.0,47.0,13.0,28.0,69.0,15.0,11.0,0.0,13.0,26.543741222307798
2020-02-25,32.0,20.0,0.0,38.0,41.0,67.0,73.33333333333333,43.0,13.580246913580247,26.0,43.29120041075824
2020-02-26,20.0,9.0,56.0,24.0,38.0,12.0,41.666666666666664,30.0,24.691358024691358,12.0,32.70360470559809
2020-02-27,20.0,28.0,72.0,49.0,0.0,26.0,15.0,21.0,12.345679012345679,13.0,31.356559295670426
2020-02-28,11.0,20.0,0.0,27.0,28.0,28.0,30.0,11.0,13.580246913580247,13.0,22.21114785786557
2020-02-29,34.0,73.0,81.0,14.0,44.0,100.0,95.0,35.0,100.0,56.0,77.30711729261994
2020-03-01,56.0,11.0,48.0,27.0,29.0,28.0,63.333333333333336,34.0,55.55555555555556,41.0,48.05871426629818
2020-03-02,10.0,9.0,29.0,37.0,26.0,13.0,28.333333333333332,41.0,25.925925925925927,12.0,28.28795360848095
2020-03-03,20.0,19.0,29.0,50.0,39.0,13.0,28.333333333333332,20.0,12.345679012345679,38.0,32.865189749165644
2020-03-04,20.0,28.0,58.0,12.0,13.0,50.0,28.333333333333332,10.0,0.0,25.0,29.88719249762153
2020-03-05,0.0,0.0,15.0,25.0,27.0,26.0,15.0,10.0,25.925925925925927,13.0,19.195397091469218
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,34.0,0.0,15.0,0.0,0.0,12.0,29.62962962962963,14.0,12.7984415349069
2020-03-08,23.0,65.0,50.0,71.0,75.0,44.0,33.333333333333336,83.0,74.07407407407408,44.0,68.7944547637385
2020-03-09,31.0,56.0,15.0,13.0,0.0,52.0,28.333333333333332,21.0,0.0,13.0,28.05237167580302
2020-03-10,11.0,0.0,30.0,26.0,0.0,13.0,30.0,11.0,40.74074074074074,13.0,21.374529968740088
2020-03-11,21.0,20.0,60.0,26.0,27.0,53.0,30.0,0.0,25.925925925925927,13.0,33.75164227789607
2020-03-12,0.0,19.0,29.0,26.0,13.0,13.0,15.0,21.0,0.0,38.0,21.283921533094727
2020-03-13,22.0,10.0,32.0,55.0,14.0,14.0,31.666666666666668,11.0,13.580246913580247,14.0,26.573944034189584
2020-03-14,24.0,100.0,51.0,87.0,15.0,0.0,33.333333333333336,24.0,88.88888888888889,29.0,55.31644996149141
2020-03-15,21.0,10.0,15.0,0.0,27.0,13.0,45.0,11.0,25.925925925925927,13.0,22.13111040637883
2020-03-16,37.0,26.0,39.0,34.0,47.0,0.0,38.333333333333336,19.0,45.67901234567901,34.0,39.144354339389004
2020-03-17,19.0,26.0,68.0,47.0,49.0,0.0,26.666666666666668,20.0,71.60493827160494,23.0,42.8457089355019
2020-03-18,52.0,29.0,15.0,50.0,53.0,51.0,56.666666666666664,41.0,38.27160493827161,62.0,54.79243117534243
2020-03-19,42.0,19.0,45.0,25.0,13.0,26.0,43.333333333333336,42.0,25.925925925925927,77.0,43.822769899877684
2020-03-20,51.0,28.0,14.0,37.0,39.0,13.0,85.0,10.0,25.925925925925927,50.0,43.17038916323109
2020-03-21,46.0,75.0,99.0,57.0,59.0,14.0,48.333333333333336,24.0,58.02469135802469,71.0,67.44287893202856
2020-03-22,45.0,21.0,47.0,40.0,71.0,71.0,46.666666666666664,67.0,41.97530864197531,41.0,60.138328878418584
2020-03-23,9.0,25.0,0.0,22.0,23.0,11.0,25.0,9.0,22.22222222222222,33.0,21.92271100439451
2020-03-24,59.0,18.0,28.0,59.0,76.0,37.0,70.0,39.0,24.691358024691358,49.0,56.230085020915446
2020-03-25,20.0,9.0,42.0,24.0,25.0,0.0,41.666666666666664,20.0,0.0,0.0,22.221718842024192
2020-03-26,59.0,18.0,14.0,24.0,63.0,49.0,41.666666666666664,30.0,49.382716049382715,12.0,44.041740286020634
2020-03-27,29.0,9.0,68.0,23.0,49.0,24.0,80.0,49.0,23.45679012345679,23.0,46.171038523686555
2020-03-28,22.0,20.0,79.0,27.0,28.0,83.0,46.666666666666664,34.0,83.95061728395062,41.0,56.83263111795709
2020-03-29,22.0,20.0,30.0,27.0,42.0,27.0,15.0,44.0,27.160493827160494,27.0,34.39194188978994
2020-03-30,28.0,9.0,27.0,45.0,24.0,23.0,53.333333333333336,38.0,34.5679012345679,34.0,38.64147752155726
