date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-11-15,11.0,16.0,0.0,36.0,29.0,14.0,25.0,15.0,0.0,25.0,24.81857764876633
2020-11-16,23.0,0.0,13.0,24.0,15.0,0.0,0.0,0.0,25.0,13.0,16.400580551523948
2020-11-17,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,4.354136429608127
2020-11-18,11.0,0.0,0.0,12.0,0.0,0.0,26.0,16.0,25.0,12.0,14.80406386066763
2020-11-19,11.0,16.0,12.0,0.0,0.0,30.0,0.0,16.0,0.0,13.0,14.223512336719885
2020-11-20,46.0,65.0,38.0,37.0,44.0,0.0,26.0,32.0,25.0,51.0,52.83018867924528
2020-11-21,11.0,32.0,38.0,0.0,45.0,45.0,26.0,63.0,38.0,13.0,45.13788098693759
2020-11-22,34.0,16.0,0.0,24.0,15.0,30.0,26.0,63.0,37.0,13.0,37.445573294629895
2020-11-23,23.0,48.0,38.0,24.0,15.0,44.0,0.0,31.0,25.0,13.0,37.880986937590706
2020-11-24,11.0,0.0,0.0,12.0,29.0,14.0,0.0,15.0,0.0,24.0,15.239477503628446
2020-11-25,32.0,30.0,12.0,0.0,41.0,14.0,12.0,29.0,23.0,12.0,29.753265602322205
2020-11-26,11.0,16.0,0.0,12.0,0.0,15.0,26.0,0.0,13.0,50.0,20.754716981132074
2020-11-27,0.0,45.0,24.0,0.0,14.0,14.0,12.0,15.0,24.0,36.0,26.70537010159651
2020-11-28,22.0,0.0,0.0,12.0,0.0,28.0,12.0,15.0,12.0,12.0,16.400580551523948
2020-11-29,23.0,0.0,0.0,24.0,0.0,0.0,0.0,31.0,12.0,0.0,13.062409288824382
2020-11-30,22.0,61.0,36.0,24.0,70.0,42.0,37.0,15.0,24.0,0.0,48.04063860667634
2020-12-01,44.0,32.0,61.0,36.0,29.0,74.0,51.0,62.0,25.0,37.0,65.45718432510884
2020-12-02,0.0,16.0,36.0,12.0,28.0,14.0,0.0,45.0,12.0,12.0,25.399129172714076
2020-12-03,11.0,31.0,0.0,12.0,43.0,0.0,25.0,15.0,24.0,25.0,26.99564586357039
2020-12-04,0.0,0.0,12.0,0.0,14.0,14.0,0.0,15.0,24.0,12.0,13.20754716981132
2020-12-05,11.0,15.0,24.0,35.0,28.0,14.0,0.0,30.0,24.0,24.0,29.753265602322205
2020-12-06,33.0,15.0,12.0,12.0,0.0,29.0,25.0,30.0,12.0,12.0,26.124818577648764
2020-12-07,33.0,16.0,37.0,24.0,29.0,58.0,13.0,46.0,37.0,24.0,46.00870827285921
2020-12-08,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,4.063860667634252
2020-12-09,11.0,0.0,12.0,12.0,15.0,15.0,25.0,16.0,12.0,25.0,20.754716981132074
2020-12-10,12.0,0.0,0.0,0.0,15.0,15.0,0.0,16.0,13.0,13.0,12.191582002902756
2020-12-11,12.0,16.0,13.0,0.0,30.0,15.0,13.0,16.0,13.0,13.0,20.4644412191582
2020-12-12,11.0,33.0,13.0,0.0,15.0,31.0,26.0,0.0,13.0,13.0,22.496371552975326
2020-12-13,0.0,16.0,0.0,12.0,44.0,0.0,25.0,15.0,12.0,12.0,19.738751814223512
2020-12-14,11.0,0.0,25.0,0.0,43.0,0.0,26.0,0.0,12.0,0.0,16.981132075471695
2020-12-15,24.0,33.0,13.0,0.0,15.0,31.0,14.0,33.0,13.0,40.0,31.349782293178517
2020-12-16,58.0,33.0,39.0,25.0,45.0,77.0,40.0,48.0,64.0,52.0,69.81132075471697
2020-12-17,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,4.354136429608127
2020-12-18,13.0,36.0,43.0,42.0,34.0,34.0,44.0,72.0,14.0,28.0,52.24963715529753
2020-12-19,26.0,0.0,29.0,14.0,50.0,0.0,15.0,18.0,28.0,14.0,28.156748911465886
2020-12-20,0.0,37.0,72.0,56.0,84.0,85.0,74.0,18.0,14.0,43.0,70.10159651669085
2020-12-21,37.0,52.0,13.0,26.0,16.0,16.0,27.0,34.0,27.0,27.0,39.912917271407835
2020-12-22,24.0,17.0,27.0,39.0,32.0,16.0,14.0,17.0,54.0,27.0,38.75181422351233
2020-12-23,0.0,35.0,27.0,13.0,16.0,66.0,14.0,35.0,14.0,41.0,37.880986937590706
2020-12-24,31.0,0.0,33.0,49.0,58.0,20.0,17.0,21.0,50.0,17.0,42.96081277213352
2020-12-25,32.0,23.0,18.0,35.0,0.0,0.0,55.0,0.0,0.0,18.0,26.269956458635704
2020-12-26,14.0,0.0,0.0,0.0,0.0,18.0,32.0,20.0,15.0,16.0,16.69085631349782
2020-12-27,38.0,71.0,27.0,27.0,16.0,16.0,14.0,35.0,28.0,55.0,47.46008708272859
2020-12-28,12.0,51.0,13.0,13.0,48.0,32.0,0.0,0.0,13.0,40.0,32.22060957910014
2020-12-29,65.0,36.0,28.0,28.0,84.0,100.0,44.0,71.0,70.0,100.0,90.85631349782292
2020-12-30,39.0,73.0,14.0,14.0,34.0,50.0,29.0,54.0,29.0,14.0,50.79825834542815
2020-12-31,29.0,21.0,32.0,31.0,19.0,38.0,0.0,20.0,32.0,16.0,34.542815674891145
2021-01-01,15.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,0.0,17.0,9.433962264150942
2021-01-02,14.0,58.0,62.0,0.0,0.0,36.0,47.0,0.0,46.0,46.0,44.847605224963715
2021-01-03,25.0,35.0,42.0,27.0,16.0,16.0,14.0,69.0,0.0,0.0,35.41364296081277
2021-01-04,23.0,33.0,13.0,0.0,45.0,46.0,0.0,16.0,26.0,13.0,31.20464441219158
2021-01-05,12.0,52.0,40.0,26.0,31.0,31.0,68.0,49.0,40.0,40.0,56.458635703918716
2021-01-06,12.0,33.0,13.0,25.0,15.0,31.0,26.0,16.0,0.0,39.0,30.478955007256893
2021-01-07,12.0,0.0,13.0,0.0,0.0,16.0,14.0,17.0,0.0,13.0,12.336719883889694
