date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,44.0,22.0,100.0,56.0,0.0,0.0,0.0,98.0,0.0,100.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.16940671908507
2020-10-06,45.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,37.0,0.0,0.0,45.0,16.58327376697641
2020-10-07,0.0,0.0,0.0,56.0,0.0,53.0,0.0,0.0,45.0,0.0,0.0,0.0,23.0,0.0,0.0,45.0,0.0,0.0,0.0,46.0,19.156540385989988
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,46.0,0.0,53.0,58.0,0.0,55.0,0.0,100.0,47.0,0.0,57.0,57.0,23.0,31.0,45.0,47.0,0.0,0.0,46.0,47.0,50.89349535382416
2020-10-14,0.0,46.0,52.0,58.0,31.0,0.0,0.0,0.0,0.0,52.0,57.0,57.0,0.0,32.0,0.0,92.0,38.0,0.0,91.0,45.0,46.53323802716225
2020-10-15,0.0,25.0,56.0,62.0,0.0,0.0,0.0,0.0,49.0,55.0,61.0,0.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,50.0,29.80700500357398
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,4.5746962115797
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,100.0,100.0,57.0,63.0,100.0,61.0,61.0,0.0,100.0,55.0,0.0,62.0,100.0,100.0,100.0,100.0,40.0,0.0,100.0,100.0,100.0
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,4.217298070050036
