date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333
2020-01-30,40.0,20.0,36.0,37.0,79.0,41.0,72.0,48.0,40.0,41.0,0.0,24.0,62.0,16.0,33.0,18.0,0.0,32.0,75.0,85.0,53.26666666666667
2020-01-31,20.0,20.0,0.0,38.0,0.0,43.0,25.0,26.0,0.0,0.0,44.0,0.0,21.0,17.0,17.0,19.0,0.0,0.0,77.0,0.0,24.46666666666667
2020-02-01,0.0,20.0,19.0,19.0,19.0,32.0,0.0,25.0,0.0,21.0,22.0,25.0,21.0,0.0,17.0,39.0,0.0,0.0,26.0,22.0,21.800000000000004
2020-02-02,40.0,0.0,19.0,37.0,20.0,31.0,24.0,25.0,20.0,43.0,21.0,49.0,0.0,0.0,33.0,19.0,18.0,34.0,25.0,42.0,33.333333333333336
2020-02-03,26.0,18.0,0.0,16.0,17.0,0.0,21.0,22.0,0.0,0.0,37.0,45.0,37.0,14.0,15.0,0.0,16.0,0.0,0.0,37.0,21.4
2020-02-04,19.0,39.0,0.0,35.0,0.0,40.0,46.0,72.0,19.0,41.0,41.0,47.0,41.0,15.0,32.0,18.0,34.0,63.0,0.0,41.0,42.86666666666667
2020-02-05,19.0,20.0,0.0,36.0,0.0,41.0,0.0,48.0,19.0,20.0,40.0,0.0,20.0,32.0,0.0,0.0,0.0,16.0,49.0,21.0,25.4
2020-02-06,20.0,42.0,19.0,0.0,0.0,22.0,24.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,17.0,20.0,0.0,0.0,26.0,0.0,15.2
2020-02-07,40.0,21.0,0.0,0.0,21.0,43.0,25.0,52.0,21.0,22.0,46.0,51.0,45.0,17.0,0.0,19.0,19.0,17.0,0.0,22.0,32.06666666666667
