date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,41.0,20.0,63.0,48.38709677419355,21.0,23.0,28.0,51.0,36.0,48.0,52.95600882525102
2021-02-27,34.0,43.0,41.0,26.881720430107528,46.0,25.0,52.0,14.0,13.0,40.0,46.74381256847823
2021-02-28,22.0,21.0,13.0,0.0,0.0,12.0,20.0,14.0,26.0,13.0,19.68121032014048
2021-03-01,49.0,38.0,49.0,69.89247311827957,51.0,77.0,46.0,75.0,71.0,34.0,78.15150014258481
2021-03-02,21.0,0.0,25.0,36.55913978494624,21.0,34.0,0.0,13.0,37.0,24.0,29.530070391883164
2021-03-03,51.0,40.0,76.0,60.215053763440864,53.0,67.0,66.0,77.0,61.0,24.0,80.29027271226379
2021-03-04,20.0,37.0,12.0,22.580645161290324,50.0,11.0,36.0,36.0,0.0,45.0,37.628889189067486
2021-03-05,10.0,40.0,13.0,11.827956989247312,32.0,46.0,48.0,39.0,73.0,24.0,47.01547420715325
2021-03-06,34.0,33.0,28.0,13.978494623655914,12.0,25.0,21.0,29.0,27.0,27.0,34.89276119290978
2021-03-07,33.0,64.0,54.0,51.61290322580645,34.0,61.0,50.0,55.0,52.0,51.0,70.57499212031158
2021-03-08,59.0,38.0,48.0,59.13978494623656,41.0,43.0,18.0,37.0,82.0,69.0,68.97353925585722
2021-03-09,10.0,65.0,36.0,56.98924731182796,100.0,96.0,54.0,61.0,93.0,34.0,84.58582856799795
2021-03-10,68.0,75.0,36.0,46.236559139784944,60.0,54.0,55.0,73.0,81.0,45.0,82.80576943281251
2021-03-11,30.0,38.0,36.0,23.655913978494624,71.0,11.0,46.0,87.0,71.0,58.0,65.83517192729673
2021-03-12,20.0,39.0,37.0,36.55913978494624,42.0,11.0,19.0,0.0,36.0,36.0,38.60296876641601
2021-03-13,64.0,31.0,39.0,88.17204301075269,77.0,70.0,20.0,93.0,75.0,49.0,84.61134374953096
2021-03-14,21.0,20.0,64.0,48.38709677419355,21.0,23.0,38.0,26.0,37.0,24.0,44.999774866045286
2021-03-15,47.0,23.0,38.0,26.881720430107528,24.0,9.0,7.0,39.0,28.0,0.0,33.76258874030047
2021-03-16,52.0,33.0,52.0,70.96774193548387,35.0,56.0,47.0,97.0,61.0,100.0,84.30366067810345
2021-03-17,70.0,38.0,49.0,92.47311827956989,51.0,65.0,100.0,75.0,35.0,34.0,85.07211791015654
2021-03-18,100.0,49.0,24.0,70.96774193548387,82.0,66.0,74.0,50.0,35.0,82.0,88.35156918366427
2021-03-19,31.0,50.0,50.0,36.55913978494624,43.0,34.0,29.0,51.0,37.0,24.0,53.81752142524801
2021-03-20,70.0,90.0,100.0,13.978494623655914,36.0,64.0,65.0,73.0,96.0,96.0,98.26346676272382
2021-03-21,22.0,53.0,53.0,25.806451612903224,67.0,83.0,40.0,82.0,26.0,63.0,71.85825566211895
2021-03-22,59.0,57.0,61.0,46.236559139784944,40.0,32.0,37.0,87.0,70.0,92.0,81.13077280982182
2021-03-23,30.0,39.0,85.0,47.31182795698925,51.0,54.0,65.0,50.0,47.0,57.0,73.32462815375145
2021-03-24,59.0,19.0,36.0,56.98924731182796,20.0,43.0,46.0,12.0,47.0,23.0,50.52756390052081
2021-03-25,30.0,30.0,86.0,59.13978494623656,42.0,22.0,47.0,76.0,12.0,24.0,59.76105782940848
2021-03-26,74.0,51.0,91.0,62.365591397849464,43.0,34.0,49.0,79.0,25.0,62.0,79.61336995512329
2021-03-27,66.0,74.0,94.0,77.41935483870968,79.0,48.0,30.0,68.0,91.0,89.0,100.0
2021-03-28,71.0,57.0,14.0,68.81720430107526,49.0,77.0,76.0,58.0,97.0,55.0,86.9347261620664
2021-03-29,31.0,40.0,25.0,61.29032258064516,32.0,67.0,38.0,66.0,62.0,60.0,67.31955513530549
2021-03-30,75.0,31.0,39.0,38.70967741935484,55.0,59.0,40.0,27.0,25.0,62.0,63.0510153541357
2021-03-31,44.0,42.0,67.0,77.41935483870968,23.0,36.0,31.0,41.0,39.0,39.0,61.33549461929848
2021-04-01,32.0,31.0,39.0,12.903225806451612,44.0,23.0,49.0,26.0,37.0,25.0,44.5134855238867
2021-04-02,32.0,41.0,39.0,50.53763440860215,55.0,70.0,79.0,53.0,100.0,25.0,76.0082248938118
2021-04-03,23.0,11.0,42.0,13.978494623655914,24.0,25.0,11.0,15.0,69.0,27.0,36.428174763984565
2021-04-04,58.0,57.0,57.0,68.81720430107526,12.0,26.0,22.0,29.0,55.0,94.0,66.83476668617826
2021-04-05,10.0,20.0,13.0,61.29032258064516,54.0,34.0,19.0,26.0,36.0,60.0,46.5216803998379
2021-04-06,10.0,18.0,58.0,22.580645161290324,29.0,42.0,26.0,12.0,56.0,33.0,42.79346210995541
2021-04-07,10.0,28.0,60.0,22.580645161290324,30.0,42.0,18.0,49.0,11.0,23.0,40.978882435048845
2021-04-08,61.0,49.0,74.0,47.31182795698925,10.0,56.0,56.0,50.0,36.0,36.0,66.34547555795697
2021-04-09,31.0,30.0,50.0,48.38709677419355,53.0,45.0,28.0,26.0,48.0,36.0,55.189337655905256
2021-04-10,21.0,20.0,13.0,24.731182795698924,43.0,45.0,10.0,13.0,25.0,12.0,31.647830459123174
2021-04-11,95.0,31.0,13.0,100.0,55.0,93.0,30.0,27.0,76.0,25.0,76.07276329416001
2021-04-12,38.0,65.0,23.0,0.0,10.0,21.0,17.0,36.0,57.0,11.0,38.8040884326174
2021-04-13,30.0,20.0,37.0,70.96774193548387,21.0,44.0,28.0,25.0,12.0,35.0,45.08082308973838
2021-04-14,29.0,19.0,12.0,23.655913978494624,41.0,22.0,18.0,0.0,0.0,34.0,27.728998754258782
2021-04-15,30.0,29.0,25.0,47.31182795698925,0.0,0.0,28.0,25.0,24.0,35.0,33.96220751347051
2021-04-16,42.0,0.0,13.0,24.731182795698924,54.0,23.0,39.0,40.0,87.0,12.0,46.72280006603929
2021-04-17,35.0,34.0,71.0,27.956989247311828,60.0,51.0,32.0,58.0,27.0,53.0,62.66678673810917
2021-04-18,57.0,100.0,42.0,53.763440860215056,35.0,63.0,54.0,43.0,68.0,94.0,85.11264202200309
2021-04-19,29.0,28.0,12.0,22.580645161290324,30.0,32.0,9.0,12.0,23.0,34.0,32.32473321626367
2021-04-20,10.0,39.0,37.0,11.827956989247312,41.0,33.0,28.0,63.0,48.0,35.0,48.271721674396254
