date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,35.0,0.0,25.0,0.0,0.0,29.0,33.0,32.0,0.0,0.0,21.53846153846154
2020-02-02,0.0,0.0,0.0,27.0,31.0,0.0,31.0,0.0,0.0,0.0,12.447552447552448
2020-02-03,31.0,0.0,0.0,25.0,28.0,0.0,28.0,28.0,0.0,0.0,19.58041958041958
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,34.0,0.0,23.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,16.643356643356643
2020-02-13,35.0,38.0,0.0,0.0,0.0,27.0,0.0,31.0,0.0,0.0,18.321678321678323
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,37.0,0.0,26.0,30.0,0.0,31.0,0.0,0.0,30.0,0.0,21.53846153846154
2020-02-16,36.0,39.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,42.0,20.27972027972028
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,68.0,38.0,23.0,55.0,0.0,56.0,0.0,0.0,0.0,84.0,45.31468531468531
2020-02-26,33.0,0.0,0.0,0.0,62.0,0.0,0.0,30.0,25.0,39.0,26.43356643356643
2020-02-27,100.0,74.0,23.0,27.0,60.0,27.0,61.0,60.0,0.0,80.0,71.60839160839161
2020-02-28,35.0,78.0,48.0,28.0,0.0,0.0,31.0,93.0,0.0,85.0,55.66433566433566
2020-02-29,0.0,37.0,23.0,27.0,0.0,28.0,0.0,62.0,54.0,41.0,38.04195804195804
2020-03-01,0.0,36.0,0.0,26.0,0.0,0.0,30.0,29.0,25.0,0.0,20.41958041958042
2020-03-02,31.0,35.0,43.0,25.0,29.0,26.0,29.0,0.0,0.0,38.0,35.80419580419581
2020-03-03,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.0,0.0,0.0,7.972027972027972
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,33.0,37.0,0.0,27.0,61.0,0.0,31.0,0.0,26.0,39.0,35.52447552447553
2020-03-06,66.0,37.0,23.0,0.0,31.0,0.0,0.0,0.0,27.0,39.0,31.18881118881119
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,25.0,38.0,16.643356643356643
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,31.0,0.0,22.0,25.0,0.0,0.0,29.0,28.0,50.0,0.0,25.874125874125873
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,40.0,9.93006993006993
2020-03-14,68.0,38.0,47.0,0.0,31.0,0.0,62.0,0.0,27.0,40.0,43.77622377622377
2020-03-15,31.0,34.0,43.0,25.0,29.0,25.0,58.0,0.0,24.0,0.0,37.62237762237762
