date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,16.0,58.0,11.0,25.0,29.0,73.0,14.0,44.0,14.0,36.0,0.0,38.0,54.0,55.0,18.0,37.0,35.0,28.0,23.0,16.0,38.1651376146789
2020-01-30,0.0,40.0,0.0,0.0,15.0,0.0,28.0,0.0,0.0,0.0,13.0,13.0,14.0,0.0,19.0,25.0,17.0,14.0,47.0,16.0,15.963302752293577
2020-01-31,0.0,21.0,0.0,27.0,46.0,75.0,29.0,0.0,44.0,26.0,26.0,26.0,0.0,78.0,39.0,13.0,37.0,0.0,48.0,0.0,32.7217125382263
2020-02-01,18.0,62.0,35.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,14.0,20.0,0.0,0.0,18.0,15.0,0.0,0.0,12.966360856269112
2020-02-02,17.0,20.0,11.0,12.0,43.0,72.0,14.0,45.0,0.0,12.0,12.0,12.0,40.0,37.0,18.0,37.0,35.0,28.0,23.0,32.0,31.804281345565748
2020-02-03,15.0,18.0,29.0,33.0,13.0,21.0,25.0,39.0,0.0,0.0,23.0,11.0,12.0,0.0,17.0,0.0,15.0,25.0,0.0,14.0,18.960244648318042
2020-02-04,50.0,59.0,11.0,39.0,87.0,50.0,57.0,68.0,29.0,12.0,26.0,76.0,55.0,0.0,57.0,13.0,0.0,29.0,93.0,16.0,50.58103975535168
2020-02-05,0.0,0.0,0.0,0.0,14.0,24.0,14.0,22.0,14.0,25.0,37.0,12.0,27.0,19.0,0.0,12.0,0.0,0.0,0.0,32.0,15.412844036697248
2020-02-06,0.0,0.0,0.0,13.0,15.0,25.0,0.0,23.0,14.0,13.0,13.0,0.0,29.0,0.0,39.0,0.0,18.0,15.0,0.0,17.0,14.311926605504587
2020-02-07,0.0,0.0,0.0,0.0,0.0,52.0,0.0,24.0,0.0,13.0,13.0,0.0,14.0,20.0,19.0,13.0,19.0,0.0,0.0,17.0,12.477064220183484
2020-02-08,18.0,21.0,0.0,13.0,0.0,51.0,15.0,23.0,44.0,26.0,13.0,26.0,0.0,39.0,0.0,13.0,18.0,15.0,24.0,50.0,25.015290519877677
2020-02-09,17.0,19.0,0.0,0.0,42.0,23.0,40.0,21.0,13.0,48.0,0.0,24.0,40.0,72.0,54.0,24.0,50.0,0.0,22.0,0.0,31.131498470948014
2020-02-10,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079510703363914
2020-02-11,16.0,19.0,0.0,0.0,14.0,24.0,28.0,0.0,0.0,12.0,12.0,24.0,27.0,19.0,37.0,24.0,17.0,14.0,0.0,16.0,18.53211009174312
2020-02-12,17.0,19.0,11.0,24.0,0.0,0.0,13.0,43.0,41.0,12.0,36.0,12.0,26.0,35.0,54.0,12.0,0.0,0.0,67.0,30.0,27.64525993883792
2020-02-13,17.0,79.0,77.0,0.0,0.0,24.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,23.0,0.0,18.04281345565749
2020-02-14,18.0,0.0,11.0,13.0,15.0,0.0,15.0,23.0,14.0,13.0,13.0,13.0,14.0,0.0,19.0,13.0,18.0,0.0,48.0,17.0,16.941896024464832
2020-02-15,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018348623853211
