date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,68.0,70.0,71.0,72.0,71.0,88.0,88.0,96.93877551020408,82.55813953488372,72.72727272727273,81.31278882369898
2021-04-19,86.0,81.0,88.0,83.0,90.0,97.0,89.0,100.0,86.04651162790698,77.77777777777777,91.48439921165777
2021-04-20,90.0,95.0,95.0,91.0,84.0,93.0,94.0,80.61224489795919,91.86046511627907,96.96969696969697,94.98798566556572
2021-04-21,77.0,63.0,87.0,72.0,83.0,88.0,92.0,85.71428571428571,86.04651162790698,89.8989898989899,85.83952585952845
2021-04-22,99.0,84.0,100.0,100.0,100.0,94.0,100.0,91.83673469387755,90.69767441860465,100.0,100.0
2021-04-23,72.0,67.0,78.0,75.0,72.0,67.0,75.0,90.81632653061224,70.93023255813954,61.61616161616162,76.01214857730166
2021-04-24,41.0,54.0,68.0,68.0,71.0,49.0,52.0,63.265306122448976,53.48837209302326,77.77777777777777,62.2730618431844
2021-04-25,66.0,49.0,54.0,51.0,58.0,57.0,63.0,76.53061224489795,73.25581395348837,53.535353535353536,62.66807881229922
2021-04-26,69.0,64.0,70.0,60.0,59.0,75.0,72.0,70.40816326530613,72.09302325581395,63.63636363636363,70.36095253550623
2021-04-27,57.0,54.0,63.0,62.0,60.0,56.0,63.0,71.42857142857143,68.6046511627907,63.63636363636363,64.47601882249974
2021-04-28,62.0,73.0,55.0,56.0,57.0,54.0,65.0,75.51020408163265,61.627906976744185,68.68686868686869,65.43016840072988
2021-04-29,76.0,61.0,59.0,68.0,62.0,76.0,68.0,87.75510204081633,70.93023255813954,66.66666666666667,72.46764625239295
2021-04-30,80.0,78.0,66.0,64.0,58.0,96.0,71.0,93.87755102040816,73.25581395348837,71.71717171717172,78.35576604141686
2021-05-01,61.0,61.0,55.0,53.0,59.0,73.0,68.0,64.28571428571429,69.76744186046511,77.77777777777777,66.88982988297589
2021-05-02,74.0,49.0,58.0,46.0,54.0,50.0,52.0,50.0,67.44186046511628,48.484848484848484,57.20761066376895
2021-05-03,72.0,59.0,73.0,58.0,60.0,54.0,60.0,66.3265306122449,65.11627906976744,67.67676767676768,66.19039101956035
2021-05-04,75.0,58.0,66.0,54.0,63.0,65.0,69.0,70.40816326530613,59.30232558139535,56.56565656565657,66.31092531646462
2021-05-05,64.0,63.0,59.0,62.0,65.0,74.0,71.0,74.48979591836735,69.76744186046511,72.72727272727273,70.34500316986335
2021-05-06,79.0,75.0,71.0,63.0,64.0,85.0,70.0,62.244897959183675,67.44186046511628,74.74747474747475,74.14369160870564
2021-05-07,75.0,54.0,68.0,62.0,76.0,62.0,59.0,91.83673469387755,77.90697674418605,64.64646464646465,71.95053867042687
2021-05-08,57.0,59.0,47.0,60.0,56.0,51.0,57.0,70.40816326530613,69.76744186046511,62.62626262626262,61.46750571431502
2021-05-09,28.0,38.0,35.0,34.0,36.0,42.0,29.0,38.775510204081634,33.72093023255814,40.4040404040404,36.9867383045642
2021-05-10,75.0,61.0,53.0,64.0,67.0,67.0,54.0,71.42857142857143,66.27906976744185,63.63636363636363,66.94330070210934
2021-05-11,95.0,75.0,73.0,78.0,82.0,85.0,97.0,85.71428571428571,75.5813953488372,67.67676767676768,84.82993845867095
2021-05-12,82.0,85.0,62.0,80.0,76.0,90.0,89.0,82.65306122448979,100.0,89.8989898989899,87.18312164513678
2021-05-13,75.0,74.0,66.0,57.0,72.0,75.0,67.0,83.6734693877551,74.4186046511628,82.82828282828282,75.75761222982747
2021-05-14,52.0,43.0,57.0,50.0,58.0,63.0,69.0,46.93877551020408,54.651162790697676,51.515151515151516,56.80933217603382
2021-05-15,59.0,44.0,54.0,47.0,46.0,69.0,37.0,73.46938775510205,55.81395348837209,56.56565656565657,56.4699913482323
2021-05-16,46.0,47.0,48.0,58.0,47.0,65.0,57.0,52.04081632653061,60.46511627906977,46.464646464646464,54.91940404280721
2021-05-17,71.0,61.0,75.0,73.0,77.0,74.0,70.0,87.75510204081633,69.76744186046511,76.76767676767676,76.6298960919038
2021-05-18,64.0,53.0,52.0,55.0,52.0,71.0,56.0,67.34693877551021,65.11627906976744,58.58585858585859,61.910137957491244
2021-05-19,55.0,58.0,62.0,59.0,59.0,64.0,64.0,66.3265306122449,68.6046511627907,55.55555555555556,63.727442343228056
2021-05-20,66.0,52.0,60.0,44.0,58.0,57.0,67.0,76.53061224489795,66.27906976744185,57.57575757575758,62.98736489784889
2021-05-21,66.0,51.0,49.0,53.0,58.0,62.0,62.0,57.142857142857146,58.13953488372093,53.535353535353536,59.38481623488443
2021-05-22,43.0,51.0,56.0,52.0,56.0,54.0,55.0,61.224489795918366,53.48837209302326,49.494949494949495,55.360996576999234
2021-05-23,54.0,33.0,54.0,39.0,45.0,34.0,27.0,42.857142857142854,52.325581395348834,46.464646464646464,44.56821627821444
2021-05-24,42.0,40.0,39.0,51.0,41.0,36.0,43.0,56.12244897959184,39.53488372093023,41.41414141414141,44.716632362515426
2021-05-25,51.0,52.0,39.0,49.0,59.0,56.0,54.0,45.91836734693877,60.46511627906977,59.5959595959596,54.81611062895294
2021-05-26,67.0,48.0,50.0,50.0,56.0,55.0,57.0,61.224489795918366,60.46511627906977,64.64646464646465,59.33461742638892
2021-05-27,62.0,50.0,49.0,51.0,44.0,61.0,54.0,65.3061224489796,43.02325581395349,56.56565656565657,55.84948593185561
2021-05-28,64.0,55.0,46.0,44.0,44.0,52.0,38.0,72.44897959183673,45.348837209302324,46.464646464646464,52.86547917911314
2021-05-29,44.0,39.0,31.0,36.0,42.0,59.0,33.0,47.95918367346939,39.53488372093023,48.484848484848484,43.76903130214018
2021-05-30,35.0,42.0,40.0,50.0,37.0,39.0,45.0,53.06122448979592,37.2093023255814,47.474747474747474,44.369985093490946
2021-05-31,100.0,100.0,88.0,86.0,86.0,100.0,87.0,98.9795918367347,95.34883720930233,84.84848484848484,96.5235748816122
