date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,12.0,5.0,10.0,0.0,9.0,6.0,0.0,0.0,5.0,0.0,12.0,0.0,6.0,7.0,0.0,0.0,0.0,18.0,14.0,7.0,6.464764123471171
2020-01-30,13.0,0.0,10.0,22.0,0.0,25.0,17.0,16.0,10.0,0.0,25.0,23.0,12.0,21.0,31.0,0.0,0.0,6.0,18.0,13.0,15.259172976121143
2020-01-31,7.0,5.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,5.0,6.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,3.2032615026208506
2020-02-01,0.0,0.0,6.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,8.0,0.0,2.6208503203261504
2020-02-02,21.0,11.0,17.0,0.0,10.0,7.0,13.0,12.0,12.0,11.0,21.0,13.0,19.0,0.0,7.0,6.0,14.0,20.0,8.0,0.0,12.929528246942342
2020-02-03,12.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,5.0,11.0,0.0,6.0,0.0,6.0,6.0,7.0,0.0,5.532906231799651
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,1.8054746651135702
2020-02-05,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52417006406523
2020-02-06,7.0,0.0,6.0,6.0,18.0,7.0,0.0,6.0,0.0,10.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,7.0,14.0,5.824111822947001
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,7.0,6.0,11.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,3.6109493302271405
2020-02-09,13.0,16.0,17.0,12.0,0.0,13.0,24.0,29.0,28.0,21.0,20.0,12.0,12.0,0.0,19.0,0.0,28.0,19.0,8.0,0.0,16.94816540477577
2020-02-10,12.0,5.0,0.0,11.0,0.0,6.0,11.0,11.0,0.0,5.0,6.0,0.0,6.0,13.0,0.0,5.0,13.0,6.0,0.0,6.0,6.755969714618521
2020-02-11,6.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,12.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,7.0,0.0,3.902154921374491
2020-02-12,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,1.9219569015725104
2020-02-13,0.0,10.0,5.0,17.0,0.0,6.0,6.0,11.0,16.0,5.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,14.0,0.0,6.697728596389051
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4076878276062901
2020-02-15,0.0,6.0,0.0,0.0,0.0,7.0,0.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.9702970297029703
2020-02-16,7.0,6.0,6.0,0.0,0.0,7.0,0.0,6.0,11.0,0.0,7.0,0.0,0.0,7.0,7.0,6.0,0.0,6.0,0.0,0.0,4.426324985439721
2020-02-17,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,2.03843913803145
2020-02-18,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,7.0,6.0,2.7373325567850904
2020-02-19,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,1.2230634828188702
2020-02-20,7.0,5.0,0.0,6.0,9.0,0.0,6.0,6.0,5.0,5.0,0.0,6.0,0.0,0.0,6.0,5.0,7.0,0.0,7.0,0.0,4.659289458357601
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,14.0,23.0,12.0,19.0,0.0,0.0,13.0,6.0,6.0,11.0,0.0,7.0,0.0,0.0,14.0,6.0,7.0,13.0,8.0,7.0,9.668025626092023
2020-02-23,7.0,12.0,6.0,18.0,0.0,14.0,6.0,12.0,0.0,11.0,0.0,13.0,0.0,15.0,0.0,11.0,14.0,13.0,24.0,7.0,10.658124635993012
2020-02-24,19.0,21.0,16.0,23.0,18.0,25.0,0.0,22.0,21.0,10.0,32.0,18.0,18.0,7.0,12.0,10.0,13.0,12.0,22.0,21.0,19.801980198019802
2020-02-25,12.0,15.0,40.0,27.0,42.0,24.0,44.0,16.0,31.0,34.0,30.0,17.0,28.0,20.0,30.0,15.0,26.0,12.0,21.0,19.0,29.295282469423416
2020-02-26,30.0,5.0,15.0,11.0,16.0,0.0,11.0,21.0,15.0,0.0,6.0,0.0,11.0,20.0,18.0,10.0,13.0,12.0,24.0,32.0,15.725101921956902
2020-02-27,6.0,5.0,15.0,16.0,8.0,18.0,17.0,16.0,5.0,10.0,24.0,6.0,29.0,26.0,6.0,0.0,26.0,6.0,10.0,13.0,15.259172976121143
2020-02-28,20.0,21.0,21.0,29.0,18.0,25.0,29.0,39.0,22.0,15.0,38.0,30.0,18.0,7.0,25.0,11.0,27.0,25.0,37.0,27.0,28.188701223063486
2020-02-29,14.0,22.0,22.0,12.0,56.0,20.0,25.0,30.0,6.0,11.0,27.0,19.0,13.0,29.0,20.0,16.0,36.0,32.0,34.0,22.0,27.140361094933024
2020-03-01,34.0,17.0,23.0,36.0,55.0,20.0,19.0,24.0,23.0,11.0,13.0,31.0,13.0,22.0,32.0,11.0,28.0,39.0,34.0,21.0,29.470005824111826
2020-03-02,30.0,35.0,10.0,26.0,25.0,35.0,22.0,21.0,15.0,14.0,30.0,22.0,17.0,0.0,30.0,15.0,32.0,23.0,14.0,25.0,25.684333139196273
2020-03-03,36.0,25.0,26.0,11.0,42.0,18.0,33.0,16.0,10.0,24.0,18.0,17.0,17.0,7.0,12.0,10.0,32.0,23.0,17.0,19.0,24.053581828771115
2020-03-04,6.0,10.0,0.0,11.0,8.0,12.0,5.0,5.0,10.0,5.0,6.0,0.0,6.0,7.0,6.0,0.0,13.0,0.0,14.0,6.0,7.571345369831101
2020-03-05,12.0,29.0,5.0,32.0,16.0,18.0,17.0,32.0,20.0,24.0,12.0,6.0,6.0,13.0,18.0,10.0,25.0,12.0,14.0,13.0,19.452533488642985
2020-03-06,18.0,20.0,20.0,32.0,17.0,24.0,17.0,21.0,20.0,24.0,6.0,17.0,23.0,7.0,42.0,15.0,13.0,17.0,14.0,19.0,22.481071636575425
2020-03-07,7.0,6.0,11.0,24.0,19.0,7.0,12.0,6.0,6.0,16.0,0.0,12.0,13.0,7.0,20.0,5.0,21.0,20.0,23.0,28.0,15.317414094350612
2020-03-08,19.0,16.0,16.0,17.0,27.0,32.0,29.0,28.0,16.0,20.0,26.0,6.0,6.0,35.0,19.0,26.0,14.0,18.0,14.0,34.0,24.344787419918465
2020-03-09,24.0,29.0,24.0,10.0,41.0,17.0,16.0,15.0,15.0,19.0,29.0,22.0,27.0,32.0,40.0,24.0,12.0,17.0,23.0,19.0,26.499708794408853
2020-03-10,18.0,25.0,15.0,16.0,8.0,6.0,16.0,21.0,21.0,14.0,12.0,34.0,28.0,26.0,12.0,15.0,19.0,17.0,27.0,13.0,21.14152591729761
2020-03-11,12.0,15.0,15.0,11.0,0.0,29.0,5.0,5.0,15.0,9.0,29.0,11.0,11.0,20.0,23.0,14.0,19.0,6.0,17.0,13.0,16.249271986022134
2020-03-12,52.0,28.0,38.0,46.0,88.0,52.0,37.0,57.0,68.0,46.0,52.0,33.0,44.0,51.0,62.0,71.0,55.0,51.0,66.0,55.0,61.26965637740245
