date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,42.0,47.0,41.0,46.0,51.0,31.0,28.0,37.0,83.0,29.0,48.549107142857146
2020-11-16,21.0,84.0,30.0,37.0,30.0,15.0,37.0,45.0,68.0,47.0,46.205357142857146
2020-11-17,21.0,9.0,10.0,18.0,10.0,8.0,9.0,18.0,24.0,9.0,15.178571428571429
2020-11-18,31.0,28.0,41.0,46.0,10.0,8.0,19.0,18.0,35.0,38.0,30.580357142857146
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0044642857142858
2020-11-20,42.0,38.0,62.0,65.0,30.0,31.0,56.0,100.0,23.0,29.0,53.125
2020-11-21,32.0,0.0,21.0,9.0,21.0,8.0,10.0,18.0,12.0,10.0,15.736607142857144
2020-11-22,43.0,19.0,43.0,57.0,32.0,40.0,48.0,65.0,59.0,39.0,49.66517857142858
2020-11-23,41.0,28.0,40.0,27.0,49.0,23.0,37.0,36.0,0.0,28.0,34.486607142857146
2020-11-24,29.0,35.0,38.0,25.0,19.0,7.0,26.0,25.0,43.0,53.0,33.48214285714286
2020-11-25,46.0,33.0,26.0,16.0,36.0,27.0,24.0,40.0,41.0,8.0,33.14732142857143
2020-11-26,57.0,43.0,38.0,58.0,46.0,49.0,51.0,25.0,74.0,52.0,55.02232142857143
2020-11-27,0.0,25.0,19.0,25.0,28.0,14.0,8.0,17.0,21.0,17.0,19.419642857142854
2020-11-28,19.0,8.0,9.0,17.0,9.0,7.0,25.0,16.0,21.0,8.0,15.513392857142858
2020-11-29,10.0,18.0,10.0,26.0,19.0,22.0,18.0,9.0,22.0,9.0,18.19196428571429
2020-11-30,39.0,17.0,9.0,17.0,19.0,21.0,17.0,8.0,32.0,36.0,23.995535714285715
2020-12-01,11.0,10.0,32.0,48.0,10.0,16.0,10.0,38.0,24.0,40.0,26.674107142857146
2020-12-02,21.0,29.0,21.0,28.0,10.0,0.0,19.0,37.0,36.0,39.0,26.78571428571429
2020-12-03,44.0,30.0,44.0,29.0,21.0,33.0,30.0,39.0,24.0,30.0,36.160714285714285
2020-12-04,10.0,0.0,21.0,28.0,51.0,8.0,9.0,19.0,12.0,19.0,19.75446428571429
2020-12-05,11.0,20.0,11.0,20.0,44.0,8.0,0.0,10.0,26.0,21.0,19.08482142857143
2020-12-06,11.0,30.0,22.0,19.0,22.0,16.0,20.0,0.0,12.0,20.0,19.196428571428573
2020-12-07,22.0,29.0,21.0,19.0,41.0,16.0,10.0,19.0,24.0,20.0,24.665178571428573
2020-12-08,30.0,27.0,30.0,26.0,10.0,22.0,18.0,17.0,45.0,18.0,27.120535714285715
2020-12-09,10.0,9.0,10.0,9.0,10.0,7.0,9.0,17.0,22.0,18.0,13.504464285714286
2020-12-10,40.0,0.0,30.0,27.0,48.0,22.0,18.0,26.0,33.0,18.0,29.24107142857143
2020-12-11,41.0,18.0,10.0,0.0,20.0,15.0,18.0,9.0,23.0,28.0,20.3125
2020-12-12,0.0,10.0,0.0,9.0,10.0,0.0,19.0,9.0,23.0,0.0,8.928571428571429
2020-12-13,33.0,0.0,32.0,10.0,43.0,16.0,19.0,19.0,36.0,20.0,25.446428571428573
2020-12-14,50.0,45.0,40.0,53.0,30.0,45.0,45.0,44.0,22.0,28.0,44.86607142857144
2020-12-15,30.0,27.0,40.0,18.0,20.0,30.0,37.0,27.0,23.0,19.0,30.245535714285715
2020-12-16,31.0,46.0,21.0,37.0,30.0,8.0,28.0,18.0,35.0,28.0,31.47321428571429
2020-12-17,22.0,20.0,22.0,19.0,32.0,8.0,49.0,10.0,37.0,10.0,25.558035714285715
2020-12-18,22.0,20.0,11.0,29.0,22.0,25.0,20.0,20.0,26.0,10.0,22.87946428571429
2020-12-19,57.0,21.0,11.0,20.0,22.0,8.0,30.0,40.0,13.0,10.0,25.892857142857146
2020-12-20,56.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,61.0,100.0
2020-12-21,100.0,81.0,77.0,78.0,87.0,57.0,79.0,29.0,62.0,92.0,82.8125
2020-12-22,45.0,81.0,55.0,59.0,54.0,25.0,40.0,39.0,62.0,82.0,60.49107142857143
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-24,13.0,23.0,26.0,23.0,0.0,0.0,24.0,12.0,15.0,0.0,15.178571428571429
2020-12-25,53.0,36.0,13.0,59.0,52.0,39.0,24.0,35.0,30.0,49.0,43.526785714285715
2020-12-26,37.0,56.0,24.0,54.0,23.0,18.0,66.0,44.0,41.0,56.0,46.76339285714286
2020-12-27,0.0,0.0,23.0,10.0,23.0,17.0,10.0,10.0,26.0,11.0,14.508928571428573
2020-12-28,11.0,10.0,32.0,19.0,42.0,32.0,19.0,9.0,49.0,20.0,27.120535714285715
2020-12-29,22.0,30.0,11.0,20.0,11.0,0.0,0.0,10.0,12.0,20.0,15.178571428571429
2020-12-30,45.0,10.0,33.0,40.0,33.0,33.0,31.0,78.0,12.0,31.0,38.61607142857143
2020-12-31,62.0,0.0,24.0,21.0,36.0,36.0,66.0,43.0,27.0,34.0,38.95089285714286
2021-01-01,13.0,45.0,13.0,56.0,37.0,19.0,34.0,11.0,14.0,11.0,28.236607142857146
2021-01-02,46.0,42.0,22.0,50.0,33.0,25.0,21.0,10.0,38.0,42.0,36.71875
2021-01-03,34.0,20.0,34.0,20.0,32.0,25.0,20.0,39.0,39.0,42.0,34.04017857142858
2021-01-04,31.0,28.0,10.0,9.0,20.0,15.0,18.0,18.0,11.0,18.0,19.86607142857143
2021-01-05,32.0,56.0,21.0,19.0,52.0,39.0,47.0,28.0,35.0,10.0,37.83482142857143
2021-01-06,21.0,29.0,21.0,56.0,41.0,24.0,48.0,28.0,48.0,10.0,36.38392857142858
2021-01-07,53.0,29.0,32.0,28.0,41.0,40.0,19.0,19.0,48.0,10.0,35.60267857142858
2021-01-08,32.0,19.0,42.0,28.0,61.0,24.0,49.0,19.0,24.0,48.0,38.61607142857143
2021-01-09,44.0,30.0,11.0,29.0,43.0,25.0,40.0,19.0,25.0,41.0,34.26339285714286
2021-01-10,22.0,20.0,44.0,19.0,43.0,16.0,40.0,0.0,0.0,10.0,23.883928571428573
2021-01-11,31.0,47.0,72.0,18.0,41.0,54.0,48.0,54.0,70.0,38.0,52.79017857142858
2021-01-12,43.0,58.0,43.0,55.0,11.0,16.0,29.0,38.0,48.0,19.0,40.17857142857143
2021-01-13,64.0,57.0,94.0,28.0,82.0,39.0,29.0,55.0,70.0,87.0,67.52232142857143
2021-01-14,43.0,39.0,42.0,19.0,10.0,16.0,48.0,56.0,36.0,40.0,38.95089285714286
2021-01-15,32.0,58.0,21.0,38.0,53.0,48.0,29.0,19.0,0.0,40.0,37.723214285714285
2021-01-16,23.0,10.0,23.0,0.0,11.0,34.0,0.0,10.0,38.0,31.0,20.089285714285715
2021-01-17,34.0,20.0,44.0,20.0,11.0,25.0,20.0,39.0,74.0,0.0,32.03125
2021-01-18,62.0,46.0,10.0,36.0,20.0,23.0,28.0,36.0,23.0,19.0,33.816964285714285
2021-01-19,0.0,9.0,21.0,28.0,51.0,0.0,9.0,18.0,58.0,19.0,23.77232142857143
2021-01-20,19.0,18.0,29.0,26.0,56.0,21.0,43.0,25.0,54.0,45.0,37.5
2021-01-21,31.0,37.0,21.0,18.0,41.0,16.0,19.0,18.0,24.0,10.0,26.227678571428573
2021-01-22,42.0,29.0,32.0,19.0,41.0,0.0,19.0,18.0,35.0,19.0,28.34821428571429
2021-01-23,36.0,31.0,46.0,20.0,34.0,17.0,21.0,40.0,13.0,32.0,32.36607142857143
2021-01-24,23.0,21.0,23.0,10.0,11.0,17.0,21.0,40.0,38.0,21.0,25.111607142857146
2021-01-25,32.0,28.0,31.0,18.0,30.0,8.0,19.0,18.0,23.0,19.0,25.22321428571429
2021-01-26,63.0,9.0,20.0,9.0,20.0,23.0,19.0,18.0,59.0,19.0,28.906250000000004
2021-01-27,0.0,47.0,10.0,18.0,20.0,8.0,19.0,9.0,23.0,0.0,17.1875
2021-01-28,32.0,19.0,31.0,28.0,31.0,15.0,28.0,9.0,46.0,20.0,28.906250000000004
2021-01-29,32.0,29.0,32.0,19.0,73.0,24.0,29.0,28.0,36.0,30.0,37.05357142857144
2021-01-30,55.0,20.0,43.0,58.0,43.0,24.0,49.0,57.0,61.0,100.0,56.91964285714286
2021-01-31,22.0,10.0,22.0,20.0,32.0,0.0,10.0,20.0,37.0,10.0,20.424107142857146
2021-02-01,20.0,28.0,0.0,18.0,30.0,15.0,27.0,27.0,34.0,28.0,25.33482142857143
2021-02-02,21.0,0.0,20.0,9.0,10.0,8.0,28.0,18.0,0.0,19.0,14.843750000000002
2021-02-03,31.0,18.0,31.0,18.0,20.0,15.0,18.0,27.0,34.0,28.0,26.78571428571429
2021-02-04,0.0,19.0,21.0,18.0,20.0,8.0,9.0,0.0,23.0,19.0,15.290178571428573
2021-02-05,22.0,10.0,0.0,9.0,0.0,16.0,38.0,28.0,36.0,19.0,19.86607142857143
2021-02-06,11.0,0.0,0.0,10.0,32.0,0.0,0.0,19.0,37.0,30.0,15.513392857142858
2021-02-07,33.0,20.0,22.0,29.0,11.0,8.0,20.0,39.0,12.0,41.0,26.227678571428573
