date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,0.0,46.0,66.0,28.0,52.0,54.0,18.0,28.0,20.0,0.0,42.85714285714286
2020-11-16,21.0,15.0,16.0,13.0,0.0,17.0,18.0,13.0,58.0,0.0,23.489010989010993
2020-11-17,90.0,0.0,17.0,41.0,13.0,72.0,55.0,28.0,100.0,45.0,63.324175824175825
2020-11-18,23.0,16.0,0.0,14.0,0.0,18.0,18.0,0.0,0.0,0.0,12.225274725274726
2020-11-19,68.0,16.0,17.0,14.0,0.0,37.0,0.0,28.0,41.0,46.0,36.675824175824175
2020-11-20,0.0,17.0,35.0,14.0,13.0,38.0,19.0,15.0,43.0,0.0,26.648351648351646
2020-11-21,0.0,17.0,0.0,14.0,13.0,19.0,19.0,14.0,0.0,0.0,13.186813186813188
2020-11-22,47.0,16.0,34.0,14.0,27.0,38.0,19.0,14.0,0.0,16.0,30.90659340659341
2020-11-23,72.0,0.0,35.0,29.0,14.0,19.0,38.0,0.0,21.0,47.0,37.77472527472528
2020-11-24,23.0,16.0,0.0,14.0,40.0,37.0,37.0,41.0,20.0,15.0,33.37912087912088
2020-11-25,44.0,31.0,48.0,41.0,25.0,53.0,53.0,41.0,19.0,44.0,54.80769230769231
2020-11-26,23.0,32.0,67.0,29.0,13.0,19.0,57.0,0.0,21.0,46.0,42.17032967032967
2020-11-27,45.0,32.0,50.0,41.0,26.0,37.0,37.0,14.0,20.0,30.0,45.60439560439561
2020-11-28,67.0,47.0,0.0,0.0,39.0,18.0,55.0,41.0,59.0,30.0,48.901098901098905
2020-11-29,0.0,0.0,17.0,14.0,13.0,0.0,19.0,0.0,20.0,16.0,13.598901098901099
2020-11-30,67.0,15.0,16.0,14.0,25.0,35.0,18.0,28.0,79.0,60.0,49.03846153846155
2020-12-01,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,20.0,15.0,6.593406593406594
2020-12-02,22.0,0.0,0.0,0.0,13.0,36.0,18.0,14.0,40.0,0.0,19.642857142857142
2020-12-03,45.0,0.0,48.0,14.0,0.0,0.0,54.0,14.0,20.0,30.0,30.90659340659341
2020-12-04,0.0,31.0,16.0,28.0,0.0,53.0,54.0,27.0,20.0,0.0,31.456043956043956
2020-12-05,23.0,16.0,0.0,14.0,14.0,0.0,19.0,0.0,21.0,15.0,16.75824175824176
2020-12-06,23.0,0.0,0.0,14.0,26.0,19.0,37.0,14.0,0.0,31.0,22.527472527472526
2020-12-07,0.0,0.0,16.0,14.0,0.0,18.0,36.0,27.0,58.0,44.0,29.25824175824176
2020-12-08,23.0,17.0,17.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,12.362637362637363
2020-12-09,0.0,16.0,17.0,14.0,13.0,19.0,18.0,14.0,21.0,31.0,22.39010989010989
2020-12-10,0.0,33.0,17.0,15.0,0.0,19.0,58.0,15.0,0.0,0.0,21.565934065934066
2020-12-11,24.0,0.0,0.0,15.0,14.0,19.0,59.0,0.0,42.0,16.0,25.96153846153846
2020-12-12,0.0,17.0,0.0,0.0,0.0,0.0,20.0,15.0,21.0,0.0,10.027472527472527
2020-12-13,48.0,33.0,34.0,29.0,0.0,38.0,19.0,14.0,42.0,0.0,35.3021978021978
2020-12-14,23.0,17.0,0.0,30.0,56.0,78.0,58.0,43.0,21.0,0.0,44.78021978021978
2020-12-15,50.0,35.0,18.0,15.0,43.0,40.0,20.0,15.0,65.0,33.0,45.87912087912088
2020-12-16,25.0,34.0,35.0,29.0,28.0,77.0,20.0,15.0,43.0,16.0,44.23076923076924
2020-12-17,0.0,0.0,0.0,16.0,0.0,21.0,21.0,16.0,23.0,35.0,18.13186813186813
2020-12-18,0.0,0.0,0.0,16.0,15.0,0.0,0.0,16.0,0.0,0.0,6.456043956043956
2020-12-19,53.0,56.0,38.0,81.0,45.0,42.0,86.0,81.0,23.0,52.0,76.51098901098901
2020-12-20,54.0,57.0,100.0,100.0,77.0,22.0,66.0,100.0,97.0,55.0,100.0
2020-12-21,49.0,69.0,36.0,62.0,100.0,100.0,41.0,15.0,87.0,99.0,90.38461538461539
2020-12-22,76.0,18.0,19.0,64.0,15.0,61.0,82.0,16.0,23.0,17.0,53.70879120879121
2020-12-23,0.0,0.0,18.0,16.0,29.0,20.0,0.0,31.0,0.0,17.0,17.994505494505496
2020-12-24,0.0,41.0,21.0,18.0,16.0,47.0,0.0,35.0,26.0,19.0,30.63186813186813
2020-12-25,0.0,21.0,22.0,0.0,18.0,0.0,0.0,0.0,0.0,42.0,14.14835164835165
2020-12-26,28.0,39.0,21.0,52.0,0.0,0.0,68.0,17.0,49.0,56.0,45.32967032967033
2020-12-27,49.0,17.0,53.0,30.0,28.0,20.0,20.0,15.0,64.0,33.0,45.19230769230769
2020-12-28,0.0,0.0,0.0,29.0,14.0,39.0,0.0,15.0,21.0,32.0,20.604395604395606
2020-12-29,75.0,88.0,18.0,60.0,42.0,20.0,40.0,60.0,44.0,17.0,63.73626373626374
2020-12-30,80.0,55.0,58.0,65.0,15.0,84.0,43.0,48.0,0.0,52.0,68.68131868131869
2020-12-31,84.0,100.0,20.0,70.0,0.0,46.0,46.0,51.0,25.0,0.0,60.714285714285715
2021-01-01,60.0,0.0,85.0,18.0,17.0,47.0,48.0,71.0,52.0,40.0,60.16483516483517
2021-01-02,28.0,20.0,0.0,0.0,16.0,22.0,22.0,0.0,24.0,38.0,23.351648351648354
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,47.0,17.0,35.0,30.0,41.0,59.0,20.0,29.0,42.0,16.0,46.15384615384615
2021-01-05,50.0,70.0,54.0,45.0,28.0,78.0,41.0,45.0,44.0,50.0,69.36813186813187
2021-01-06,24.0,0.0,0.0,0.0,0.0,38.0,0.0,29.0,22.0,0.0,15.521978021978022
2021-01-07,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15.0,22.0,0.0,8.928571428571429
2021-01-08,0.0,0.0,55.0,0.0,14.0,21.0,62.0,46.0,0.0,35.0,32.005494505494504
2021-01-09,0.0,19.0,0.0,16.0,15.0,0.0,21.0,33.0,0.0,18.0,16.75824175824176
2021-01-10,0.0,0.0,19.0,0.0,16.0,21.0,22.0,17.0,47.0,36.0,24.450549450549453
