date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,38.0,48.0,33.0,48.0,75.0,61.0,51.0,43.0,48.0,26.0,59.39470365699874
2021-02-27,20.0,30.0,25.0,8.0,39.0,18.0,45.0,26.0,25.0,27.0,33.16519546027743
2021-02-28,31.0,41.0,26.0,26.0,31.0,38.0,37.0,28.0,17.0,38.0,39.470365699873895
2021-03-01,19.0,29.0,48.0,16.0,47.0,9.0,43.0,25.0,31.0,60.0,41.23581336696091
2021-03-02,95.0,48.0,24.0,55.0,75.0,52.0,100.0,50.0,86.0,60.0,81.33669609079445
2021-03-03,9.0,46.0,39.0,61.0,72.0,17.0,41.0,57.0,38.0,8.0,48.9281210592686
2021-03-04,58.0,58.0,32.0,32.0,76.0,27.0,43.0,77.0,32.0,18.0,57.12484237074401
2021-03-05,39.0,68.0,25.0,48.0,10.0,53.0,9.0,35.0,32.0,44.0,45.77553593947036
2021-03-06,53.0,64.0,81.0,26.0,63.0,59.0,38.0,47.0,18.0,29.0,60.277427490542244
2021-03-07,81.0,82.0,69.0,42.0,70.0,85.0,46.0,55.0,43.0,93.0,83.98486759142496
2021-03-08,28.0,67.0,24.0,16.0,84.0,43.0,51.0,50.0,31.0,35.0,54.09836065573771
2021-03-09,38.0,29.0,33.0,40.0,38.0,36.0,34.0,43.0,32.0,35.0,45.14501891551072
2021-03-10,29.0,57.0,40.0,40.0,19.0,53.0,34.0,43.0,40.0,26.0,48.0453972257251
2021-03-11,68.0,77.0,49.0,80.0,66.0,80.0,60.0,78.0,32.0,71.0,83.35435056746532
2021-03-12,29.0,39.0,25.0,41.0,39.0,45.0,35.0,61.0,16.0,36.0,46.15384615384615
2021-03-13,20.0,21.0,17.0,0.0,20.0,0.0,18.0,9.0,17.0,28.0,18.91551071878941
2021-03-14,47.0,39.0,49.0,48.0,57.0,44.0,60.0,43.0,56.0,52.0,62.42118537200505
2021-03-15,44.0,22.0,19.0,48.0,36.0,54.0,26.0,39.0,24.0,33.0,43.505674653215635
2021-03-16,68.0,77.0,58.0,92.0,94.0,39.0,30.0,53.0,50.0,54.0,77.55359394703657
2021-03-17,74.0,47.0,40.0,46.0,64.0,43.0,67.0,66.0,38.0,34.0,65.44766708701135
2021-03-18,58.0,39.0,58.0,48.0,75.0,44.0,69.0,43.0,40.0,35.0,64.18663303909206
2021-03-19,30.0,50.0,51.0,42.0,49.0,55.0,45.0,45.0,33.0,73.0,59.6469104665826
2021-03-20,64.0,43.0,36.0,71.0,31.0,89.0,57.0,19.0,26.0,48.0,61.034047919293826
2021-03-21,63.0,75.0,63.0,61.0,42.0,78.0,19.0,66.0,35.0,87.0,74.27490542244641
2021-03-22,57.0,67.0,33.0,40.0,94.0,35.0,60.0,43.0,40.0,52.0,65.69987389659521
2021-03-23,29.0,30.0,8.0,66.0,88.0,63.0,61.0,79.0,48.0,61.0,67.21311475409836
2021-03-24,59.0,70.0,67.0,74.0,88.0,100.0,26.0,35.0,25.0,73.0,77.80580075662043
2021-03-25,99.0,69.0,34.0,66.0,88.0,64.0,89.0,71.0,66.0,100.0,94.07313997477931
2021-03-26,70.0,41.0,35.0,59.0,40.0,85.0,45.0,100.0,42.0,83.0,75.66204287515764
2021-03-27,65.0,65.0,84.0,36.0,86.0,80.0,19.0,39.0,72.0,69.0,77.55359394703657
2021-03-28,82.0,36.0,60.0,49.0,47.0,32.0,73.0,84.0,20.0,32.0,64.94325346784363
2021-03-29,69.0,50.0,60.0,74.0,69.0,91.0,53.0,69.0,58.0,63.0,82.72383354350566
2021-03-30,80.0,100.0,85.0,100.0,100.0,74.0,45.0,54.0,100.0,55.0,100.0
2021-03-31,48.0,48.0,24.0,32.0,38.0,44.0,69.0,17.0,32.0,52.0,50.945775535939475
2021-04-01,39.0,70.0,34.0,49.0,59.0,55.0,36.0,80.0,66.0,18.0,63.80832282471627
2021-04-02,81.0,41.0,35.0,59.0,61.0,38.0,37.0,18.0,51.0,37.0,57.75535939470366
