date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,33.0,22.0,35.0,39.0,39.0,23.0,57.0,47.0,52.0,18.0,67.0,35.0,77.0,27.0,36.0,28.0,15.0,24.0,33.0,37.0,46.12523248605084
2020-10-06,25.0,52.0,36.0,30.0,40.0,39.0,50.0,78.0,53.0,36.0,17.0,18.0,68.0,35.0,46.0,36.0,55.0,25.0,66.0,47.0,52.82083075015499
2020-10-07,51.0,60.0,22.0,100.0,41.0,86.0,75.0,68.0,71.0,55.0,60.0,53.0,58.0,49.0,74.0,29.0,39.0,67.0,50.0,47.0,71.60570365778051
2020-10-08,25.0,30.0,21.0,40.0,40.0,8.0,42.0,49.0,9.0,28.0,43.0,35.0,39.0,14.0,9.0,29.0,24.0,50.0,50.0,28.0,38.00371977681339
2020-10-09,84.0,41.0,32.0,89.0,56.0,52.0,37.0,32.0,20.0,30.0,38.0,59.0,43.0,54.0,51.0,32.0,44.0,55.0,49.0,42.0,58.27650340979541
2020-10-10,41.0,36.0,44.0,61.0,73.0,76.0,60.0,83.0,86.0,100.0,62.0,54.0,71.0,26.0,22.0,62.0,28.0,71.0,54.0,34.0,70.92374457532547
2020-10-11,39.0,35.0,66.0,93.0,81.0,18.0,38.0,56.0,62.0,43.0,50.0,41.0,90.0,32.0,63.0,42.0,27.0,48.0,51.0,76.0,65.15809051456912
2020-10-12,53.0,55.0,46.0,21.0,53.0,74.0,87.0,62.0,55.0,78.0,63.0,55.0,41.0,22.0,68.0,45.0,42.0,79.0,59.0,40.0,68.0719156850589
2020-10-13,44.0,48.0,38.0,43.0,43.0,41.0,61.0,51.0,28.0,19.0,27.0,65.0,62.0,22.0,67.0,46.0,33.0,43.0,35.0,59.0,54.24674519528828
2020-10-14,61.0,70.0,60.0,94.0,64.0,90.0,61.0,71.0,37.0,58.0,63.0,65.0,62.0,58.0,67.0,61.0,58.0,79.0,52.0,88.0,81.77309361438313
2020-10-15,64.0,40.0,55.0,98.0,54.0,68.0,63.0,63.0,29.0,70.0,37.0,38.0,53.0,0.0,50.0,39.0,42.0,27.0,48.0,30.0,60.01239925604464
2020-10-16,27.0,16.0,23.0,44.0,33.0,42.0,36.0,53.0,29.0,30.0,37.0,48.0,74.0,23.0,40.0,47.0,17.0,27.0,72.0,31.0,46.435213887166775
2020-10-17,31.0,27.0,43.0,12.0,48.0,28.0,50.0,59.0,21.0,33.0,52.0,43.0,35.0,34.0,44.0,9.0,38.0,10.0,34.0,46.0,43.21140731556107
2020-10-18,30.0,27.0,17.0,36.0,36.0,38.0,20.0,23.0,11.0,11.0,10.0,43.0,24.0,17.0,77.0,17.0,19.0,30.0,46.0,56.0,36.45381277123372
