date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,56.0,38.0,24.0,20.0,52.0,22.0,54.0,59.0,20.0,34.0,51.285520974289575
2021-02-27,42.0,86.0,27.0,23.0,19.0,76.0,21.0,45.0,92.0,39.0,63.59945872801082
2021-02-28,41.0,41.0,76.0,44.0,0.0,24.0,39.0,21.0,45.0,19.0,47.361299052774015
2021-03-01,0.0,40.0,25.0,64.0,18.0,23.0,19.0,21.0,21.0,0.0,31.25845737483085
2021-03-02,59.0,59.0,100.0,84.0,54.0,70.0,38.0,20.0,21.0,35.0,73.07171853856562
2021-03-03,0.0,20.0,74.0,43.0,35.0,46.0,19.0,82.0,64.0,36.0,56.69824086603518
2021-03-04,58.0,40.0,24.0,42.0,35.0,91.0,93.0,60.0,42.0,70.0,75.10148849797022
2021-03-05,0.0,19.0,24.0,20.0,17.0,22.0,18.0,20.0,20.0,50.0,28.41677943166441
2021-03-06,41.0,0.0,51.0,23.0,19.0,0.0,58.0,43.0,0.0,37.0,36.80649526387009
2021-03-07,39.0,100.0,97.0,0.0,73.0,23.0,37.0,41.0,42.0,35.0,65.8998646820027
2021-03-08,0.0,38.0,23.0,40.0,0.0,22.0,36.0,20.0,20.0,17.0,29.22868741542625
2021-03-09,37.0,19.0,47.0,21.0,35.0,0.0,35.0,40.0,21.0,0.0,34.50608930987821
2021-03-10,0.0,36.0,22.0,0.0,16.0,43.0,52.0,55.0,39.0,16.0,37.75372124492557
2021-03-11,74.0,76.0,91.0,60.0,17.0,44.0,18.0,39.0,20.0,34.0,64.00541271989174
2021-03-12,37.0,57.0,47.0,0.0,34.0,22.0,54.0,39.0,41.0,51.0,51.6914749661705
2021-03-13,18.0,37.0,46.0,20.0,50.0,85.0,18.0,19.0,79.0,49.0,56.96887686062246
2021-03-14,35.0,18.0,23.0,19.0,33.0,43.0,17.0,57.0,20.0,49.0,42.48985115020297
2021-03-15,43.0,29.0,18.0,62.0,52.0,51.0,55.0,60.0,47.0,39.0,61.70500676589986
2021-03-16,32.0,33.0,81.0,17.0,15.0,39.0,15.0,67.0,69.0,58.0,57.64546684709066
2021-03-17,18.0,37.0,0.0,0.0,33.0,43.0,0.0,19.0,20.0,17.0,25.304465493910687
2021-03-18,37.0,19.0,47.0,59.0,17.0,86.0,36.0,19.0,59.0,33.0,55.751014884979696
2021-03-19,0.0,19.0,46.0,21.0,0.0,22.0,0.0,20.0,0.0,17.0,19.621109607577807
2021-03-20,100.0,41.0,75.0,44.0,37.0,23.0,57.0,84.0,22.0,18.0,67.79431664411366
2021-03-21,38.0,0.0,47.0,0.0,17.0,0.0,18.0,40.0,0.0,34.0,26.251691474966165
2021-03-22,55.0,75.0,0.0,60.0,66.0,66.0,18.0,39.0,20.0,33.0,58.4573748308525
2021-03-23,73.0,75.0,23.0,60.0,100.0,43.0,88.0,77.0,100.0,100.0,100.0
