date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,32.0,39.0,36.0,19.0,45.0,36.0,33.0,48.0,30.0,22.0,40.284360189573455
2021-02-27,46.0,68.0,67.0,68.0,72.0,78.0,66.0,55.0,44.0,54.0,73.22274881516587
2021-02-28,44.0,49.0,34.0,41.0,65.0,40.0,53.0,64.0,29.0,48.0,55.33175355450236
2021-03-01,70.0,55.0,71.0,39.0,89.0,42.0,80.0,45.0,57.0,44.0,70.14218009478672
2021-03-02,66.0,96.0,79.0,65.0,50.0,54.0,94.0,49.0,69.0,48.0,79.38388625592417
2021-03-03,65.0,71.0,85.0,42.0,41.0,73.0,65.0,48.0,63.0,74.0,74.28909952606635
2021-03-04,43.0,54.0,65.0,51.0,45.0,61.0,44.0,70.0,51.0,59.0,64.33649289099526
2021-03-05,41.0,37.0,25.0,34.0,21.0,38.0,32.0,22.0,32.0,24.0,36.25592417061611
2021-03-06,51.0,43.0,63.0,50.0,49.0,54.0,47.0,63.0,38.0,65.0,61.96682464454976
2021-03-07,51.0,85.0,38.0,100.0,87.0,83.0,83.0,73.0,70.0,74.0,88.15165876777252
2021-03-08,75.0,49.0,65.0,67.0,66.0,62.0,48.0,48.0,39.0,75.0,70.37914691943128
2021-03-09,75.0,67.0,77.0,52.0,41.0,54.0,70.0,53.0,44.0,75.0,72.03791469194313
2021-03-10,25.0,43.0,43.0,65.0,51.0,32.0,55.0,46.0,49.0,42.0,53.436018957345965
2021-03-11,59.0,54.0,58.0,47.0,66.0,45.0,70.0,57.0,67.0,52.0,68.12796208530806
2021-03-12,18.0,46.0,21.0,35.0,30.0,30.0,41.0,41.0,41.0,40.0,40.63981042654028
2021-03-13,53.0,51.0,69.0,48.0,37.0,42.0,30.0,34.0,27.0,49.0,52.132701421800945
