date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.0,48.0,49.0,50.0,37.0,0.0,48.0,0.0,31.0,0.0,38.22674418604651
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,98.0,0.0,100.0,0.0,0.0,49.0,48.0,50.0,33.0,48.0,61.918604651162795
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,47.0,11.337209302325581
2021-03-11,0.0,0.0,0.0,0.0,0.0,48.0,49.0,0.0,0.0,47.0,20.930232558139537
2021-03-12,33.0,50.0,51.0,0.0,38.0,48.0,0.0,50.0,0.0,0.0,39.24418604651163
2021-03-13,32.0,0.0,49.0,50.0,37.0,96.0,0.0,49.0,32.0,95.0,63.95348837209303
2021-03-14,32.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,31.0,0.0,14.534883720930234
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,28.0,43.0,0.0,0.0,100.0,42.0,85.0,43.0,0.0,42.0,55.66860465116279
2021-03-17,31.0,0.0,47.0,0.0,37.0,0.0,0.0,0.0,31.0,0.0,21.22093023255814
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,33.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0,24.12790697674419
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,64.0,100.0,98.0,100.0,0.0,49.0,0.0,49.0,32.0,93.0,85.02906976744187
2021-03-23,32.0,0.0,49.0,0.0,38.0,0.0,0.0,0.0,32.0,0.0,21.947674418604652
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,100.0,50.0,50.0,50.0,38.0,100.0,100.0,100.0,100.0,0.0,100.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,54.0,0.0,56.0,0.0,0.0,0.0,0.0,35.0,0.0,21.075581395348838
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,53.0,53.0,0.0,53.0,52.0,0.0,0.0,0.0,30.66860465116279
2021-03-30,35.0,0.0,0.0,0.0,40.0,0.0,52.0,0.0,35.0,100.0,38.08139534883721
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,54.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,13.808139534883722
2021-04-04,36.0,0.0,0.0,54.0,40.0,0.0,0.0,0.0,34.0,52.0,31.395348837209305
2021-04-05,0.0,0.0,0.0,99.0,37.0,0.0,0.0,49.0,31.0,47.0,38.22674418604651
2021-04-06,27.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,9.883720930232558
2021-04-07,0.0,0.0,43.0,45.0,33.0,0.0,0.0,86.0,28.0,41.0,40.116279069767444
2021-04-08,30.0,46.0,46.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,37.3546511627907
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,47.0,47.0,0.0,0.0,0.0,45.0,46.0,30.0,44.0,37.645348837209305
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8313953488372094
2021-04-14,31.0,49.0,47.0,0.0,36.0,47.0,0.0,95.0,62.0,89.0,66.27906976744187
2021-04-15,0.0,0.0,49.0,50.0,0.0,48.0,47.0,0.0,31.0,0.0,32.70348837209303
2021-04-16,32.0,49.0,49.0,0.0,36.0,0.0,48.0,0.0,0.0,0.0,31.1046511627907
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,47.0,12.5
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,37.0,0.0,47.0,0.0,0.0,46.0,18.895348837209305
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,51.0,51.0,0.0,0.0,0.0,49.0,0.0,32.0,0.0,26.598837209302328
2021-04-23,33.0,0.0,50.0,53.0,39.0,50.0,0.0,51.0,0.0,0.0,40.116279069767444
2021-04-24,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,15.697674418604652
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,91.0,45.0,46.0,0.0,90.0,45.0,45.0,0.0,0.0,52.61627906976745
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,30.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,10.901162790697676
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,47.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,13.808139534883722
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,55.0,56.0,0.0,54.0,53.0,54.0,36.0,0.0,44.76744186046512
2021-05-09,66.0,0.0,50.0,0.0,39.0,50.0,50.0,50.0,33.0,48.0,56.1046511627907
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,32.0,0.0,49.0,50.0,0.0,0.0,48.0,48.0,0.0,0.0,32.99418604651163
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,0.0,0.0,0.0,49.0,0.0,48.0,0.0,49.0,0.0,0.0,21.22093023255814
2021-05-16,0.0,47.0,0.0,0.0,35.0,0.0,0.0,47.0,0.0,45.0,25.290697674418603
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,0.0,49.0,49.0,99.0,0.0,48.0,0.0,48.0,63.0,0.0,51.74418604651163
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,33.0,0.0,50.0,0.0,37.0,0.0,49.0,0.0,0.0,0.0,24.56395348837209
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,0.0,0.0,52.0,52.0,0.0,0.0,49.0,0.0,0.0,0.0,22.23837209302326
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-30,0.0,0.0,0.0,59.0,43.0,56.0,56.0,0.0,0.0,0.0,31.1046511627907
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
