date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,6.0,12.0,7.0,9.0,6.0,4.0,15.0,12.0,11.0,10.0,7.0,9.0,7.0,13.0,10.0,10.0,8.0,6.0,8.0,8.0,8.971774193548388
2020-01-30,10.0,6.0,11.0,13.0,3.0,9.0,9.0,13.0,8.0,4.0,14.0,5.0,18.0,14.0,14.0,7.0,11.0,13.0,16.0,20.0,10.987903225806454
2020-01-31,11.0,10.0,4.0,10.0,3.0,5.0,3.0,13.0,4.0,22.0,11.0,20.0,4.0,18.0,4.0,11.0,6.0,10.0,17.0,8.0,9.778225806451612
2020-02-01,11.0,17.0,12.0,10.0,17.0,19.0,10.0,13.0,12.0,11.0,15.0,15.0,12.0,11.0,20.0,17.0,3.0,13.0,9.0,26.0,13.76008064516129
2020-02-02,7.0,13.0,15.0,17.0,13.0,28.0,13.0,17.0,24.0,18.0,11.0,10.0,11.0,15.0,4.0,13.0,17.0,10.0,30.0,16.0,15.221774193548384
2020-02-03,21.0,11.0,20.0,17.0,19.0,36.0,17.0,22.0,10.0,13.0,9.0,29.0,22.0,15.0,10.0,17.0,20.0,19.0,36.0,21.0,19.354838709677423
2020-02-04,13.0,12.0,11.0,6.0,9.0,4.0,9.0,8.0,7.0,21.0,7.0,14.0,7.0,14.0,11.0,11.0,5.0,6.0,8.0,12.0,9.828629032258064
2020-02-05,19.0,18.0,18.0,13.0,12.0,0.0,15.0,24.0,18.0,21.0,24.0,18.0,14.0,7.0,11.0,19.0,14.0,15.0,8.0,19.0,15.473790322580646
2020-02-06,13.0,13.0,15.0,13.0,19.0,13.0,19.0,12.0,4.0,18.0,14.0,14.0,11.0,25.0,15.0,16.0,11.0,16.0,0.0,8.0,13.558467741935484
2020-02-07,14.0,16.0,23.0,20.0,16.0,23.0,10.0,21.0,39.0,11.0,11.0,15.0,15.0,18.0,23.0,15.0,20.0,33.0,25.0,16.0,19.354838709677423
2020-02-08,25.0,10.0,8.0,28.0,17.0,24.0,23.0,13.0,12.0,15.0,23.0,20.0,23.0,33.0,27.0,13.0,12.0,17.0,17.0,25.0,19.405241935483872
2020-02-09,14.0,13.0,19.0,3.0,13.0,28.0,16.0,17.0,8.0,18.0,15.0,10.0,15.0,22.0,0.0,17.0,0.0,10.0,13.0,0.0,12.651209677419354
2020-02-10,9.0,12.0,7.0,9.0,15.0,25.0,27.0,8.0,18.0,23.0,10.0,0.0,17.0,23.0,14.0,17.0,8.0,9.0,27.0,11.0,14.566532258064516
2020-02-11,15.0,9.0,17.0,9.0,14.0,25.0,9.0,16.0,28.0,10.0,7.0,31.0,20.0,16.0,27.0,23.0,13.0,18.0,27.0,18.0,17.741935483870968
2020-02-12,9.0,9.0,11.0,6.0,3.0,13.0,3.0,0.0,10.0,16.0,3.0,4.0,7.0,0.0,3.0,10.0,8.0,9.0,11.0,7.0,7.15725806451613
2020-02-13,19.0,6.0,7.0,22.0,9.0,21.0,15.0,27.0,11.0,14.0,34.0,27.0,28.0,23.0,10.0,12.0,16.0,18.0,8.0,19.0,17.439516129032256
2020-02-14,13.0,19.0,19.0,16.0,12.0,31.0,19.0,24.0,22.0,25.0,14.0,33.0,28.0,21.0,11.0,12.0,8.0,12.0,24.0,27.0,19.657258064516128
2020-02-15,18.0,3.0,16.0,18.0,10.0,15.0,17.0,5.0,16.0,8.0,8.0,10.0,20.0,11.0,16.0,14.0,6.0,10.0,9.0,13.0,12.24798387096774
2020-02-16,10.0,16.0,15.0,20.0,19.0,23.0,6.0,26.0,19.0,22.0,14.0,14.0,15.0,14.0,4.0,13.0,14.0,23.0,21.0,8.0,15.92741935483871
2020-02-17,28.0,12.0,17.0,12.0,11.0,21.0,23.0,19.0,10.0,10.0,10.0,27.0,10.0,13.0,13.0,22.0,16.0,18.0,4.0,22.0,16.028225806451616
2020-02-18,16.0,18.0,25.0,12.0,17.0,29.0,15.0,19.0,14.0,7.0,20.0,31.0,20.0,23.0,38.0,17.0,18.0,21.0,27.0,29.0,20.967741935483872
2020-02-19,0.0,6.0,4.0,12.0,6.0,17.0,3.0,16.0,4.0,7.0,10.0,9.0,7.0,7.0,21.0,12.0,8.0,9.0,4.0,15.0,8.921370967741936
2020-02-20,10.0,6.0,7.0,3.0,12.0,4.0,9.0,12.0,15.0,21.0,11.0,5.0,7.0,21.0,18.0,12.0,8.0,9.0,16.0,8.0,10.786290322580646
2020-02-21,3.0,19.0,11.0,3.0,13.0,13.0,13.0,21.0,15.0,7.0,14.0,14.0,18.0,14.0,15.0,7.0,8.0,6.0,16.0,20.0,12.600806451612902
2020-02-22,0.0,7.0,4.0,14.0,10.0,5.0,7.0,9.0,12.0,16.0,8.0,0.0,16.0,15.0,8.0,14.0,18.0,3.0,14.0,17.0,9.929435483870966
2020-02-23,14.0,0.0,20.0,10.0,23.0,19.0,3.0,13.0,24.0,15.0,4.0,20.0,12.0,15.0,23.0,14.0,12.0,10.0,9.0,17.0,13.961693548387096
2020-02-24,6.0,12.0,11.0,16.0,18.0,26.0,9.0,12.0,7.0,10.0,3.0,0.0,10.0,20.0,14.0,9.0,8.0,6.0,12.0,19.0,11.491935483870966
2020-02-25,19.0,9.0,14.0,18.0,11.0,25.0,15.0,15.0,31.0,20.0,6.0,9.0,13.0,26.0,10.0,18.0,8.0,14.0,11.0,11.0,15.272177419354836
2020-02-26,12.0,0.0,3.0,3.0,5.0,16.0,8.0,4.0,7.0,6.0,3.0,4.0,6.0,6.0,13.0,8.0,7.0,6.0,11.0,3.0,6.602822580645161
2020-02-27,15.0,9.0,23.0,6.0,14.0,16.0,6.0,19.0,17.0,25.0,3.0,21.0,19.0,13.0,6.0,10.0,2.0,3.0,4.0,14.0,12.348790322580646
2020-02-28,6.0,3.0,14.0,9.0,6.0,17.0,15.0,28.0,15.0,3.0,10.0,9.0,7.0,7.0,21.0,15.0,11.0,15.0,8.0,11.0,11.592741935483868
2020-02-29,19.0,19.0,0.0,9.0,15.0,13.0,12.0,20.0,18.0,17.0,17.0,9.0,21.0,13.0,24.0,7.0,5.0,12.0,8.0,19.0,13.961693548387096
2020-03-01,13.0,12.0,14.0,12.0,9.0,25.0,15.0,12.0,21.0,13.0,20.0,36.0,17.0,13.0,7.0,17.0,16.0,15.0,15.0,26.0,16.532258064516125
2020-03-02,9.0,0.0,3.0,6.0,11.0,4.0,3.0,11.0,3.0,6.0,0.0,4.0,6.0,6.0,9.0,8.0,12.0,14.0,18.0,3.0,6.854838709677418
2020-03-03,3.0,3.0,11.0,9.0,3.0,8.0,6.0,12.0,7.0,10.0,10.0,9.0,0.0,13.0,7.0,8.0,10.0,9.0,4.0,4.0,7.358870967741934
2020-03-04,15.0,14.0,13.0,11.0,8.0,16.0,11.0,19.0,20.0,6.0,15.0,13.0,10.0,16.0,13.0,13.0,12.0,11.0,14.0,10.0,13.104838709677418
2020-03-05,9.0,6.0,3.0,9.0,11.0,12.0,6.0,11.0,10.0,3.0,19.0,8.0,6.0,3.0,6.0,5.0,2.0,6.0,7.0,10.0,7.661290322580645
2020-03-06,0.0,9.0,10.0,15.0,20.0,17.0,12.0,16.0,11.0,3.0,13.0,13.0,10.0,10.0,10.0,10.0,5.0,3.0,11.0,19.0,10.9375
2020-03-07,21.0,10.0,15.0,13.0,6.0,18.0,6.0,4.0,23.0,18.0,11.0,25.0,11.0,14.0,11.0,16.0,6.0,3.0,21.0,16.0,13.508064516129034
2020-03-08,13.0,13.0,4.0,6.0,6.0,4.0,0.0,8.0,7.0,7.0,4.0,19.0,7.0,10.0,14.0,7.0,3.0,6.0,4.0,12.0,7.762096774193548
2020-03-09,12.0,23.0,20.0,15.0,8.0,24.0,17.0,26.0,10.0,13.0,16.0,21.0,19.0,15.0,16.0,16.0,15.0,14.0,26.0,17.0,17.2883064516129
2020-03-10,22.0,9.0,14.0,9.0,9.0,21.0,14.0,23.0,7.0,16.0,26.0,26.0,20.0,16.0,27.0,18.0,10.0,17.0,19.0,33.0,17.943548387096776
2020-03-11,28.0,3.0,24.0,12.0,23.0,37.0,23.0,34.0,24.0,13.0,16.0,26.0,20.0,23.0,7.0,8.0,15.0,12.0,41.0,32.0,21.219758064516128
2020-03-12,30.0,6.0,24.0,15.0,28.0,28.0,32.0,30.0,27.0,9.0,10.0,25.0,23.0,25.0,23.0,18.0,25.0,20.0,15.0,14.0,21.52217741935484
2020-03-13,19.0,6.0,15.0,19.0,9.0,22.0,9.0,28.0,7.0,10.0,24.0,18.0,10.0,24.0,14.0,19.0,16.0,18.0,20.0,11.0,16.028225806451616
2020-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-15,68.0,36.0,63.0,58.0,54.0,86.0,49.0,54.0,65.0,44.0,56.0,74.0,72.0,58.0,60.0,45.0,44.0,55.0,64.0,62.0,58.82056451612904
2020-03-16,46.0,39.0,67.0,48.0,33.0,51.0,31.0,71.0,45.0,49.0,52.0,76.0,55.0,51.0,56.0,41.0,45.0,44.0,70.0,97.0,53.780241935483865
2020-03-17,51.0,41.0,63.0,55.0,54.0,86.0,43.0,100.0,81.0,45.0,62.0,83.0,52.0,67.0,76.0,62.0,56.0,63.0,72.0,75.0,64.86895161290322
2020-03-18,36.0,24.0,50.0,55.0,34.0,60.0,47.0,86.0,41.0,33.0,32.0,51.0,52.0,38.0,55.0,39.0,37.0,29.0,78.0,62.0,47.328629032258064
2020-03-19,6.0,25.0,13.0,17.0,8.0,15.0,8.0,7.0,13.0,28.0,12.0,16.0,3.0,15.0,9.0,17.0,2.0,5.0,18.0,17.0,12.80241935483871
