date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,65.0,31.0,36.0,58.0,69.0,28.0,70.0,48.0,45.0,44.0,60.17052375152254
2021-02-27,35.0,70.0,53.0,25.0,49.0,43.0,21.0,39.0,35.0,54.0,51.644336175395864
2021-02-28,29.0,70.0,53.0,49.0,41.0,59.0,41.0,46.0,34.0,34.0,55.54202192448234
2021-03-01,38.0,38.0,48.0,57.0,64.0,33.0,83.0,53.0,32.0,74.0,63.3373934226553
2021-03-02,70.0,96.0,83.0,63.0,89.0,81.0,51.0,89.0,89.0,86.0,97.07673568818515
2021-03-03,51.0,24.0,63.0,99.0,96.0,75.0,54.0,74.0,55.0,60.0,79.29354445797807
2021-03-04,39.0,52.0,61.0,58.0,66.0,62.0,58.0,67.0,72.0,47.0,70.88915956151035
2021-03-05,40.0,70.0,67.0,59.0,54.0,63.0,100.0,76.0,76.0,63.0,81.36419001218027
2021-03-06,39.0,54.0,44.0,36.0,53.0,29.0,33.0,51.0,46.0,40.0,51.76613885505481
2021-03-07,55.0,32.0,54.0,76.0,58.0,34.0,58.0,55.0,52.0,64.0,65.52984165651645
2021-03-08,45.0,53.0,39.0,37.0,47.0,36.0,29.0,11.0,47.0,29.0,45.43239951278928
2021-03-09,56.0,79.0,100.0,49.0,71.0,100.0,90.0,73.0,97.0,100.0,99.2691839220463
2021-03-10,48.0,98.0,77.0,57.0,63.0,56.0,90.0,38.0,63.0,62.0,79.41534713763703
2021-03-11,100.0,94.0,83.0,68.0,41.0,82.0,89.0,100.0,100.0,64.0,100.0
2021-03-12,35.0,64.0,67.0,48.0,71.0,52.0,53.0,67.0,59.0,47.0,68.57490864799026
2021-03-13,47.0,72.0,57.0,49.0,54.0,47.0,49.0,46.0,72.0,65.0,67.96589524969549
2021-03-14,44.0,87.0,82.0,53.0,69.0,26.0,46.0,49.0,59.0,52.0,69.06211936662606
2021-03-15,33.0,71.0,67.0,68.0,38.0,50.0,62.0,79.0,56.0,47.0,69.54933008526189
2021-03-16,48.0,56.0,48.0,82.0,51.0,30.0,51.0,37.0,57.0,28.0,59.439707673568826
2021-03-17,32.0,93.0,76.0,51.0,75.0,38.0,50.0,64.0,81.0,61.0,75.6394640682095
2021-03-18,49.0,58.0,49.0,23.0,39.0,61.0,64.0,60.0,52.0,63.0,63.0937880633374
2021-03-19,79.0,58.0,31.0,30.0,66.0,23.0,46.0,62.0,72.0,57.0,63.82460414129111
