date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2021-03-12,70.0,73.0,77.0,68.0,74.0,63.0,56.0,42.0,62.0,58.42696629213483,54.0,65.0,72.0,71.0,71.27659574468085,65.0,65.0,84.0909090909091,65.47619047619048,57.57575757575758,73.56482814659724
2021-03-13,70.0,59.0,75.0,51.0,42.0,64.0,67.0,47.0,39.0,64.04494382022472,42.0,53.0,65.0,54.0,60.638297872340424,41.0,41.0,68.18181818181819,50.0,45.45454545454545,61.49706071924974
2021-03-14,45.0,56.0,54.0,33.0,47.0,61.0,79.0,57.0,58.0,57.30337078651685,34.0,46.0,77.0,51.0,75.53191489361703,52.0,51.0,53.40909090909091,69.04761904761905,63.63636363636363,62.70697707413504
2021-03-15,57.0,58.0,67.0,68.0,67.0,78.0,87.0,57.0,54.0,95.50561797752809,48.0,59.0,75.0,78.0,75.53191489361703,71.0,61.0,77.27272727272727,97.61904761904762,82.82828282828282,79.15904985129508
2021-03-16,48.0,61.0,66.0,61.0,63.0,58.0,70.0,36.0,47.0,61.79775280898876,47.0,63.0,62.0,60.0,74.46808510638297,69.0,35.0,53.40909090909091,59.523809523809526,46.464646464646464,63.92396362237184
2021-03-17,73.0,56.0,64.0,68.0,57.0,59.0,74.0,63.0,61.0,80.89887640449439,43.0,54.0,64.0,64.0,65.95744680851064,72.0,65.0,53.40909090909091,72.61904761904762,89.8989898989899,72.7774151162955
2021-03-18,41.0,33.0,69.0,51.0,38.0,57.0,75.0,55.0,54.0,64.04494382022472,41.0,56.0,46.0,49.0,63.829787234042556,56.0,47.0,45.45454545454545,47.61904761904762,77.77777777777777,59.72807873173976
2021-03-19,60.0,55.0,40.0,53.0,46.0,57.0,62.0,57.0,45.0,75.28089887640449,51.0,70.0,51.0,84.0,56.38297872340426,77.0,53.0,79.54545454545455,52.38095238095238,48.484848484848484,65.6827687796927
2021-03-20,47.0,56.0,45.0,65.0,57.0,58.0,67.0,73.0,56.0,59.550561797752806,35.0,51.0,34.0,39.0,63.829787234042556,65.0,49.0,52.27272727272727,39.285714285714285,71.71717171717172,60.67601469504646
2021-03-21,71.0,65.0,82.0,75.0,45.0,83.0,73.0,63.0,61.0,76.40449438202248,54.0,59.0,78.0,42.0,70.2127659574468,49.0,66.0,65.9090909090909,76.19047619047619,76.76767676767676,74.55241899047948
2021-03-22,74.0,49.0,56.0,70.0,57.0,73.0,61.0,69.0,58.0,70.78651685393258,61.0,63.0,68.0,61.0,91.48936170212765,72.0,54.0,81.81818181818181,72.61904761904762,64.64646464646465,74.32145601230333
2021-03-23,73.0,60.0,73.0,56.0,55.0,69.0,68.0,50.0,62.0,92.13483146067416,39.0,57.0,65.0,76.0,74.46808510638297,68.0,63.0,75.0,73.80952380952381,68.68686868686869,73.80295576095098
2021-03-24,76.0,55.0,90.0,70.0,69.0,100.0,56.0,71.0,78.0,77.52808988764045,54.0,53.0,63.0,71.0,69.14893617021276,57.0,89.0,89.77272727272727,73.80952380952381,62.62626262626262,79.7821254686158
2021-03-25,71.0,100.0,83.0,73.0,47.0,75.0,85.0,67.0,68.0,91.01123595505618,57.0,68.0,59.0,67.0,65.95744680851064,77.0,62.0,81.81818181818181,80.95238095238095,77.77777777777777,81.55323403738025
2021-03-26,53.0,92.0,73.0,43.0,52.0,70.0,51.0,39.0,61.0,62.92134831460674,65.0,64.0,35.0,56.0,73.40425531914893,55.0,36.0,80.68181818181819,67.85714285714286,57.57575757575758,66.48710379337201
2021-03-27,67.0,49.0,76.0,61.0,54.0,74.0,68.0,61.0,57.0,76.40449438202248,56.0,61.0,64.0,71.0,80.85106382978724,52.0,40.0,61.36363636363637,79.76190476190476,67.67676767676768,71.50496522935394
2021-03-28,80.0,65.0,64.0,60.0,63.0,83.0,71.0,50.0,85.0,67.41573033707866,48.0,85.0,72.0,59.0,85.1063829787234,78.0,54.0,52.27272727272727,67.85714285714286,87.87878787878788,77.13063945663134
2021-03-29,60.0,52.0,55.0,42.0,52.0,63.0,69.0,35.0,40.0,61.79775280898876,43.0,46.0,44.0,55.0,64.8936170212766,65.0,59.0,65.9090909090909,47.61904761904762,74.74747474747475,61.30934085026143
2021-03-30,34.0,37.0,73.0,32.0,38.0,56.0,58.0,45.0,47.0,84.26966292134831,27.0,51.0,62.0,51.0,67.02127659574468,65.0,41.0,53.40909090909091,55.95238095238095,43.43434343434343,57.172642512873416
2021-03-31,73.0,52.0,56.0,45.0,58.0,67.0,47.0,35.0,54.0,48.31460674157304,28.0,41.0,45.0,61.0,64.8936170212766,72.0,26.0,54.54545454545455,70.23809523809524,53.535353535353536,58.877058433932284
2021-04-01,50.0,58.0,54.0,36.0,24.0,64.0,50.0,44.0,58.0,48.31460674157304,33.0,42.0,64.0,39.0,62.765957446808514,54.0,51.0,64.77272727272727,72.61904761904762,66.66666666666667,58.0154474533963
2021-04-02,55.0,61.0,60.0,53.0,67.0,66.0,79.0,52.0,55.0,58.42696629213483,49.0,56.0,61.0,64.0,84.04255319148936,58.0,58.0,71.5909090909091,57.142857142857146,56.56565656565657,68.40923030411743
2021-04-03,48.0,57.0,62.0,58.0,29.0,70.0,58.0,48.0,76.0,64.04494382022472,53.0,73.0,40.0,58.0,61.702127659574465,76.0,43.0,31.818181818181817,48.80952380952381,61.61616161616162,62.54250515811292
2021-04-04,93.0,58.0,80.0,56.0,71.0,75.0,79.0,72.0,80.0,92.13483146067416,59.0,76.0,97.0,100.0,84.04255319148936,100.0,100.0,93.18181818181819,91.66666666666667,73.73737373737374,91.30962035235171
2021-04-05,77.0,62.0,43.0,60.0,55.0,76.0,81.0,62.0,69.0,71.91011235955057,55.0,63.0,63.0,58.0,75.53191489361703,51.0,50.0,60.22727272727273,82.14285714285714,65.65656565656566,71.69594570818074
2021-04-06,44.0,57.0,72.0,46.0,54.0,58.0,61.0,53.0,62.0,68.53932584269663,36.0,42.0,60.0,53.0,53.191489361702125,47.0,54.0,57.95454545454545,65.47619047619048,51.515151515151516,61.34907943428043
2021-04-07,65.0,68.0,49.0,46.0,62.0,60.0,70.0,38.0,50.0,75.28089887640449,48.0,34.0,39.0,46.0,82.97872340425532,55.0,49.0,69.31818181818181,77.38095238095238,44.44444444444444,63.18150001724809
2021-04-08,49.0,60.0,56.0,61.0,42.0,60.0,51.0,59.0,44.0,43.82022471910113,44.0,51.0,45.0,50.0,89.36170212765957,60.0,38.0,72.72727272727273,54.76190476190476,54.54545454545455,60.76339554648798
2021-04-09,38.0,67.0,81.0,49.0,43.0,68.0,84.0,40.0,37.0,86.51685393258427,30.0,46.0,44.0,56.0,52.12765957446808,55.0,49.0,70.45454545454545,55.95238095238095,52.525252525252526,61.84740725233621
2021-04-10,100.0,61.0,60.0,81.0,58.0,73.0,66.0,68.0,78.0,80.89887640449439,59.0,92.0,56.0,93.0,72.34042553191489,95.0,69.0,80.68181818181819,100.0,89.8989898989899,85.82559295132073
2021-04-11,77.0,60.0,78.0,69.0,58.0,75.0,71.0,59.0,100.0,92.13483146067416,59.0,82.0,83.0,75.0,77.65957446808511,93.0,60.0,88.63636363636364,69.04761904761905,100.0,85.47050757873576
2021-04-12,48.0,57.0,70.0,58.0,46.0,51.0,67.0,43.0,71.0,82.02247191011236,50.0,74.0,71.0,67.0,59.57446808510638,52.0,46.0,59.09090909090909,80.95238095238095,52.525252525252526,67.47957015278038
2021-04-13,88.0,76.0,79.0,76.0,100.0,75.0,85.0,100.0,96.0,94.38202247191012,67.0,80.0,66.0,89.0,100.0,81.0,60.0,92.04545454545455,91.66666666666667,78.78787878787878,93.77991700574984
2021-04-14,50.0,68.0,78.0,58.0,40.0,63.0,59.0,50.0,50.0,59.550561797752806,50.0,36.0,54.0,61.0,59.57446808510638,61.0,45.0,67.04545454545455,46.42857142857143,68.68686868686869,62.95096566792019
2021-04-15,72.0,83.0,66.0,71.0,77.0,73.0,89.0,72.0,69.0,82.02247191011236,53.0,74.0,60.0,62.0,95.74468085106383,65.0,65.0,100.0,84.52380952380952,83.83838383838383,83.82719734438894
2021-04-16,68.0,55.0,77.0,71.0,67.0,75.0,94.0,47.0,60.0,91.01123595505618,57.0,71.0,69.0,69.0,77.65957446808511,68.0,72.0,79.54545454545455,75.0,72.72727272727273,79.28144530082766
2021-04-17,30.0,48.0,45.0,48.0,35.0,42.0,48.0,53.0,47.0,34.831460674157306,38.0,48.0,29.0,36.0,51.06382978723404,47.0,49.0,39.77272727272727,46.42857142857143,48.484848484848484,48.35361205368155
2021-04-18,65.0,42.0,52.0,46.0,57.0,47.0,67.0,46.0,42.0,67.41573033707866,34.0,41.0,52.0,68.0,44.680851063829785,39.0,41.0,40.90909090909091,59.523809523809526,58.58585858585859,56.558331583847334
2021-04-19,50.0,46.0,47.0,51.0,49.0,48.0,51.0,34.0,55.0,55.056179775280896,41.0,54.0,53.0,42.0,65.95744680851064,43.0,47.0,40.90909090909091,42.857142857142854,23.232323232323232,52.577126903406985
2021-04-20,45.0,55.0,73.0,46.0,61.0,65.0,64.0,66.0,72.0,83.14606741573034,46.0,55.0,41.0,43.0,53.191489361702125,59.0,41.0,77.27272727272727,71.42857142857143,62.62626262626262,66.05175492133492
2021-04-21,56.0,79.0,93.0,71.0,49.0,72.0,95.0,50.0,83.0,87.64044943820225,66.0,46.0,69.0,59.0,62.765957446808514,61.0,62.0,70.45454545454545,77.38095238095238,77.77777777777777,77.66194213372559
2021-04-22,73.0,58.0,52.0,49.0,47.0,61.0,63.0,59.0,60.0,82.02247191011236,40.0,63.0,51.0,48.0,60.638297872340424,58.0,60.0,76.13636363636364,66.66666666666667,80.8080808080808,67.65350346488661
2021-04-23,60.0,90.0,71.0,65.0,50.0,65.0,64.0,58.0,48.0,77.52808988764045,71.0,78.0,60.0,71.0,71.27659574468085,88.0,49.0,54.54545454545455,73.80952380952381,80.8080808080808,75.36336392997734
