date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.6012024048096193
2020-02-13,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.2024048096192386
2020-02-14,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7014028056112225
2020-02-15,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5010020040080161
2020-02-16,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8016032064128257
2020-02-17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.30060120240480964
2020-02-18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5010020040080161
2020-02-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.40080160320641284
2020-02-20,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.7034068136272547
2020-02-21,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.7014028056112225
2020-02-22,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,2.204408817635271
2020-02-23,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.503006012024048
