date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,18.0,32.0,0.0,19.0,22.0,38.0,15.0,60.810810810810814,23.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,68.0,32.40583566545855
2020-10-06,0.0,33.0,0.0,20.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,24.0,29.0,28.0,24.0,19.0,0.0,24.0,0.0,21.218516309583887
2020-10-07,0.0,33.0,0.0,19.0,23.0,19.0,0.0,32.432432432432435,48.0,100.0,24.0,0.0,24.0,29.0,27.0,23.0,38.0,69.0,47.0,22.0,49.009037941001054
2020-10-08,0.0,67.0,26.0,41.0,48.0,20.0,32.0,32.432432432432435,73.0,0.0,50.0,77.0,24.0,90.0,83.0,24.0,40.0,48.0,73.0,24.0,74.04688718631004
2020-10-09,42.0,36.0,82.0,0.0,77.0,43.0,0.0,70.27027027027027,0.0,0.0,0.0,55.0,26.0,61.0,0.0,49.0,0.0,0.0,0.0,0.0,45.93980823049042
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,26.0,0.0,0.0,20.0,16.0,0.0,25.0,0.0,0.0,27.0,25.0,31.0,0.0,0.0,0.0,25.0,0.0,0.0,16.55044272147543
2020-10-13,60.0,35.0,27.0,21.0,25.0,58.0,33.0,33.78378378378378,52.0,0.0,26.0,78.0,100.0,62.0,29.0,25.0,0.0,25.0,51.0,25.0,64.9951828233243
2020-10-14,20.0,70.0,0.0,20.0,0.0,0.0,16.0,33.78378378378378,25.0,52.0,25.0,27.0,0.0,0.0,57.0,24.0,41.0,49.0,49.0,48.0,47.25650318851218
2020-10-15,21.0,0.0,55.0,42.0,50.0,20.0,50.0,68.91891891891892,26.0,28.0,52.0,54.0,78.0,64.0,30.0,74.0,22.0,51.0,26.0,25.0,71.03271092352159
2020-10-16,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,0.0,26.0,0.0,0.0,0.0,0.0,10.439510024315272
2020-10-17,0.0,0.0,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874799284305179
2020-10-18,0.0,0.0,29.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,8.657154654310224
2020-10-19,60.0,35.0,82.0,0.0,74.0,41.0,0.0,0.0,0.0,0.0,0.0,54.0,25.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,42.60678074964444
2020-10-20,20.0,0.0,0.0,41.0,49.0,0.0,17.0,100.0,49.0,26.0,25.0,26.0,0.0,30.0,28.0,50.0,40.0,49.0,49.0,24.0,52.87654264348304
2020-10-21,59.0,34.0,81.0,0.0,25.0,0.0,16.0,100.0,26.0,0.0,26.0,52.0,25.0,30.0,29.0,24.0,21.0,0.0,25.0,25.0,50.75469101252465
2020-10-22,20.0,69.0,54.0,64.0,48.0,41.0,50.0,33.78378378378378,25.0,81.0,78.0,78.0,50.0,62.0,0.0,0.0,41.0,76.0,25.0,25.0,78.1506629352663
2020-10-23,42.0,36.0,0.0,85.0,25.0,0.0,0.0,0.0,77.0,54.0,52.0,27.0,26.0,31.0,58.0,25.0,42.0,100.0,26.0,100.0,68.40849658209844
2020-10-24,21.0,37.0,0.0,64.0,0.0,22.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,33.0,59.0,26.0,0.0,26.0,52.0,51.0,37.68408496582098
2020-10-25,20.0,33.0,53.0,21.0,0.0,41.0,0.0,0.0,50.0,52.0,75.0,0.0,24.0,0.0,83.0,24.0,40.0,50.0,50.0,25.0,54.404275817773076
2020-10-26,39.0,34.0,0.0,62.0,24.0,60.0,33.0,100.0,50.0,53.0,50.0,52.0,0.0,30.0,29.0,72.0,60.0,0.0,51.0,24.0,69.85135569115015
2020-10-27,19.0,34.0,26.0,62.0,48.0,58.0,0.0,66.21621621621621,98.0,26.0,75.0,0.0,0.0,87.0,55.0,0.0,60.0,72.0,74.0,73.0,79.20585401660779
2020-10-28,39.0,100.0,52.0,62.0,24.0,58.0,16.0,66.21621621621621,24.0,26.0,50.0,100.0,49.0,59.0,87.0,46.0,100.0,24.0,100.0,96.0,100.0
2020-10-29,19.0,32.0,25.0,20.0,45.0,0.0,15.0,62.16216216216216,48.0,25.0,48.0,74.0,47.0,0.0,81.0,22.0,38.0,70.0,47.0,23.0,62.90544570353718
2020-10-30,0.0,0.0,22.0,35.0,0.0,17.0,27.0,55.4054054054054,84.0,22.0,63.0,22.0,21.0,0.0,72.0,40.0,52.0,61.0,44.0,62.0,59.3613800064229
2020-10-31,18.0,63.0,73.0,38.0,89.0,56.0,45.0,0.0,0.0,48.0,0.0,74.0,23.0,56.0,26.0,67.0,19.0,46.0,0.0,44.0,66.6261412120934
2020-11-01,0.0,31.0,0.0,18.0,43.0,18.0,30.0,31.08108108108108,23.0,0.0,23.0,47.0,22.0,55.0,0.0,44.0,0.0,22.0,22.0,22.0,38.2850851034546
2020-11-02,18.0,0.0,0.0,74.0,22.0,18.0,15.0,0.0,0.0,23.0,45.0,24.0,23.0,27.0,25.0,44.0,17.0,66.0,22.0,21.0,41.0790475753544
2020-11-03,0.0,31.0,0.0,56.0,0.0,18.0,0.0,0.0,0.0,47.0,91.0,23.0,22.0,28.0,0.0,0.0,18.0,0.0,0.0,0.0,28.34793778960407
2020-11-04,33.0,28.0,44.0,34.0,20.0,17.0,41.0,83.78378378378379,60.0,21.0,83.0,43.0,21.0,100.0,46.0,81.0,33.0,62.0,0.0,60.0,77.30192228288296
2020-11-05,0.0,30.0,0.0,54.0,20.0,17.0,14.0,87.83783783783784,66.0,46.0,87.0,22.0,43.0,52.0,48.0,21.0,52.0,63.0,22.0,0.0,63.21741524062943
2020-11-06,18.0,0.0,46.0,0.0,21.0,17.0,0.0,29.72972972972973,0.0,0.0,0.0,47.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,17.461118502546224
2020-11-07,18.0,60.0,0.0,18.0,21.0,53.0,15.0,29.72972972972973,22.0,93.0,44.0,46.0,44.0,54.0,0.0,43.0,36.0,22.0,22.0,22.0,56.24856631646557
2020-11-08,0.0,60.0,73.0,19.0,66.0,54.0,30.0,31.08108108108108,0.0,0.0,0.0,47.0,23.0,27.0,50.0,22.0,0.0,22.0,0.0,45.0,48.30022480157819
2020-11-09,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,22.0,43.0,18.332798091480477
2020-11-10,55.0,94.0,24.0,37.0,44.0,93.0,30.0,31.08108108108108,45.0,73.0,69.0,98.0,68.0,28.0,51.0,43.0,36.0,66.0,45.0,22.0,89.29439831169425
2020-11-11,17.0,29.0,22.0,34.0,21.0,17.0,14.0,0.0,21.0,0.0,63.0,44.0,0.0,50.0,48.0,20.0,16.0,42.0,62.0,62.0,49.39670596871129
2020-11-12,0.0,31.0,24.0,19.0,22.0,18.0,15.0,60.810810810810814,22.0,71.0,23.0,0.0,0.0,0.0,51.0,22.0,0.0,0.0,46.0,22.0,37.92264990595036
2020-11-13,35.0,0.0,49.0,0.0,0.0,55.0,15.0,31.08108108108108,0.0,70.0,22.0,24.0,46.0,55.0,75.0,0.0,35.0,22.0,0.0,44.0,49.064091388723206
2020-11-14,18.0,94.0,24.0,0.0,0.0,36.0,15.0,62.16216216216216,0.0,0.0,0.0,24.0,45.0,28.0,25.0,0.0,18.0,22.0,23.0,22.0,38.71633711061155
2020-11-15,18.0,0.0,0.0,19.0,22.0,36.0,15.0,0.0,22.0,47.0,67.0,0.0,22.0,55.0,26.0,22.0,18.0,22.0,0.0,66.0,40.484929118686054
2020-11-16,55.0,0.0,71.0,55.0,22.0,17.0,29.0,60.810810810810814,90.0,93.0,67.0,23.0,22.0,56.0,100.0,43.0,71.0,44.0,66.0,87.0,90.96894067991008
2020-11-17,55.0,63.0,100.0,19.0,0.0,54.0,74.0,31.08108108108108,66.0,0.0,23.0,46.0,68.0,56.0,51.0,43.0,36.0,44.0,22.0,43.0,75.88429600403725
2020-11-18,18.0,94.0,0.0,18.0,43.0,36.0,44.0,60.810810810810814,0.0,0.0,23.0,46.0,0.0,54.0,0.0,22.0,0.0,0.0,23.0,44.0,44.627701059778865
2020-11-19,18.0,30.0,0.0,37.0,0.0,18.0,0.0,29.72972972972973,45.0,70.0,89.0,0.0,22.0,0.0,100.0,21.0,72.0,45.0,22.0,44.0,56.24856631646557
