date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,13.0,14.0,13.0,8.0,7.0,6.0,14.0,0.0,13.0,14.0,12.157330154946363
2021-04-19,34.0,32.0,53.0,37.0,26.0,22.0,37.0,38.0,30.0,38.0,41.358760429082245
2021-04-20,22.0,13.0,23.0,44.0,6.0,37.0,37.0,19.0,18.0,12.0,27.532777115613825
2021-04-21,33.0,60.0,28.0,36.0,38.0,37.0,24.0,30.0,39.0,31.0,42.43146603098927
2021-04-22,23.0,38.0,48.0,38.0,20.0,28.0,51.0,13.0,48.0,19.0,38.85578069129917
2021-04-23,30.0,27.0,31.0,32.0,41.0,45.0,40.0,34.0,19.0,33.0,39.57091775923719
2021-04-24,13.0,7.0,13.0,8.0,7.0,12.0,14.0,22.0,26.0,22.0,17.163289630512512
2021-04-25,23.0,20.0,43.0,24.0,34.0,22.0,33.0,33.0,25.0,13.0,32.18116805721096
2021-04-26,26.0,29.0,48.0,0.0,48.0,34.0,40.0,17.0,22.0,47.0,37.06793802145411
2021-04-27,21.0,42.0,43.0,27.0,24.0,30.0,41.0,23.0,27.0,12.0,34.56495828367103
2021-04-28,31.0,34.0,27.0,14.0,30.0,25.0,28.0,17.0,22.0,17.0,29.201430274135873
2021-04-29,48.0,46.0,33.0,83.0,55.0,30.0,23.0,29.0,33.0,42.0,50.29797377830751
2021-04-30,56.0,74.0,53.0,95.0,47.0,54.0,46.0,52.0,70.0,64.0,72.82479141835518
2021-05-01,26.0,40.0,43.0,13.0,42.0,40.0,47.0,52.0,16.0,41.0,42.908224076281286
2021-05-02,54.0,54.0,31.0,89.0,49.0,23.0,20.0,47.0,25.0,41.0,51.60905840286055
2021-05-03,34.0,13.0,35.0,60.0,27.0,55.0,19.0,51.0,30.0,90.0,49.34445768772348
2021-05-04,78.0,80.0,87.0,59.0,72.0,80.0,69.0,56.0,82.0,100.0,90.94159713945172
2021-05-05,6.0,12.0,46.0,45.0,19.0,10.0,24.0,44.0,29.0,44.0,33.25387365911799
2021-05-06,84.0,100.0,100.0,76.0,86.0,27.0,32.0,64.0,47.0,51.0,79.49940405244338
2021-05-07,46.0,45.0,60.0,46.0,60.0,60.0,39.0,58.0,73.0,66.0,65.91179976162097
2021-05-08,58.0,73.0,47.0,83.0,67.0,55.0,79.0,50.0,73.0,65.0,77.47318235995232
2021-05-09,40.0,32.0,71.0,92.0,48.0,44.0,72.0,59.0,54.0,73.0,69.72586412395708
2021-05-10,61.0,28.0,26.0,87.0,65.0,29.0,62.0,51.0,84.0,57.0,65.55423122765197
2021-05-11,82.0,64.0,76.0,76.0,42.0,50.0,58.0,52.0,65.0,70.0,75.68533969010727
2021-05-12,94.0,92.0,51.0,87.0,38.0,100.0,87.0,43.0,46.0,80.0,85.57806912991656
2021-05-13,29.0,27.0,55.0,54.0,41.0,34.0,86.0,65.0,36.0,65.0,58.641239570917755
2021-05-14,51.0,80.0,46.0,81.0,39.0,53.0,55.0,56.0,64.0,82.0,72.34803337306316
2021-05-15,51.0,63.0,52.0,97.0,73.0,54.0,57.0,51.0,53.0,64.0,73.30154946364719
2021-05-16,33.0,54.0,33.0,57.0,44.0,51.0,12.0,36.0,45.0,30.0,47.07985697258641
2021-05-17,63.0,72.0,88.0,92.0,100.0,71.0,90.0,78.0,100.0,85.0,100.0
2021-05-18,60.0,60.0,56.0,100.0,50.0,60.0,60.0,72.0,56.0,84.0,78.42669845053635
2021-05-19,44.0,37.0,28.0,73.0,38.0,16.0,31.0,49.0,40.0,37.0,46.8414779499404
2021-05-20,40.0,51.0,59.0,68.0,53.0,38.0,45.0,71.0,30.0,64.0,61.85935637663885
2021-05-21,59.0,54.0,33.0,21.0,43.0,45.0,54.0,48.0,39.0,42.0,52.205005959475564
2021-05-22,64.0,45.0,53.0,46.0,41.0,39.0,19.0,53.0,53.0,39.0,53.87365911799761
2021-05-23,34.0,51.0,64.0,96.0,53.0,43.0,50.0,57.0,47.0,38.0,63.528009535160905
2021-05-24,43.0,48.0,22.0,28.0,62.0,25.0,42.0,67.0,50.0,43.0,51.25148986889153
2021-05-25,75.0,83.0,98.0,63.0,92.0,50.0,46.0,76.0,45.0,71.0,83.3134684147795
2021-05-26,100.0,79.0,51.0,66.0,88.0,36.0,55.0,85.0,62.0,75.0,83.07508939213349
2021-05-27,50.0,35.0,70.0,72.0,58.0,47.0,63.0,70.0,58.0,49.0,68.17640047675805
2021-05-28,78.0,50.0,54.0,43.0,75.0,18.0,36.0,51.0,47.0,65.0,61.62097735399284
2021-05-29,49.0,55.0,43.0,56.0,40.0,73.0,63.0,70.0,66.0,48.0,67.10369487485102
2021-05-30,48.0,16.0,36.0,36.0,16.0,13.0,15.0,24.0,29.0,54.0,34.207389749702024
2021-05-31,53.0,87.0,75.0,95.0,90.0,62.0,100.0,100.0,87.0,54.0,95.70917759237186
