date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,8.0,12.0,18.0,8.0,9.0,16.0,8.0,45.0,18.0,8.0,44.0,25.0,0.0,33.0,45.0,0.0,34.0,21.0,14.0,18.0,22.884386174016687
2020-01-30,25.0,12.0,46.0,49.0,19.0,17.0,26.0,12.0,27.0,0.0,35.0,35.0,12.0,23.0,34.0,25.0,36.0,29.0,21.0,36.0,30.929678188319425
2020-01-31,9.0,12.0,9.0,8.0,0.0,0.0,9.0,12.0,10.0,9.0,12.0,9.0,0.0,0.0,12.0,17.0,0.0,0.0,7.0,10.0,8.641239570917758
2020-02-01,0.0,13.0,10.0,8.0,0.0,0.0,9.0,12.0,10.0,0.0,12.0,18.0,13.0,0.0,12.0,9.0,13.0,7.0,15.0,0.0,9.594755661501788
2020-02-02,17.0,37.0,9.0,34.0,19.0,17.0,34.0,36.0,9.0,8.0,35.0,17.0,25.0,23.0,35.0,41.0,24.0,29.0,15.0,18.0,28.72467222884386
2020-02-03,30.0,21.0,32.0,29.0,17.0,37.0,23.0,52.0,24.0,7.0,10.0,39.0,32.0,21.0,31.0,29.0,32.0,13.0,13.0,8.0,29.797377830750893
2020-02-04,25.0,49.0,18.0,32.0,19.0,25.0,26.0,35.0,37.0,25.0,34.0,34.0,36.0,23.0,35.0,16.0,37.0,21.0,14.0,9.0,32.777115613825984
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,7.0,7.0,0.0,2.0262216924910605
2020-02-06,17.0,0.0,9.0,26.0,10.0,9.0,0.0,12.0,10.0,17.0,0.0,9.0,37.0,0.0,36.0,0.0,12.0,7.0,7.0,9.0,13.528009535160905
2020-02-07,0.0,26.0,10.0,9.0,10.0,0.0,9.0,25.0,20.0,9.0,12.0,18.0,13.0,12.0,24.0,0.0,13.0,8.0,15.0,28.0,15.554231227651966
2020-02-08,0.0,0.0,0.0,9.0,10.0,9.0,9.0,0.0,10.0,9.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,5.125148986889154
2020-02-09,0.0,13.0,28.0,33.0,10.0,25.0,17.0,24.0,19.0,25.0,23.0,26.0,12.0,12.0,23.0,25.0,12.0,22.0,29.0,9.0,23.063170441001194
2020-02-10,8.0,23.0,17.0,23.0,18.0,24.0,8.0,23.0,0.0,16.0,44.0,0.0,35.0,32.0,33.0,16.0,11.0,20.0,14.0,9.0,22.288438617401667
2020-02-11,16.0,35.0,9.0,23.0,9.0,8.0,32.0,57.0,18.0,0.0,0.0,25.0,47.0,22.0,34.0,16.0,11.0,21.0,21.0,27.0,25.68533969010727
2020-02-12,25.0,23.0,18.0,24.0,9.0,33.0,25.0,0.0,18.0,16.0,33.0,50.0,24.0,33.0,33.0,32.0,34.0,0.0,28.0,35.0,29.38021454112038
2020-02-13,25.0,0.0,18.0,8.0,9.0,8.0,8.0,0.0,0.0,17.0,35.0,9.0,12.0,11.0,0.0,16.0,24.0,14.0,14.0,9.0,14.123957091775923
2020-02-14,34.0,25.0,19.0,8.0,28.0,17.0,9.0,36.0,19.0,17.0,12.0,18.0,0.0,35.0,24.0,17.0,12.0,7.0,7.0,28.0,22.169249106078667
2020-02-15,19.0,14.0,31.0,18.0,31.0,9.0,10.0,53.0,21.0,19.0,53.0,39.0,41.0,39.0,40.0,18.0,41.0,8.0,0.0,21.0,31.287246722288437
2020-02-16,9.0,13.0,0.0,36.0,51.0,19.0,19.0,26.0,21.0,28.0,25.0,28.0,66.0,26.0,51.0,36.0,40.0,16.0,8.0,20.0,32.06197854588796
2020-02-17,0.0,36.0,18.0,16.0,18.0,0.0,0.0,12.0,36.0,8.0,34.0,17.0,24.0,11.0,23.0,8.0,35.0,22.0,0.0,0.0,18.951132300357568
2020-02-18,17.0,36.0,18.0,24.0,18.0,8.0,17.0,11.0,36.0,8.0,23.0,17.0,24.0,45.0,11.0,8.0,35.0,14.0,14.0,26.0,24.43384982121573
2020-02-19,0.0,12.0,9.0,8.0,0.0,0.0,8.0,23.0,18.0,0.0,11.0,0.0,24.0,11.0,11.0,8.0,12.0,0.0,14.0,9.0,10.607866507747318
2020-02-20,9.0,25.0,9.0,8.0,9.0,0.0,9.0,12.0,28.0,8.0,12.0,0.0,12.0,0.0,12.0,25.0,0.0,0.0,0.0,9.0,11.144219308700833
2020-02-21,0.0,13.0,10.0,8.0,10.0,0.0,0.0,0.0,19.0,9.0,0.0,18.0,13.0,0.0,0.0,8.0,0.0,7.0,7.0,9.0,7.806912991656733
2020-02-22,18.0,0.0,30.0,9.0,0.0,18.0,10.0,26.0,0.0,18.0,25.0,19.0,0.0,0.0,26.0,9.0,0.0,16.0,16.0,20.0,15.494636471990464
2020-02-23,0.0,0.0,10.0,9.0,10.0,27.0,9.0,25.0,0.0,9.0,12.0,0.0,13.0,12.0,12.0,0.0,13.0,8.0,0.0,19.0,11.203814064362335
2020-02-24,17.0,24.0,18.0,25.0,37.0,25.0,8.0,0.0,37.0,8.0,23.0,17.0,36.0,35.0,23.0,16.0,24.0,14.0,14.0,27.0,25.506555423122762
2020-02-25,8.0,36.0,27.0,32.0,0.0,25.0,16.0,11.0,18.0,24.0,22.0,25.0,35.0,33.0,22.0,16.0,34.0,14.0,14.0,18.0,25.625744934445766
2020-02-26,0.0,12.0,9.0,8.0,18.0,0.0,8.0,23.0,9.0,8.0,11.0,16.0,23.0,22.0,33.0,8.0,11.0,7.0,7.0,9.0,14.421930870083433
2020-02-27,16.0,11.0,8.0,23.0,26.0,8.0,16.0,11.0,17.0,23.0,43.0,24.0,34.0,63.0,43.0,30.0,34.0,7.0,13.0,17.0,27.830750893921333
2020-02-28,17.0,36.0,27.0,24.0,9.0,17.0,8.0,35.0,18.0,8.0,11.0,26.0,24.0,57.0,46.0,24.0,12.0,28.0,21.0,18.0,27.77115613825983
2020-02-29,9.0,0.0,9.0,8.0,18.0,8.0,0.0,12.0,0.0,17.0,34.0,9.0,24.0,23.0,12.0,0.0,24.0,7.0,14.0,9.0,14.123957091775923
2020-03-01,25.0,12.0,9.0,8.0,38.0,33.0,25.0,23.0,0.0,8.0,23.0,17.0,24.0,23.0,46.0,0.0,24.0,7.0,7.0,9.0,21.513706793802143
2020-03-02,23.0,33.0,25.0,15.0,35.0,8.0,15.0,42.0,25.0,8.0,32.0,24.0,44.0,32.0,32.0,37.0,33.0,6.0,19.0,17.0,30.0953516090584
2020-03-03,16.0,23.0,17.0,15.0,17.0,16.0,16.0,44.0,9.0,31.0,21.0,16.0,11.0,21.0,43.0,38.0,11.0,13.0,20.0,8.0,24.195470798569723
2020-03-04,23.0,46.0,8.0,23.0,9.0,0.0,16.0,0.0,34.0,15.0,11.0,24.0,22.0,32.0,11.0,8.0,34.0,13.0,13.0,8.0,20.858164481525623
2020-03-05,16.0,23.0,9.0,8.0,0.0,24.0,8.0,22.0,9.0,8.0,0.0,16.0,11.0,0.0,11.0,0.0,22.0,7.0,7.0,17.0,12.991656734207389
