date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,41.0,41.0,41.0,37.0,39.0,40.0,35.0,39.0,34.0,38.0,40.14598540145985
2021-04-19,67.0,65.0,56.0,71.0,63.0,57.0,62.0,59.0,58.0,57.0,64.12930135557872
2021-04-20,67.0,66.0,72.0,59.0,57.0,64.0,54.0,63.0,69.0,60.0,65.79770594369134
2021-04-21,63.0,57.0,55.0,55.0,57.0,51.0,47.0,54.0,65.0,57.0,58.49843587069864
2021-04-22,52.0,59.0,63.0,53.0,51.0,56.0,47.0,48.0,52.0,56.0,55.995828988529716
2021-04-23,51.0,47.0,45.0,40.0,43.0,48.0,42.0,47.0,47.0,44.0,47.340980187695514
2021-04-24,44.0,39.0,35.0,29.0,36.0,36.0,31.0,37.0,35.0,40.0,37.74765380604797
2021-04-25,42.0,43.0,35.0,42.0,42.0,44.0,32.0,38.0,40.0,36.0,41.0844629822732
2021-04-26,49.0,48.0,44.0,40.0,43.0,42.0,42.0,41.0,45.0,46.0,45.88112617309697
2021-04-27,53.0,52.0,53.0,48.0,45.0,55.0,46.0,44.0,50.0,51.0,51.824817518248175
2021-04-28,63.0,62.0,59.0,60.0,46.0,57.0,54.0,59.0,53.0,59.0,59.645464025026065
2021-04-29,63.0,60.0,59.0,60.0,61.0,58.0,50.0,59.0,58.0,57.0,61.00104275286757
2021-04-30,77.0,89.0,74.0,78.0,76.0,78.0,75.0,76.0,78.0,74.0,80.8133472367049
2021-05-01,74.0,69.0,59.0,63.0,53.0,65.0,50.0,56.0,64.0,53.0,63.19082377476538
2021-05-02,46.0,41.0,45.0,45.0,44.0,38.0,38.0,39.0,42.0,37.0,43.27424400417101
2021-05-03,69.0,68.0,68.0,58.0,70.0,78.0,63.0,70.0,60.0,67.0,69.96871741397287
2021-05-04,64.0,64.0,63.0,60.0,54.0,56.0,58.0,53.0,60.0,59.0,61.6266944734098
2021-05-05,56.0,64.0,61.0,56.0,57.0,67.0,48.0,59.0,57.0,58.0,60.79249217935349
2021-05-06,100.0,85.0,77.0,81.0,79.0,83.0,69.0,86.0,83.0,83.0,86.13138686131386
2021-05-07,83.0,87.0,83.0,74.0,65.0,76.0,68.0,79.0,81.0,71.0,79.97914494264859
2021-05-08,58.0,44.0,53.0,52.0,45.0,50.0,53.0,44.0,49.0,56.0,52.55474452554744
2021-05-09,50.0,51.0,51.0,50.0,47.0,44.0,46.0,48.0,49.0,47.0,50.36496350364963
2021-05-10,77.0,73.0,70.0,65.0,70.0,69.0,67.0,70.0,74.0,66.0,73.09697601668404
2021-05-11,90.0,100.0,94.0,100.0,95.0,100.0,86.0,100.0,100.0,94.0,100.0
2021-05-12,93.0,94.0,100.0,86.0,100.0,82.0,100.0,94.0,96.0,100.0,98.54014598540145
2021-05-13,72.0,82.0,82.0,80.0,73.0,73.0,79.0,74.0,86.0,73.0,80.70907194994787
2021-05-14,72.0,75.0,79.0,57.0,71.0,73.0,66.0,66.0,70.0,69.0,72.78415015641292
2021-05-15,68.0,65.0,67.0,68.0,62.0,78.0,65.0,70.0,66.0,58.0,69.55161626694473
2021-05-16,64.0,74.0,65.0,63.0,54.0,68.0,61.0,60.0,58.0,61.0,65.48488008342022
2021-05-17,94.0,83.0,80.0,80.0,72.0,73.0,77.0,79.0,77.0,89.0,83.83733055265903
2021-05-18,77.0,73.0,74.0,75.0,70.0,74.0,77.0,67.0,76.0,70.0,76.43378519290927
2021-05-19,69.0,68.0,66.0,66.0,61.0,74.0,58.0,66.0,70.0,64.0,69.03023983315954
2021-05-20,77.0,76.0,80.0,70.0,65.0,68.0,68.0,66.0,72.0,77.0,74.97393117831075
2021-05-21,56.0,69.0,63.0,59.0,61.0,57.0,62.0,53.0,63.0,66.0,63.503649635036496
2021-05-22,52.0,52.0,47.0,52.0,53.0,56.0,40.0,56.0,62.0,52.0,54.43169968717414
2021-05-23,46.0,49.0,39.0,43.0,46.0,46.0,37.0,44.0,50.0,47.0,46.61105318039624
2021-05-24,65.0,54.0,58.0,42.0,53.0,63.0,51.0,56.0,52.0,52.0,56.934306569343065
2021-05-25,74.0,77.0,73.0,65.0,68.0,66.0,67.0,67.0,76.0,69.0,73.20125130344108
2021-05-26,79.0,80.0,62.0,75.0,66.0,74.0,64.0,67.0,70.0,67.0,73.40980187695517
2021-05-27,87.0,81.0,80.0,71.0,71.0,88.0,61.0,80.0,84.0,80.0,81.64754953076121
2021-05-28,69.0,69.0,72.0,64.0,63.0,64.0,60.0,60.0,62.0,57.0,66.73618352450468
2021-05-29,50.0,48.0,51.0,45.0,33.0,47.0,45.0,40.0,48.0,47.0,47.340980187695514
2021-05-30,45.0,48.0,58.0,52.0,51.0,56.0,45.0,51.0,50.0,34.0,51.0948905109489
2021-05-31,66.0,66.0,59.0,61.0,63.0,60.0,57.0,65.0,62.0,62.0,64.75495307612096
