date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,51.0,100.0,100.0,100.0,96.0,100.0,71.0,66.0,59.0,100.0,100.0
2021-04-19,7.0,45.0,35.0,57.0,25.0,23.0,30.0,37.0,25.0,42.0,38.67141162514828
2021-04-20,43.0,20.0,71.0,50.0,44.0,57.0,61.0,47.0,84.0,29.0,60.02372479240807
2021-04-21,35.0,25.0,7.0,7.0,31.0,11.0,30.0,46.0,16.0,7.0,25.50415183867141
2021-04-22,7.0,20.0,44.0,14.0,51.0,17.0,46.0,57.0,59.0,43.0,42.467378410438904
2021-04-23,7.0,14.0,22.0,7.0,13.0,12.0,8.0,10.0,18.0,15.0,14.946619217081851
2021-04-24,60.0,63.0,60.0,85.0,68.0,61.0,36.0,68.0,91.0,85.0,80.30842230130487
2021-04-25,66.0,45.0,50.0,75.0,37.0,40.0,44.0,76.0,59.0,33.0,62.27758007117438
2021-04-26,53.0,56.0,94.0,53.0,100.0,16.0,71.0,44.0,47.0,66.0,71.17437722419929
2021-04-27,27.0,61.0,80.0,66.0,47.0,43.0,71.0,61.0,86.0,60.0,71.41162514827995
2021-04-28,25.0,24.0,38.0,26.0,11.0,15.0,47.0,34.0,30.0,26.0,32.74021352313167
2021-04-29,20.0,24.0,33.0,39.0,35.0,26.0,35.0,69.0,31.0,26.0,40.094899169632264
2021-04-30,20.0,18.0,27.0,60.0,18.0,21.0,35.0,35.0,16.0,53.0,35.94306049822064
2021-05-01,30.0,48.0,59.0,29.0,27.0,35.0,32.0,67.0,52.0,30.0,48.51720047449585
2021-05-02,39.0,43.0,62.0,31.0,62.0,6.0,24.0,81.0,36.0,62.0,52.90628706998814
2021-05-03,20.0,36.0,26.0,33.0,17.0,42.0,35.0,44.0,23.0,46.0,38.196915776986955
2021-05-04,19.0,64.0,38.0,69.0,28.0,20.0,68.0,66.0,22.0,25.0,49.70344009489917
2021-05-05,33.0,30.0,13.0,26.0,17.0,10.0,28.0,9.0,15.0,19.0,23.72479240806643
2021-05-06,33.0,24.0,33.0,39.0,35.0,32.0,28.0,60.0,62.0,26.0,44.128113879003564
2021-05-07,21.0,19.0,64.0,35.0,13.0,28.0,23.0,55.0,49.0,35.0,40.5693950177936
2021-05-08,24.0,29.0,16.0,24.0,50.0,32.0,34.0,42.0,57.0,56.0,43.179122182680906
2021-05-09,72.0,66.0,57.0,48.0,42.0,51.0,85.0,83.0,84.0,63.0,77.22419928825622
2021-05-10,39.0,30.0,33.0,32.0,17.0,26.0,35.0,52.0,70.0,39.0,44.24673784104389
2021-05-11,45.0,35.0,78.0,32.0,40.0,41.0,75.0,59.0,68.0,45.0,61.44721233689206
2021-05-12,34.0,38.0,48.0,41.0,30.0,38.0,36.0,54.0,48.0,27.0,46.73784104389087
2021-05-13,25.0,23.0,16.0,16.0,22.0,0.0,26.0,32.0,38.0,16.0,25.38552787663108
2021-05-14,24.0,44.0,32.0,55.0,42.0,31.0,34.0,41.0,18.0,63.0,45.55160142348755
2021-05-15,84.0,8.0,51.0,58.0,60.0,68.0,54.0,100.0,49.0,59.0,70.10676156583631
2021-05-16,32.0,37.0,32.0,47.0,35.0,45.0,34.0,31.0,56.0,24.0,44.24673784104389
2021-05-17,26.0,24.0,40.0,26.0,29.0,42.0,49.0,52.0,31.0,53.0,44.128113879003564
2021-05-18,13.0,36.0,20.0,32.0,12.0,26.0,42.0,34.0,15.0,26.0,30.36773428232503
2021-05-19,33.0,18.0,46.0,53.0,53.0,26.0,56.0,51.0,47.0,33.0,49.34756820877818
2021-05-20,35.0,25.0,35.0,41.0,18.0,33.0,44.0,64.0,57.0,49.0,47.568208778173194
2021-05-21,49.0,32.0,35.0,28.0,19.0,50.0,45.0,55.0,33.0,42.0,46.02609727164887
2021-05-22,41.0,38.0,49.0,25.0,29.0,40.0,26.0,43.0,10.0,25.0,38.67141162514828
2021-05-23,33.0,76.0,75.0,57.0,44.0,33.0,62.0,65.0,88.0,66.0,71.05575326215896
2021-05-24,60.0,61.0,52.0,51.0,46.0,41.0,71.0,69.0,44.0,30.0,62.27758007117438
2021-05-25,47.0,43.0,48.0,13.0,24.0,38.0,43.0,35.0,55.0,40.0,45.78884934756821
2021-05-26,20.0,24.0,20.0,26.0,30.0,32.0,28.0,35.0,31.0,26.0,32.26571767497035
2021-05-27,41.0,31.0,48.0,54.0,24.0,38.0,36.0,72.0,41.0,68.0,53.736654804270465
2021-05-28,50.0,39.0,65.0,58.0,52.0,40.0,100.0,85.0,34.0,50.0,67.97153024911032
2021-05-29,59.0,39.0,59.0,50.0,37.0,54.0,99.0,99.0,79.0,34.0,72.24199288256229
2021-05-30,100.0,62.0,76.0,50.0,90.0,68.0,72.0,78.0,100.0,84.0,92.52669039145908
2021-05-31,33.0,55.0,33.0,60.0,47.0,43.0,57.0,53.0,55.0,33.0,55.63463819691578
