date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,66.0,71.0,59.0,44.0,68.0,40.0,58.0,51.0,60.0,51.0,58.256410256410255
2021-04-19,100.0,100.0,94.0,62.0,94.0,89.0,77.0,68.0,82.0,88.0,87.58974358974359
2021-04-20,90.0,93.0,79.0,48.0,100.0,100.0,72.0,59.0,73.0,87.0,82.15384615384615
2021-04-21,96.0,88.0,100.0,100.0,92.0,99.0,100.0,100.0,100.0,100.0,100.0
2021-04-22,76.0,77.0,84.0,67.0,63.0,78.0,57.0,50.0,50.0,65.0,68.41025641025641
2021-04-23,59.0,51.0,42.0,44.0,49.0,43.0,42.0,34.0,56.0,45.0,47.69230769230769
2021-04-24,40.0,51.0,58.0,43.0,51.0,48.0,72.0,34.0,68.0,52.0,53.02564102564103
2021-04-25,43.0,70.0,48.0,29.0,55.0,49.0,41.0,28.0,41.0,45.0,46.05128205128205
2021-04-26,77.0,82.0,39.0,64.0,71.0,61.0,51.0,31.0,62.0,59.0,61.23076923076923
2021-04-27,88.0,70.0,54.0,53.0,77.0,56.0,49.0,53.0,68.0,59.0,64.3076923076923
2021-04-28,76.0,85.0,77.0,54.0,78.0,64.0,57.0,50.0,65.0,86.0,70.97435897435898
2021-04-29,79.0,82.0,88.0,55.0,78.0,82.0,73.0,48.0,77.0,71.0,75.17948717948718
2021-04-30,64.0,86.0,80.0,72.0,87.0,84.0,57.0,56.0,69.0,76.0,74.97435897435896
2021-05-01,52.0,62.0,55.0,46.0,44.0,51.0,51.0,31.0,40.0,50.0,49.43589743589744
2021-05-02,30.0,57.0,42.0,39.0,64.0,56.0,31.0,44.0,36.0,48.0,45.84615384615385
2021-05-03,63.0,74.0,59.0,46.0,61.0,49.0,65.0,52.0,63.0,67.0,61.43589743589744
2021-05-04,66.0,52.0,66.0,53.0,76.0,58.0,57.0,46.0,54.0,44.0,58.666666666666664
2021-05-05,54.0,51.0,51.0,56.0,72.0,56.0,70.0,36.0,74.0,62.0,59.69230769230769
2021-05-06,78.0,74.0,59.0,57.0,58.0,70.0,61.0,43.0,62.0,51.0,62.87179487179487
2021-05-07,65.0,71.0,64.0,38.0,60.0,43.0,71.0,60.0,46.0,76.0,60.92307692307692
2021-05-08,43.0,45.0,47.0,49.0,37.0,55.0,54.0,51.0,44.0,40.0,47.69230769230769
2021-05-09,53.0,74.0,50.0,43.0,45.0,44.0,44.0,41.0,50.0,46.0,50.256410256410255
2021-05-10,55.0,58.0,64.0,42.0,63.0,62.0,67.0,46.0,58.0,39.0,56.82051282051282
2021-05-11,73.0,61.0,83.0,51.0,56.0,65.0,55.0,61.0,65.0,58.0,64.41025641025641
2021-05-12,64.0,89.0,63.0,56.0,69.0,59.0,68.0,57.0,57.0,74.0,67.28205128205127
2021-05-13,60.0,88.0,81.0,35.0,64.0,43.0,52.0,44.0,61.0,55.0,59.794871794871796
2021-05-14,55.0,39.0,56.0,46.0,42.0,53.0,47.0,11.0,44.0,37.0,44.1025641025641
2021-05-15,63.0,57.0,63.0,30.0,51.0,46.0,56.0,46.0,29.0,45.0,49.84615384615385
2021-05-16,57.0,49.0,69.0,42.0,28.0,42.0,45.0,38.0,55.0,56.0,49.333333333333336
2021-05-17,66.0,62.0,60.0,42.0,61.0,54.0,55.0,51.0,48.0,50.0,56.30769230769231
2021-05-18,55.0,59.0,30.0,42.0,58.0,37.0,41.0,43.0,31.0,53.0,46.05128205128205
2021-05-19,52.0,44.0,53.0,34.0,20.0,38.0,37.0,32.0,20.0,40.0,37.94871794871795
2021-05-20,34.0,43.0,53.0,48.0,45.0,45.0,30.0,32.0,44.0,43.0,42.76923076923077
2021-05-21,44.0,67.0,45.0,38.0,55.0,22.0,36.0,31.0,24.0,47.0,41.94871794871795
2021-05-22,59.0,48.0,23.0,37.0,44.0,50.0,51.0,37.0,54.0,45.0,45.94871794871795
2021-05-23,34.0,61.0,45.0,36.0,61.0,45.0,41.0,30.0,29.0,43.0,43.58974358974359
2021-05-24,30.0,35.0,37.0,26.0,33.0,30.0,30.0,30.0,19.0,23.0,30.05128205128205
2021-05-25,51.0,64.0,47.0,44.0,43.0,46.0,29.0,45.0,48.0,41.0,46.97435897435897
2021-05-26,45.0,25.0,47.0,23.0,36.0,24.0,38.0,17.0,32.0,32.0,32.717948717948715
2021-05-27,40.0,26.0,34.0,36.0,40.0,36.0,32.0,27.0,32.0,37.0,34.87179487179487
2021-05-28,44.0,46.0,40.0,40.0,55.0,52.0,34.0,37.0,42.0,40.0,44.1025641025641
2021-05-29,38.0,24.0,15.0,30.0,19.0,30.0,11.0,19.0,20.0,21.0,23.28205128205128
2021-05-30,28.0,38.0,55.0,45.0,41.0,44.0,42.0,28.0,42.0,33.0,40.61538461538461
2021-05-31,77.0,71.0,69.0,43.0,62.0,55.0,40.0,54.0,48.0,65.0,59.8974358974359
