date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,32.0,0.0,47.0,0.0,0.0,0.0,0.0,47.22222222222222,0.0,0.0,77.27272727272727,0.0,21.971549545543976
2020-12-08,0.0,0.0,0.0,48.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.89189189189189,0.0,0.0,0.0,13.710763634871903
2020-12-09,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,78.0,47.0,0.0,0.0,48.0,0.0,0.0,0.0,87.93103448275862,0.0,0.0,26.18517581583607
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.988616240829749
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,0.0,51.0,96.0,53.0,0.0,0.0,0.0,0.0,0.0,85.0,52.0,36.0,0.0,0.0,0.0,0.0,100.0,0.0,84.84848484848484,0.0,40.92488252113853
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,51.0,0.0,89.0,0.0,0.0,47.0,33.0,48.0,65.0,78.0,47.0,100.0,47.0,48.0,0.0,47.22222222222222,0.0,87.93103448275862,0.0,0.0,57.82050200972538
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4943081204148747
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13.205160637490513
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,52.0,0.0,54.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,0.0,0.0,98.27586206896552,0.0,53.0,25.403491019478874
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,53.0,0.0,0.0,0.0,100.0,49.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,50.0,49.0,48.611111111111114,97.29729729729729,91.37931034482759,0.0,50.0,50.42080405728267
2020-12-23,0.0,100.0,95.0,0.0,51.0,100.0,35.0,51.0,69.0,83.0,100.0,35.0,100.0,51.0,100.0,100.0,100.0,93.10344827586206,0.0,100.0,100.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.934480141664558
2020-12-25,67.0,61.0,0.0,63.0,61.0,0.0,43.0,0.0,0.0,100.0,60.0,42.0,0.0,62.0,0.0,61.111111111111114,0.0,0.0,100.0,0.0,52.82879388368889
2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,0.0,48.0,92.0,100.0,99.0,48.0,35.0,100.0,100.0,0.0,49.0,34.0,0.0,100.0,0.0,0.0,97.29729729729729,91.37931034482759,0.0,98.0,80.08758315613869
2020-12-28,53.0,49.0,0.0,0.0,50.0,49.0,35.0,0.0,0.0,0.0,49.0,0.0,0.0,50.0,0.0,48.611111111111114,0.0,0.0,0.0,0.0,28.142479691935797
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,34.0,83.0,0.0,35.0,0.0,0.0,0.0,50.0,0.0,93.10344827586206,83.33333333333333,0.0,33.99865081372796
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8611181381229445
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,59.0,0.0,100.0,0.0,54.0,0.0,0.0,55.0,0.0,89.0,53.0,0.0,0.0,0.0,0.0,54.166666666666664,0.0,100.0,0.0,0.0,41.388396998060536
2021-01-03,0.0,0.0,100.0,0.0,0.0,53.0,0.0,54.0,36.0,88.0,53.0,37.0,0.0,54.0,0.0,0.0,0.0,0.0,87.87878787878788,0.0,41.29391562986301
2021-01-04,100.0,46.0,87.0,0.0,93.0,0.0,32.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,46.0,93.05555555555556,89.1891891891892,0.0,0.0,0.0,46.529465210214006
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,47.0,33.0,48.0,0.0,0.0,0.0,33.0,0.0,48.0,47.0,47.22222222222222,0.0,0.0,77.27272727272727,0.0,27.91387183241471
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,52.0,0.0,0.0,48.0,0.0,0.0,34.0,49.0,32.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61472299519352
2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14318239311915
