date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-11-15,36.0,19.0,58.0,15.0,0.0,18.0,37.0,20.0,10.0,16.0,30.05249343832021
2020-11-16,36.0,39.0,39.0,15.0,19.0,18.0,57.0,21.0,31.0,16.0,38.188976377952756
2020-11-17,37.0,0.0,39.0,0.0,0.0,0.0,58.0,21.0,21.0,49.0,29.527559055118108
2020-11-18,18.0,20.0,39.0,0.0,38.0,18.0,19.0,41.0,11.0,16.0,28.871391076115483
2020-11-19,0.0,20.0,0.0,0.0,39.0,19.0,0.0,0.0,0.0,17.0,12.46719160104987
2020-11-20,0.0,20.0,0.0,0.0,19.0,18.0,0.0,0.0,11.0,0.0,8.923884514435695
2020-11-21,37.0,39.0,38.0,60.0,38.0,53.0,19.0,42.0,11.0,0.0,44.22572178477691
2020-11-22,56.0,58.0,20.0,0.0,19.0,0.0,19.0,0.0,11.0,32.0,28.215223097112858
2020-11-23,19.0,20.0,40.0,15.0,38.0,18.0,0.0,0.0,0.0,33.0,24.015748031496063
2020-11-24,0.0,19.0,19.0,46.0,19.0,0.0,0.0,62.0,21.0,48.0,30.708661417322833
2020-11-25,18.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,10.0,31.0,15.354330708661417
2020-11-26,36.0,0.0,20.0,30.0,38.0,18.0,19.0,0.0,21.0,16.0,25.984251968503937
2020-11-27,36.0,19.0,38.0,15.0,19.0,18.0,57.0,21.0,21.0,16.0,34.120734908136484
2020-11-28,18.0,37.0,19.0,0.0,18.0,17.0,18.0,40.0,21.0,31.0,28.74015748031496
2020-11-29,17.0,37.0,74.0,0.0,18.0,17.0,18.0,20.0,0.0,0.0,26.377952755905515
2020-11-30,36.0,19.0,0.0,15.0,19.0,18.0,19.0,41.0,21.0,31.0,28.74015748031496
2020-12-01,0.0,0.0,39.0,0.0,19.0,36.0,38.0,0.0,10.0,16.0,20.73490813648294
2020-12-02,18.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,11.0,0.0,11.417322834645667
2020-12-03,54.0,0.0,39.0,44.0,0.0,0.0,37.0,41.0,42.0,32.0,37.9265091863517
2020-12-04,55.0,57.0,57.0,30.0,19.0,36.0,19.0,42.0,21.0,16.0,46.19422572178478
2020-12-05,18.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,11.0,16.0,11.023622047244094
2020-12-06,18.0,38.0,19.0,0.0,0.0,18.0,18.0,40.0,10.0,0.0,21.128608923884517
2020-12-07,55.0,39.0,39.0,15.0,38.0,54.0,19.0,62.0,42.0,16.0,49.737532808398946
2020-12-08,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118110236220472
2020-12-09,0.0,0.0,0.0,15.0,0.0,0.0,19.0,21.0,0.0,0.0,7.217847769028871
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,19.0,39.0,20.0,30.0,19.0,36.0,19.0,43.0,11.0,0.0,30.971128608923884
2020-12-13,37.0,40.0,20.0,30.0,19.0,0.0,39.0,21.0,11.0,33.0,32.808398950131235
2020-12-14,0.0,20.0,59.0,31.0,19.0,38.0,20.0,86.0,11.0,16.0,39.37007874015748
2020-12-15,20.0,42.0,21.0,16.0,41.0,38.0,41.0,0.0,11.0,51.0,36.876640419947506
2020-12-16,19.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,8.923884514435695
2020-12-17,20.0,0.0,22.0,0.0,0.0,0.0,42.0,0.0,12.0,0.0,12.598425196850393
2020-12-18,21.0,0.0,0.0,52.0,87.0,20.0,44.0,24.0,12.0,37.0,38.976377952755904
2020-12-19,61.0,22.0,44.0,17.0,21.0,40.0,0.0,23.0,35.0,18.0,36.876640419947506
2020-12-20,21.0,22.0,0.0,17.0,22.0,21.0,22.0,24.0,24.0,18.0,25.065616797900265
2020-12-21,78.0,42.0,42.0,16.0,81.0,38.0,82.0,68.0,23.0,34.0,66.14173228346456
2020-12-22,59.0,22.0,43.0,32.0,41.0,39.0,63.0,0.0,46.0,18.0,47.63779527559054
2020-12-23,21.0,44.0,43.0,17.0,21.0,20.0,0.0,23.0,12.0,18.0,28.74015748031496
2020-12-24,0.0,0.0,25.0,0.0,49.0,23.0,24.0,0.0,14.0,61.0,25.72178477690289
2020-12-25,0.0,50.0,26.0,20.0,0.0,0.0,49.0,27.0,28.0,21.0,29.00262467191601
2020-12-26,0.0,0.0,0.0,18.0,23.0,22.0,23.0,0.0,0.0,19.0,13.779527559055117
2020-12-27,20.0,0.0,21.0,33.0,0.0,0.0,21.0,45.0,11.0,17.0,22.04724409448819
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,81.0,0.0,21.0,33.0,21.0,39.0,42.0,0.0,12.0,53.0,39.63254593175853
2020-12-30,0.0,44.0,22.0,17.0,22.0,21.0,44.0,24.0,12.0,37.0,31.88976377952756
2020-12-31,23.0,24.0,23.0,0.0,23.0,66.0,24.0,26.0,25.0,0.0,30.708661417322833
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,20.0,21.0,22.0,0.0,21.0,20.0,21.0,0.0,23.0,0.0,19.42257217847769
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,19.0,0.0,0.0,0.0,0.0,0.0,20.0,44.0,11.0,17.0,14.566929133858267
2021-01-06,38.0,20.0,41.0,31.0,0.0,19.0,20.0,65.0,11.0,0.0,32.15223097112861
2021-01-07,19.0,0.0,21.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,9.58005249343832
2021-01-08,20.0,21.0,64.0,16.0,21.0,20.0,21.0,46.0,23.0,35.0,37.664041994750654
2021-01-09,42.0,0.0,68.0,68.0,44.0,84.0,44.0,24.0,25.0,19.0,54.85564304461942
2021-01-10,0.0,0.0,22.0,17.0,21.0,0.0,21.0,24.0,0.0,0.0,13.779527559055117
2021-01-11,20.0,21.0,83.0,16.0,0.0,19.0,0.0,22.0,34.0,34.0,32.677165354330704
2021-01-12,39.0,21.0,0.0,0.0,20.0,19.0,20.0,0.0,23.0,35.0,23.22834645669291
2021-01-13,39.0,41.0,40.0,0.0,20.0,38.0,40.0,66.0,22.0,17.0,42.388451443569544
2021-01-14,40.0,21.0,0.0,32.0,0.0,19.0,0.0,23.0,11.0,17.0,21.391076115485564
2021-01-15,60.0,0.0,42.0,66.0,20.0,20.0,62.0,67.0,23.0,34.0,51.70603674540682
2021-01-16,0.0,0.0,0.0,16.0,0.0,0.0,0.0,23.0,0.0,17.0,7.349081364829396
2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,20.0,21.0,42.0,0.0,41.0,20.0,20.0,90.0,12.0,35.0,39.501312335958005
2021-01-20,18.0,20.0,0.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,9.448818897637794
2021-01-21,19.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,17.0,9.973753280839894
2021-01-22,20.0,42.0,21.0,32.0,42.0,39.0,0.0,45.0,11.0,17.0,35.3018372703412
2021-01-23,100.0,64.0,43.0,82.0,42.0,20.0,63.0,46.0,23.0,53.0,70.34120734908136
2021-01-24,19.0,21.0,21.0,16.0,20.0,0.0,41.0,22.0,11.0,17.0,24.671916010498688
2021-01-25,0.0,0.0,0.0,16.0,0.0,57.0,40.0,0.0,11.0,34.0,20.73490813648294
2021-01-26,0.0,40.0,20.0,0.0,0.0,19.0,0.0,44.0,0.0,17.0,18.37270341207349
2021-01-27,19.0,21.0,41.0,16.0,20.0,38.0,40.0,22.0,11.0,34.0,34.38320209973753
2021-01-28,39.0,62.0,62.0,32.0,40.0,38.0,61.0,0.0,11.0,17.0,47.50656167979003
2021-01-29,20.0,21.0,84.0,16.0,41.0,19.0,21.0,23.0,23.0,17.0,37.40157480314961
2021-01-30,61.0,43.0,0.0,34.0,21.0,20.0,42.0,46.0,24.0,18.0,40.5511811023622
2021-01-31,20.0,42.0,0.0,32.0,41.0,20.0,21.0,45.0,23.0,35.0,36.61417322834645
2021-02-01,38.0,20.0,20.0,0.0,79.0,19.0,0.0,22.0,22.0,34.0,33.33333333333333
2021-02-02,19.0,20.0,61.0,15.0,59.0,19.0,20.0,0.0,22.0,0.0,30.839895013123357
2021-02-03,19.0,20.0,20.0,16.0,0.0,0.0,20.0,0.0,11.0,0.0,13.910761154855642
2021-02-04,58.0,21.0,42.0,65.0,82.0,38.0,21.0,45.0,33.0,34.0,57.61154855643044
2021-02-05,20.0,42.0,43.0,32.0,21.0,0.0,21.0,46.0,12.0,36.0,35.826771653543304
2021-02-06,58.0,84.0,20.0,48.0,100.0,57.0,60.0,44.0,11.0,34.0,67.71653543307086
2021-02-07,77.0,100.0,80.0,47.0,59.0,56.0,100.0,43.0,100.0,100.0,100.0
2021-02-08,19.0,99.0,100.0,31.0,98.0,74.0,79.0,43.0,21.0,17.0,76.24671916010499
2021-02-09,38.0,40.0,61.0,31.0,20.0,19.0,39.0,43.0,33.0,16.0,44.61942257217848
2021-02-10,0.0,20.0,39.0,31.0,38.0,18.0,19.0,21.0,22.0,33.0,31.62729658792651
2021-02-11,19.0,41.0,0.0,48.0,20.0,38.0,40.0,22.0,11.0,34.0,35.826771653543304
2021-02-12,19.0,20.0,41.0,32.0,41.0,19.0,60.0,66.0,22.0,0.0,41.99475065616798
2021-02-13,60.0,22.0,44.0,34.0,21.0,0.0,0.0,70.0,12.0,18.0,36.876640419947506
2021-02-14,99.0,42.0,0.0,67.0,42.0,19.0,64.0,46.0,12.0,53.0,58.26771653543307
2021-02-15,39.0,41.0,41.0,32.0,40.0,56.0,61.0,88.0,22.0,17.0,57.349081364829395
2021-02-16,19.0,41.0,61.0,16.0,61.0,0.0,0.0,44.0,34.0,51.0,42.91338582677166
2021-02-17,0.0,0.0,0.0,0.0,20.0,38.0,40.0,44.0,11.0,0.0,20.078740157480315
2021-02-18,38.0,61.0,62.0,16.0,20.0,19.0,61.0,44.0,11.0,51.0,50.26246719160104
2021-02-19,20.0,22.0,43.0,17.0,85.0,41.0,21.0,47.0,12.0,36.0,45.14435695538057
2021-02-20,0.0,23.0,24.0,0.0,0.0,44.0,0.0,25.0,25.0,0.0,18.503937007874015
2021-02-21,45.0,23.0,49.0,18.0,23.0,0.0,24.0,25.0,0.0,0.0,27.16535433070866
2021-02-22,0.0,60.0,20.0,31.0,0.0,0.0,40.0,22.0,11.0,0.0,24.146981627296583
2021-02-23,0.0,22.0,22.0,18.0,87.0,83.0,22.0,0.0,12.0,37.0,39.76377952755905
2021-02-24,21.0,22.0,0.0,0.0,44.0,63.0,22.0,24.0,0.0,19.0,28.215223097112858
2021-02-25,42.0,67.0,22.0,0.0,43.0,41.0,22.0,47.0,12.0,55.0,46.06299212598425
2021-02-26,61.0,21.0,22.0,33.0,63.0,20.0,42.0,46.0,35.0,70.0,54.199475065616795
2021-02-27,68.0,0.0,24.0,37.0,48.0,23.0,71.0,53.0,0.0,80.0,53.01837270341207
2021-02-28,44.0,46.0,23.0,36.0,0.0,43.0,68.0,100.0,38.0,38.0,57.21784776902887
2021-03-01,0.0,45.0,22.0,52.0,22.0,21.0,44.0,0.0,25.0,36.0,35.039370078740156
2021-03-02,63.0,22.0,22.0,0.0,22.0,21.0,43.0,24.0,0.0,37.0,33.33333333333333
2021-03-03,42.0,22.0,45.0,17.0,44.0,62.0,21.0,72.0,24.0,19.0,48.293963254593166
2021-03-04,0.0,0.0,0.0,17.0,22.0,0.0,0.0,48.0,24.0,18.0,16.929133858267715
2021-03-05,60.0,43.0,22.0,0.0,0.0,0.0,63.0,0.0,0.0,52.0,31.49606299212598
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.149606299212598
2021-03-07,42.0,66.0,23.0,34.0,65.0,41.0,44.0,48.0,36.0,0.0,52.362204724409445
2021-03-08,20.0,21.0,0.0,17.0,0.0,0.0,21.0,46.0,23.0,35.0,24.015748031496063
2021-03-09,0.0,0.0,42.0,17.0,21.0,0.0,0.0,0.0,12.0,0.0,12.073490813648291
2021-03-10,0.0,0.0,20.0,0.0,20.0,18.0,20.0,22.0,0.0,0.0,13.123359580052494
2021-03-11,20.0,21.0,0.0,16.0,20.0,20.0,41.0,23.0,0.0,35.0,25.72178477690289
2021-03-12,20.0,0.0,21.0,0.0,21.0,0.0,43.0,46.0,12.0,35.0,25.984251968503937
2021-03-13,59.0,21.0,21.0,16.0,40.0,39.0,41.0,67.0,35.0,35.0,49.08136482939632
2021-03-14,19.0,41.0,63.0,47.0,40.0,57.0,80.0,44.0,11.0,17.0,54.98687664041994
2021-03-15,16.0,65.0,49.0,0.0,64.0,15.0,48.0,53.0,9.0,27.0,45.40682414698163
2021-03-16,52.0,19.0,56.0,57.0,0.0,0.0,72.0,20.0,20.0,30.0,42.78215223097113
2021-03-17,58.0,41.0,63.0,16.0,0.0,76.0,40.0,66.0,34.0,35.0,56.29921259842519
2021-03-18,0.0,21.0,21.0,32.0,0.0,0.0,21.0,22.0,0.0,0.0,15.354330708661417
2021-03-19,0.0,21.0,22.0,17.0,21.0,0.0,0.0,0.0,23.0,0.0,13.648293963254593
