date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,49.0,26.0,0.0,64.0,31.0,17.0,33.0,17.0,35.0,18.0,41.19318181818181
2021-04-19,46.0,0.0,49.0,30.0,29.0,16.0,31.0,47.0,0.0,33.0,39.91477272727273
2021-04-20,77.0,37.0,50.0,60.0,44.0,16.0,0.0,49.0,17.0,50.0,56.81818181818181
2021-04-21,60.0,59.0,64.0,72.0,42.0,31.0,30.0,62.0,63.0,32.0,73.15340909090908
2021-04-22,48.0,38.0,34.0,31.0,44.0,33.0,48.0,33.0,100.0,34.0,62.92613636363636
2021-04-23,65.0,39.0,35.0,0.0,46.0,17.0,50.0,86.0,52.0,53.0,62.92613636363636
2021-04-24,0.0,0.0,19.0,17.0,0.0,19.0,36.0,19.0,0.0,0.0,15.624999999999998
2021-04-25,51.0,27.0,37.0,67.0,32.0,72.0,52.0,71.0,54.0,74.0,76.27840909090908
2021-04-26,42.0,45.0,30.0,27.0,13.0,29.0,14.0,0.0,29.0,15.0,34.65909090909091
2021-04-27,28.0,46.0,62.0,42.0,27.0,60.0,58.0,15.0,61.0,46.0,63.210227272727266
2021-04-28,27.0,11.0,29.0,40.0,13.0,15.0,14.0,0.0,29.0,30.0,29.545454545454543
2021-04-29,28.0,56.0,61.0,55.0,92.0,90.0,43.0,59.0,60.0,15.0,79.40340909090908
2021-04-30,14.0,33.0,45.0,26.0,52.0,14.0,55.0,29.0,29.0,74.0,52.69886363636363
2021-05-01,29.0,34.0,46.0,84.0,40.0,60.0,43.0,45.0,46.0,46.0,67.1875
2021-05-02,77.0,49.0,66.0,30.0,87.0,65.0,62.0,65.0,98.0,100.0,99.28977272727273
2021-05-03,60.0,24.0,32.0,15.0,28.0,48.0,46.0,31.0,0.0,16.0,42.61363636363636
2021-05-04,44.0,46.0,31.0,14.0,27.0,30.0,29.0,45.0,62.0,31.0,50.99431818181818
2021-05-05,58.0,23.0,31.0,42.0,27.0,46.0,44.0,30.0,15.0,31.0,49.28977272727273
2021-05-06,29.0,35.0,0.0,14.0,14.0,45.0,15.0,15.0,46.0,15.0,32.38636363636363
2021-05-07,46.0,24.0,16.0,44.0,14.0,49.0,15.0,32.0,32.0,33.0,43.32386363636363
2021-05-08,18.0,100.0,38.0,17.0,100.0,37.0,72.0,56.0,57.0,38.0,75.71022727272727
2021-05-09,100.0,67.0,0.0,48.0,15.0,18.0,68.0,52.0,53.0,18.0,62.35795454545454
2021-05-10,41.0,56.0,30.0,13.0,13.0,58.0,56.0,43.0,58.0,0.0,52.27272727272726
2021-05-11,28.0,34.0,30.0,27.0,13.0,74.0,43.0,29.0,15.0,45.0,48.011363636363626
2021-05-12,46.0,36.0,49.0,15.0,57.0,48.0,31.0,0.0,81.0,49.0,58.522727272727266
2021-05-13,51.0,54.0,18.0,49.0,16.0,71.0,51.0,18.0,36.0,55.0,59.51704545454545
2021-05-14,67.0,40.0,18.0,48.0,61.0,35.0,67.0,69.0,17.0,71.0,70.02840909090908
2021-05-15,49.0,26.0,70.0,47.0,30.0,85.0,49.0,51.0,86.0,35.0,75.0
2021-05-16,78.0,37.0,100.0,45.0,86.0,49.0,63.0,97.0,82.0,50.0,97.58522727272727
2021-05-17,30.0,24.0,47.0,43.0,69.0,46.0,74.0,15.0,63.0,16.0,60.653409090909086
2021-05-18,89.0,24.0,64.0,29.0,56.0,31.0,74.0,47.0,47.0,48.0,72.30113636363636
2021-05-19,30.0,59.0,96.0,100.0,14.0,77.0,45.0,46.0,31.0,32.0,75.2840909090909
2021-05-20,34.0,40.0,90.0,98.0,62.0,70.0,85.0,0.0,35.0,89.0,85.65340909090908
2021-05-21,16.0,13.0,0.0,0.0,15.0,34.0,16.0,17.0,17.0,0.0,18.18181818181818
2021-05-22,57.0,31.0,61.0,37.0,53.0,100.0,96.0,79.0,20.0,61.0,84.51704545454545
2021-05-23,58.0,15.0,83.0,75.0,72.0,61.0,97.0,100.0,61.0,82.0,100.0
2021-05-24,66.0,52.0,53.0,0.0,16.0,69.0,100.0,52.0,0.0,35.0,62.92613636363636
2021-05-25,33.0,26.0,53.0,32.0,46.0,35.0,50.0,52.0,52.0,18.0,56.39204545454545
2021-05-26,16.0,39.0,35.0,16.0,46.0,35.0,16.0,0.0,35.0,35.0,38.778409090909086
2021-05-27,32.0,13.0,0.0,30.0,15.0,17.0,16.0,16.0,0.0,50.0,26.846590909090903
2021-05-28,17.0,0.0,18.0,16.0,16.0,18.0,17.0,18.0,0.0,36.0,22.159090909090907
2021-05-29,55.0,44.0,20.0,35.0,34.0,19.0,19.0,19.0,0.0,59.0,43.18181818181818
2021-05-30,18.0,44.0,59.0,53.0,68.0,58.0,92.0,38.0,39.0,39.0,72.1590909090909
2021-05-31,45.0,48.0,49.0,44.0,28.0,95.0,15.0,47.0,49.0,49.0,66.61931818181817
