date,/g/1213j0cz
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,8.5
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,17.0
2020-02-29,0.0
2020-03-01,5.44
2020-03-02,0.0
2020-03-03,4.0
2020-03-04,5.44
2020-03-05,27.47
2020-03-06,6.25
2020-03-07,4.94
2020-03-08,43.550000000000004
2020-03-09,2.56
2020-03-10,9.6
2020-03-11,7.36
2020-03-12,9.299999999999999
2020-03-13,38.76
2020-03-14,45.239999999999995
2020-03-15,78.0
2020-03-16,73.14999999999999
2020-03-17,13.950000000000001
2020-03-18,52.919999999999995
2020-03-19,82.0
2020-03-20,22.62
2020-03-21,10.56
2020-03-22,48.379999999999995
2020-03-23,9.87
2020-03-24,16.34
2020-03-25,11.47
2020-03-26,3.3
2020-03-27,33.32
2020-03-28,5.12
2020-03-29,4.8
2020-03-30,11.34
2020-03-31,7.0
2020-04-01,6.44
2020-04-02,14.000000000000002
2020-04-03,15.3
2020-04-04,8.48
2020-04-05,14.56
2020-04-06,6.44
2020-04-07,4.9
2020-04-08,31.68
2020-04-09,15.84
2020-04-10,7.199999999999999
2020-04-11,0.0
2020-04-12,4.16
2020-04-13,19.32
2020-04-14,6.300000000000001
2020-04-15,19.95
2020-04-16,7.199999999999999
2020-04-17,0.0
2020-04-18,6.580000000000001
2020-04-19,3.5999999999999996
2020-04-20,0.0
2020-04-21,6.44
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,17.490000000000002
2020-04-27,0.0
2020-04-28,8.32
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,9.100000000000001
2020-05-02,0.0
2020-05-03,5.25
2020-05-04,4.03
2020-05-05,8.55
2020-05-06,14.000000000000002
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,8.05
2020-05-11,4.03
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,6.08
2020-05-17,0.0
2020-05-18,4.760000000000001
2020-05-19,4.760000000000001
2020-05-20,5.25
2020-05-21,0.0
2020-05-22,4.62
2020-05-23,15.079999999999998
2020-05-24,0.0
2020-05-25,4.62
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,4.760000000000001
2020-05-29,5.25
2020-05-30,0.0
2020-05-31,0.0
