date,/m/0cjf0,batch_id
2021-05-28 23:00:00,23,1
2021-05-29 00:00:00,30,1
2021-05-29 01:00:00,28,1
2021-05-29 02:00:00,48,1
2021-05-29 03:00:00,31,1
2021-05-29 04:00:00,16,1
2021-05-29 05:00:00,26,1
2021-05-29 06:00:00,19,1
2021-05-29 07:00:00,16,1
2021-05-29 08:00:00,17,1
2021-05-29 09:00:00,14,1
2021-05-29 10:00:00,16,1
2021-05-29 11:00:00,11,1
2021-05-29 12:00:00,15,1
2021-05-29 13:00:00,14,1
2021-05-29 14:00:00,9,1
2021-05-29 15:00:00,16,1
2021-05-29 16:00:00,16,1
2021-05-29 17:00:00,19,1
2021-05-29 18:00:00,15,1
2021-05-29 19:00:00,15,1
2021-05-29 20:00:00,18,1
2021-05-29 21:00:00,17,1
2021-05-29 22:00:00,10,1
2021-05-29 23:00:00,18,1
2021-05-30 00:00:00,21,1
2021-05-30 01:00:00,25,1
2021-05-30 02:00:00,21,1
2021-05-30 03:00:00,36,1
2021-05-30 04:00:00,29,1
2021-05-30 05:00:00,20,1
2021-05-30 06:00:00,21,1
2021-05-30 07:00:00,14,1
2021-05-30 08:00:00,15,1
2021-05-30 09:00:00,11,1
2021-05-30 10:00:00,12,1
2021-05-30 11:00:00,11,1
2021-05-30 12:00:00,14,1
2021-05-30 13:00:00,13,1
2021-05-30 14:00:00,14,1
2021-05-30 15:00:00,13,1
2021-05-30 16:00:00,17,1
2021-05-30 17:00:00,16,1
2021-05-30 18:00:00,16,1
2021-05-30 19:00:00,14,1
2021-05-30 20:00:00,22,1
2021-05-30 21:00:00,22,1
2021-05-30 22:00:00,24,1
2021-05-30 23:00:00,31,1
2021-05-31 00:00:00,29,1
2021-05-31 01:00:00,35,1
2021-05-31 02:00:00,100,1
2021-05-31 03:00:00,15,1
2021-05-31 04:00:00,31,1
2021-05-31 05:00:00,21,1
2021-05-31 06:00:00,16,1
2021-05-31 07:00:00,13,1
2021-05-31 08:00:00,13,1
2021-05-31 09:00:00,10,1
2021-05-31 10:00:00,10,1
2021-05-31 11:00:00,13,1
2021-05-31 12:00:00,13,1
2021-05-31 13:00:00,17,1
2021-05-31 14:00:00,13,1
2021-05-31 15:00:00,16,1
2021-05-31 16:00:00,13,1
2021-05-31 17:00:00,15,1
2021-05-31 18:00:00,17,1
2021-05-31 19:00:00,18,1
2021-05-31 20:00:00,18,1
2021-05-31 21:00:00,15,1
2021-05-31 22:00:00,21,1
2021-05-31 23:00:00,28,1
2021-05-31 09:00:00,16,2
2021-05-31 10:00:00,16,2
2021-05-31 11:00:00,22,2
2021-05-31 12:00:00,20,2
2021-05-31 13:00:00,28,2
2021-05-31 14:00:00,21,2
2021-05-31 15:00:00,27,2
2021-05-31 16:00:00,25,2
2021-05-31 17:00:00,27,2
2021-05-31 18:00:00,30,2
2021-05-31 19:00:00,32,2
2021-05-31 20:00:00,31,2
2021-05-31 21:00:00,27,2
2021-05-31 22:00:00,39,2
2021-05-31 23:00:00,49,2
2021-06-01 00:00:00,65,2
2021-06-01 01:00:00,71,2
2021-06-01 02:00:00,46,2
2021-06-01 03:00:00,72,2
2021-06-01 04:00:00,45,2
2021-06-01 05:00:00,33,2
2021-06-01 06:00:00,30,2
2021-06-01 07:00:00,22,2
2021-06-01 08:00:00,17,2
2021-06-01 09:00:00,18,2
2021-06-01 10:00:00,17,2
2021-06-01 11:00:00,13,2
2021-06-01 12:00:00,23,2
2021-06-01 13:00:00,18,2
2021-06-01 14:00:00,24,2
2021-06-01 15:00:00,24,2
2021-06-01 16:00:00,25,2
2021-06-01 17:00:00,21,2
2021-06-01 18:00:00,24,2
2021-06-01 19:00:00,24,2
2021-06-01 20:00:00,28,2
2021-06-01 21:00:00,26,2
2021-06-01 22:00:00,30,2
2021-06-01 23:00:00,56,2
2021-06-02 00:00:00,49,2
2021-06-02 01:00:00,92,2
2021-06-02 02:00:00,24,2
2021-06-02 03:00:00,43,2
2021-06-02 04:00:00,65,2
2021-06-02 05:00:00,37,2
2021-06-02 06:00:00,24,2
2021-06-02 07:00:00,18,2
2021-06-02 08:00:00,21,2
2021-06-02 09:00:00,24,2
2021-06-02 10:00:00,19,2
2021-06-02 11:00:00,18,2
2021-06-02 12:00:00,18,2
2021-06-02 13:00:00,20,2
2021-06-02 14:00:00,25,2
2021-06-02 15:00:00,27,2
2021-06-02 16:00:00,23,2
2021-06-02 17:00:00,30,2
2021-06-02 18:00:00,24,2
2021-06-02 19:00:00,27,2
2021-06-02 20:00:00,32,2
2021-06-02 21:00:00,36,2
2021-06-02 22:00:00,26,2
2021-06-02 23:00:00,37,2
2021-06-03 00:00:00,49,2
2021-06-03 01:00:00,100,2
2021-06-03 02:00:00,24,2
2021-06-03 03:00:00,70,2
2021-06-03 04:00:00,47,2
2021-06-03 05:00:00,43,2
2021-06-03 06:00:00,24,2
2021-06-03 07:00:00,28,2
2021-06-03 08:00:00,26,2
2021-06-03 09:00:00,25,2
2021-06-03 10:00:00,25,2
2021-06-03 11:00:00,17,2
2021-06-03 12:00:00,19,2
2021-06-03 13:00:00,20,2
2021-06-03 14:00:00,23,2
2021-06-03 15:00:00,27,2
2021-06-03 16:00:00,22,2
2021-06-03 17:00:00,30,2
2021-06-03 18:00:00,24,2
2021-06-03 19:00:00,24,2
2021-06-03 20:00:00,23,2
2021-06-03 21:00:00,26,2
2021-06-03 22:00:00,26,2
2021-06-03 23:00:00,47,2
2021-06-04 00:00:00,38,2
2021-06-04 01:00:00,69,2
2021-06-04 02:00:00,51,2
2021-06-04 03:00:00,53,2
2021-06-04 04:00:00,38,2
2021-06-04 05:00:00,34,2
2021-06-04 06:00:00,22,2
2021-06-04 07:00:00,22,2
2021-06-04 08:00:00,19,2
2021-06-04 09:00:00,22,2
2021-06-04 10:00:00,19,2
2021-06-04 11:00:00,21,2
2021-06-04 12:00:00,19,2
2021-06-04 13:00:00,19,2
2021-06-04 14:00:00,22,2
2021-06-04 15:00:00,22,2
2021-06-04 16:00:00,30,2
2021-06-04 17:00:00,30,2
2021-06-04 18:00:00,29,2
2021-06-04 19:00:00,18,2
2021-06-04 20:00:00,20,2
2021-06-04 21:00:00,30,2
2021-06-04 22:00:00,29,2
2021-06-04 23:00:00,39,2
2021-06-05 00:00:00,40,2
2021-06-05 01:00:00,61,2
2021-06-05 02:00:00,60,2
2021-06-05 03:00:00,42,2
2021-06-05 04:00:00,48,2
2021-06-05 05:00:00,36,2
2021-06-05 06:00:00,30,2
2021-06-05 07:00:00,29,2
2021-06-05 08:00:00,22,2
2021-06-05 09:00:00,16,2
2021-06-05 10:00:00,19,2
2021-06-05 11:00:00,23,2
2021-06-05 12:00:00,20,2
2021-06-05 13:00:00,14,2
2021-06-05 14:00:00,13,2
2021-06-05 15:00:00,17,2
2021-06-05 16:00:00,18,2
2021-06-05 17:00:00,28,2
2021-06-05 18:00:00,18,2
2021-06-05 19:00:00,20,2
2021-06-05 20:00:00,19,2
2021-06-05 21:00:00,26,2
2021-06-05 22:00:00,30,2
2021-06-05 23:00:00,21,2
